date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2023-08-07,00931B,-137900,0,-9107357,-9245257,0,-9107357
2023-08-08,00931B,8000,0,-28818705,-28810705,0,-28818705
2023-08-09,00931B,1847200,0,-8350824,-6503624,0,-8350824
2023-08-10,00931B,-106900,0,-15031076,-15137976,0,-15031076
2023-08-11,00931B,-18073000,0,-32441832,-50514832,0,-32441832
2023-08-14,00931B,-1786000,0,-13608839,-15394839,0,-13608839
2023-08-15,00931B,-98800,0,-15031791,-15130591,0,-15031791
2023-08-16,00931B,-787000,0,-13570556,-14357556,0,-13570556
2023-08-17,00931B,-1264000,0,-22480968,-23744968,0,-22480968
2023-08-18,00931B,843000,0,-4510302,-3667302,0,-4510302
2023-08-21,00931B,-694000,0,-8894375,-9588375,0,-8894375
2023-08-22,00931B,0,0,-4418124,-4418124,0,-4418124
2023-08-23,00931B,1289000,0,-3864498,-2575498,0,-3864498
2023-08-24,00931B,966000,0,1763284,2729284,0,1763284
2023-08-25,00931B,0,0,-763009,-763009,0,-763009
2023-08-28,00931B,790000,0,-1608461,-818461,0,-1608461
2023-08-29,00931B,568000,0,-1082259,-514259,0,-1082259
2023-08-30,00931B,1995000,0,2062856,4057856,0,2062856
2023-08-31,00931B,3687000,0,-384411,3302589,0,-384411
2023-09-01,00931B,0,0,1814313,1814313,0,1814313
2023-09-04,00931B,-7373650,0,-9318026,-16691676,0,-9318026
2023-09-05,00931B,1000,0,-8281974,-8280974,0,-8281974
2023-09-06,00931B,4000,0,-15825371,-15821371,0,-15825371
2023-09-07,00931B,140000,0,-4224652,-4084652,0,-4224652
2023-09-08,00931B,639000,0,-9442002,-8803002,0,-9442002
2023-09-11,00931B,-4964000,0,-13092376,-18056376,0,-13092376
2023-09-12,00931B,-895000,0,-8053378,-8948378,0,-8053378
2023-09-13,00931B,0,0,-4203082,-4203082,0,-4203082
2023-09-14,00931B,-50000,0,-5749817,-5799817,0,-5749817
2023-09-15,00931B,22300,0,-16719095,-16696795,0,-16719095
2023-09-18,00931B,-964000,0,-26034815,-26998815,0,-26034815
2023-09-19,00931B,1387000,0,-527077,859923,0,-527077
2023-09-20,00931B,-483866,0,-8953530,-9437396,0,-8953530
2023-09-21,00931B,1790103,0,-8250984,-6460881,0,-8250984
2023-09-22,00931B,-1850900,0,-38607715,-40458615,0,-38607715
2023-09-25,00931B,10500,0,-5051617,-5041117,0,-5051617
2023-09-26,00931B,-350000,0,-21560418,-21910418,0,-21560418
2023-09-27,00931B,0,0,-5671915,-5671915,0,-5671915
2023-09-28,00931B,103000,0,-16349105,-16246105,0,-16349105
2023-10-02,00931B,-1198000,0,-11279340,-12477340,0,-11279340
2023-10-03,00931B,-448288,0,-15430268,-15878556,0,-15430268
2023-10-04,00931B,-1459000,0,-17601828,-19060828,0,-17601828
2023-10-05,00931B,1170000,0,-5157589,-3987589,0,-5157589
2023-10-06,00931B,-39000,0,-3892045,-3931045,0,-3892045
2023-10-11,00931B,665288,0,-1985372,-1320084,0,-1985372
2023-10-12,00931B,606000,0,-2275359,-1669359,0,-2275359
2023-10-13,00931B,1411300,0,-12200277,-10788977,0,-12200277
2023-10-16,00931B,297000,0,-1391328,-1094328,0,-1391328
2023-10-17,00931B,615000,0,-16209738,-15594738,0,-16209738
2023-10-18,00931B,328000,0,-6857674,-6529674,0,-6857674
2023-10-19,00931B,-1232000,0,-15924910,-17156910,0,-15924910
2023-10-20,00931B,-401852,0,-7063479,-7465331,0,-7063479
2023-10-23,00931B,-1533000,0,-6282155,-7815155,0,-6282155
2023-10-24,00931B,803000,0,-2966622,-2163622,0,-2966622
2023-10-25,00931B,-605000,0,-1607648,-2212648,0,-1607648
2023-10-26,00931B,531000,350000,-9027584,-8146584,0,-9027584
2023-10-27,00931B,101000,0,946912,1047912,0,946912
2023-10-30,00931B,-1002300,0,-1331872,-2334172,0,-1331872
2023-10-31,00931B,-368000,0,-1103094,-1471094,0,-1103094
2023-11-01,00931B,36000,0,-4857447,-4821447,0,-4857447
2023-11-02,00931B,1425000,180000,-1782789,-177789,0,-1782789
2023-11-03,00931B,368000,0,-2157160,-1789160,0,-2157160
2023-11-06,00931B,-233000,0,-2813898,-3046898,0,-2813898
2023-11-07,00931B,-332819,80000,-8612921,-8865740,0,-8612921
2023-11-08,00931B,15164000,50000,-13180491,2033509,0,-13180491
2023-11-09,00931B,4500000,0,1587335,6087335,0,1587335
2023-11-10,00931B,-259000,22000,-10496222,-10733222,0,-10496222
2023-11-13,00931B,-937900,0,-4743098,-5680998,0,-4743098
2023-11-14,00931B,46000,0,-3915109,-3869109,0,-3915109
2023-11-15,00931B,-369000,100000,-3750219,-4019219,0,-3750219
2023-11-16,00931B,-4468000,0,-2431395,-6899395,0,-2431395
2023-11-17,00931B,-7415900,100000,2540012,-4775888,0,2540012
2023-11-20,00931B,-1757000,0,-4922685,-6679685,0,-4922685
2023-11-21,00931B,-11939000,0,9717794,-2221206,0,9717794
2023-11-22,00931B,734000,0,-2893704,-2159704,0,-2893704
2023-11-23,00931B,5042000,0,10533986,15575986,0,10533986
2023-11-24,00931B,-930000,0,-6220222,-7150222,0,-6220222
2023-11-27,00931B,-1903000,0,-9863152,-11766152,0,-9863152
2023-11-28,00931B,625040,0,2652731,3277771,0,2652731
2023-11-29,00931B,-3493000,0,861016,-2631984,0,861016
2023-11-30,00931B,-37000,0,-3008208,-3045208,0,-3008208
2023-12-01,00931B,1153000,0,-5172928,-4019928,0,-5172928
2023-12-04,00931B,235030,0,-741291,-506261,0,-741291
2023-12-05,00931B,2890000,0,-3338783,-448783,0,-3338783
2023-12-06,00931B,107020,0,-3233720,-3126700,0,-3233720
2023-12-07,00931B,88150,-100000,-7014170,-7026020,0,-7014170
2023-12-08,00931B,-6231000,-100000,-2958989,-9289989,0,-2958989
2023-12-11,00931B,374100,0,-4396450,-4022350,0,-4396450
2023-12-12,00931B,-46000,0,-5865493,-5911493,0,-5865493
2023-12-13,00931B,1242000,0,-3551963,-2309963,0,-3551963
2023-12-14,00931B,-2937500,0,-8279891,-11217391,0,-8279891
2023-12-15,00931B,1113500,0,-2650078,-1536578,0,-2650078
2023-12-18,00931B,-3935400,0,-10215675,-14151075,0,-10215675
2023-12-19,00931B,-295950,0,-4763667,-5059617,0,-4763667
2023-12-20,00931B,-236871,-100000,-3419244,-3756115,0,-3419244
2023-12-21,00931B,389000,0,-2532895,-2143895,0,-2532895
2023-12-22,00931B,1506000,0,-11700498,-10194498,0,-11700498
2023-12-25,00931B,-4010900,0,-389846,-4400746,0,-389846
2023-12-26,00931B,-3021000,0,-898653,-3919653,0,-898653
2023-12-27,00931B,-10955000,0,6938586,-4016414,0,6938586
2023-12-28,00931B,-5822000,0,1797424,-4024576,0,1797424
2023-12-29,00931B,748000,0,-4724724,-3976724,0,-4724724
2024-01-02,00931B,-5450800,0,-3245441,-8696241,0,-3245441
2024-01-03,00931B,3123100,0,-4697695,-1574595,0,-4697695
2024-01-04,00931B,8395000,0,1447985,9842985,-5616000,7063985
2024-01-05,00931B,4623000,0,-9375359,-4752359,-500000,-8875359
2024-01-08,00931B,185000,0,-6692650,-6507650,0,-6692650
2024-01-09,00931B,5085000,0,-5366851,-281851,0,-5366851
2024-01-10,00931B,3451000,0,-3964968,-513968,0,-3964968
2024-01-11,00931B,1216000,0,-468351,747649,0,-468351
2024-01-12,00931B,4355000,0,-3933538,421462,0,-3933538
2024-01-15,00931B,3373000,0,-3963047,-590047,0,-3963047
2024-01-16,00931B,5153000,0,-6442858,-1289858,0,-6442858
2024-01-17,00931B,4437000,0,-5708696,-1271696,0,-5708696
2024-01-18,00931B,6100,0,-4110383,-4104283,0,-4110383
2024-01-19,00931B,-17051000,0,-4799252,-21850252,0,-4799252
2024-01-22,00931B,-28332,0,-402610,-430942,0,-402610
2024-01-23,00931B,5017240,0,-5384641,-367401,0,-5384641
2024-01-24,00931B,175000,24000,-5724722,-5525722,0,-5724722
2024-01-25,00931B,-1467925,80000,-7449482,-8837407,0,-7449482
2024-01-26,00931B,765183,100000,-3914203,-3049020,0,-3914203
2024-01-29,00931B,-828000,80000,-7326320,-8074320,0,-7326320
2024-01-30,00931B,-81000,56000,-68302,-93302,0,-68302
2024-01-31,00931B,758000,0,-2880653,-2122653,513000,-3393653
2024-02-01,00931B,9050200,0,16561987,25612187,0,16561987
2024-02-02,00931B,9565130,0,7129082,16694212,0,7129082
2024-02-05,00931B,-2110000,0,-4263623,-6373623,500000,-4763623
2024-02-15,00931B,-8489200,80000,-27265395,-35674595,0,-27265395
2024-02-16,00931B,-1607000,50000,-18009705,-19566705,-7897000,-10112705
2024-02-19,00931B,-31215950,0,-5163056,-36379006,0,-5163056
2024-02-20,00931B,-476932,0,-6562547,-7039479,0,-6562547
2024-02-21,00931B,652046,0,-4604321,-3952275,0,-4604321
2024-02-22,00931B,-2069000,0,-6792877,-8861877,0,-6792877
2024-02-23,00931B,-1051100,0,-713008,-1764108,0,-713008
2024-02-26,00931B,4059000,0,-1116858,2942142,0,-1116858
2024-02-27,00931B,-2570900,0,753061,-1817839,0,753061
2024-02-29,00931B,1505000,0,-5557662,-4052662,0,-5557662
2024-03-01,00931B,4495000,80000,-1203347,3371653,0,-1203347
2024-03-04,00931B,4241000,0,-402482,3838518,0,-402482
2024-03-05,00931B,7348000,0,-2090845,5257155,0,-2090845
2024-03-06,00931B,40470450,0,-161579,40308871,0,-161579
2024-03-07,00931B,3971000,0,3456795,7427795,0,3456795
2024-03-08,00931B,31000,0,3211128,3242128,0,3211128
2024-03-11,00931B,-616000,0,-139415,-755415,0,-139415
2024-03-12,00931B,-931000,0,1981595,1050595,1000,1980595
2024-03-13,00931B,-935400,0,-137772,-1073172,0,-137772
2024-03-14,00931B,-503000,0,-2515056,-3018056,0,-2515056
2024-03-15,00931B,-1332660,0,-4762828,-6095488,0,-4762828
2024-03-18,00931B,-39990720,0,-3574046,-43564766,0,-3574046
2024-03-19,00931B,964000,0,-3694426,-2730426,0,-3694426
2024-03-20,00931B,925067,0,-2996835,-2071768,0,-2996835
2024-03-21,00931B,-34023000,0,-7383409,-41406409,0,-7383409
2024-03-22,00931B,8548000,0,-5360603,3187397,0,-5360603
2024-03-25,00931B,-1164654,0,-701882,-1866536,0,-701882
2024-03-26,00931B,965444,0,-568300,397144,0,-568300
2024-03-27,00931B,1463000,0,1604643,3067643,0,1604643
2024-03-28,00931B,7911000,0,2697054,10608054,0,2697054
2024-03-29,00931B,948000,0,2727000,3675000,0,2727000
2024-04-01,00931B,91504000,0,14573123,106077123,0,14573123
2024-04-02,00931B,-12034500,0,-1112951,-13147451,0,-1112951
2024-04-03,00931B,-40602500,0,-1349725,-41952225,0,-1349725
2024-04-08,00931B,-3284450,0,-5166953,-8451403,0,-5166953
2024-04-09,00931B,-34225000,0,-1239507,-35464507,0,-1239507
2024-04-10,00931B,1364000,0,2535971,3899971,0,2535971
2024-04-11,00931B,-1257000,0,-14097154,-15354154,0,-14097154
2024-04-12,00931B,-923000,0,-10579187,-11502187,-1000,-10578187
2024-04-15,00931B,-506970,0,-1475829,-1982799,0,-1475829
2024-04-16,00931B,-1069000,0,-1399346,-2468346,0,-1399346
2024-04-17,00931B,-1882500,0,-5790239,-7672739,0,-5790239
2024-04-18,00931B,-1863000,0,-2041910,-3904910,0,-2041910
2024-04-19,00931B,11261105,0,2905619,14166724,0,2905619
2024-04-22,00931B,-1162750,0,-3136399,-4299149,0,-3136399
2024-04-23,00931B,64000,0,2258630,2322630,0,2258630
2024-04-24,00931B,-1989000,0,-4742700,-6731700,0,-4742700
2024-04-25,00931B,609000,0,-4263264,-3654264,0,-4263264
2024-04-26,00931B,-747000,0,-3669601,-4416601,0,-3669601
2024-04-29,00931B,2107230,0,-2121558,-14328,0,-2121558
2024-04-30,00931B,4759000,0,-1396540,3362460,0,-1396540
2024-05-02,00931B,121000,0,225295,346295,0,225295
2024-05-03,00931B,-144000,0,-1615093,-1759093,0,-1615093
2024-05-06,00931B,5956000,0,-3233950,2722050,0,-3233950
2024-05-07,00931B,3489000,0,-59881,3429119,0,-59881
2024-05-08,00931B,3041250,0,1016955,4058205,0,1016955
2024-05-09,00931B,1904200,0,-2215117,-310917,0,-2215117
2024-05-10,00931B,4479600,1100000,-453421,5126179,0,-453421
2024-05-13,00931B,1901000,0,-948384,952616,0,-948384
2024-05-14,00931B,-29000,0,954385,925385,0,954385
2024-05-15,00931B,-715500,0,2365049,1649549,0,2365049
2024-05-16,00931B,6847000,0,1679638,8526638,0,1679638
