date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2019-01-29,00773B,-25000,0,52000,27000,0,52000
2019-01-30,00773B,0,0,-42000,-42000,0,-42000
2019-02-11,00773B,0,0,-4000,-4000,0,-4000
2019-02-12,00773B,0,0,-80000,-80000,0,-80000
2019-02-13,00773B,0,0,-6000,-6000,0,-6000
2019-02-14,00773B,0,0,-10000,-10000,0,-10000
2019-02-15,00773B,0,0,1000,1000,0,1000
2019-02-18,00773B,0,0,0,0,0,0
2019-02-19,00773B,0,0,-1000,-1000,0,-1000
2019-02-20,00773B,0,0,-22000,-22000,0,-22000
2019-02-21,00773B,0,0,-40000,-40000,0,-40000
2019-02-22,00773B,0,0,-149000,-149000,0,-149000
2019-02-25,00773B,0,0,0,0,0,0
2019-02-26,00773B,0,0,2000,2000,0,2000
2019-02-27,00773B,0,0,0,0,0,0
2019-03-04,00773B,0,0,-6000,-6000,0,-6000
2019-03-05,00773B,0,0,-1000,-1000,0,-1000
2019-03-06,00773B,0,0,0,0,0,0
2019-03-07,00773B,0,0,1000,1000,0,1000
2019-03-08,00773B,0,0,1000,1000,0,1000
2019-03-11,00773B,0,0,-23000,-23000,0,-23000
2019-03-12,00773B,0,0,-10000,-10000,0,-10000
2019-03-13,00773B,0,0,11000,11000,0,11000
2019-03-14,00773B,0,0,-48502000,-48502000,0,-48502000
2019-03-15,00773B,0,0,-6000,-6000,0,-6000
2019-03-18,00773B,0,0,3000,3000,0,3000
2019-03-19,00773B,0,0,-2000,-2000,0,-2000
2019-03-20,00773B,0,0,-48490000,-48490000,0,-48490000
2019-03-21,00773B,0,0,-24003000,-24003000,0,-24003000
2019-03-22,00773B,0,0,-24033000,-24033000,0,-24033000
2019-03-25,00773B,0,0,0,0,0,0
2019-03-26,00773B,0,0,-2000,-2000,0,-2000
2019-03-27,00773B,0,0,-1000,-1000,0,-1000
2019-03-28,00773B,0,0,1000,1000,0,1000
2019-03-29,00773B,0,0,-3000,-3000,0,-3000
2019-04-01,00773B,0,0,-6000,-6000,0,-6000
2019-04-02,00773B,0,0,-18000,-18000,0,-18000
2019-04-03,00773B,0,0,3000,3000,0,3000
2019-04-08,00773B,0,0,8000,8000,0,8000
2019-04-09,00773B,0,0,-23000,-23000,0,-23000
2019-04-10,00773B,0,0,-18000,-18000,0,-18000
2019-04-11,00773B,0,0,1000,1000,0,1000
2019-04-12,00773B,0,0,-44992000,-44992000,0,-44992000
2019-04-15,00773B,0,0,-5000,-5000,0,-5000
2019-04-16,00773B,0,0,-15000,-15000,0,-15000
2019-04-17,00773B,0,0,-25000,-25000,0,-25000
2019-04-18,00773B,0,0,-25018000,-25018000,0,-25018000
2019-04-19,00773B,0,0,-495000,-495000,0,-495000
2019-04-22,00773B,0,0,4000,4000,0,4000
2019-04-23,00773B,0,0,-5000,-5000,0,-5000
2019-04-24,00773B,0,0,-5000,-5000,0,-5000
2019-04-25,00773B,1000,0,-7000,-6000,0,-7000
2019-04-26,00773B,1000,0,-231000,-230000,0,-231000
2019-04-29,00773B,0,0,-67000,-67000,0,-67000
2019-04-30,00773B,1000,0,1000,2000,0,1000
2019-05-02,00773B,0,0,-33000,-33000,0,-33000
2019-05-03,00773B,0,0,-17000,-17000,0,-17000
2019-05-06,00773B,0,0,-64000,-64000,0,-64000
2019-05-07,00773B,0,0,-41000,-41000,0,-41000
