date,stock_id,foreign,trust,dealer,total
2025-07-21,00985A,23000,0,-21734746,-21711746
2025-07-22,00985A,47000,0,-34018284,-33971284
2025-07-23,00985A,25000,0,-32231227,-32206227
2025-07-24,00985A,30000,0,-6087024,-6057024
2025-07-25,00985A,5000,0,-7300152,-7295152
2025-07-28,00985A,108000,0,-4118711,-4010711
2025-07-29,00985A,138000,0,-21371630,-21233630
2025-07-30,00985A,15000,0,-3977252,-3962252
2025-07-31,00985A,106000,0,-4565802,-4459802
2025-08-01,00985A,-251000,0,-6482367,-6733367
2025-08-04,00985A,226000,0,-7406933,-7180933
2025-08-05,00985A,28000,0,-290706,-262706
2025-08-06,00985A,143000,0,-1539212,-1396212
2025-08-07,00985A,-6000,0,-1845250,-1851250
2025-08-08,00985A,-184000,0,-16599774,-16783774
2025-08-11,00985A,-89000,0,-19268173,-19357173
2025-08-12,00985A,-20000,0,-7901349,-7921349
2025-08-13,00985A,-58000,0,-1229368,-1287368
2025-08-14,00985A,78000,0,-5924928,-5846928
2025-08-15,00985A,-56000,0,-2955848,-3011848
2025-08-18,00985A,-14000,0,-9627971,-9641971
2025-08-19,00985A,-114000,0,-15504114,-15618114
2025-08-20,00985A,189000,0,-12291166,-12102166
2025-08-21,00985A,115000,0,-4133858,-4018858
2025-08-22,00985A,-31000,0,-1850962,-1881962
2025-08-25,00985A,4000,0,-2224417,-2220417
2025-08-26,00985A,-18900,0,1839012,1820112
2025-08-27,00985A,-22800,0,2181998,2159198
2025-08-28,00985A,214000,0,-420826,-206826
2025-08-29,00985A,0,0,2038839,2038839
2025-09-01,00985A,-462900,0,-7193055,-7655955
2025-09-02,00985A,37000,0,-1544028,-1507028
2025-09-03,00985A,490000,0,-69468,420532
2025-09-04,00985A,-91000,0,-6102071,-6193071
2025-09-05,00985A,544000,0,-1133114,-589114
2025-09-08,00985A,-268000,0,-2438470,-2706470
2025-09-09,00985A,-137000,0,-3175979,-3312979
2025-09-10,00985A,84000,0,-1664025,-1580025
2025-09-11,00985A,-117700,0,-1438739,-1556439
2025-09-12,00985A,115000,0,-1635862,-1520862
2025-09-15,00985A,531000,0,-5566932,-5035932
2025-09-16,00985A,-119000,0,-2883169,-3002169
2025-09-17,00985A,-587000,0,-2349902,-2936902
