date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2016-05-09,00659R,0,0,2009000,2009000,0,2009000
2016-05-10,00659R,0,0,1212000,1212000,0,1212000
2016-05-11,00659R,0,0,665000,665000,0,665000
2016-05-12,00659R,0,0,209000,209000,0,209000
2016-05-13,00659R,0,0,238000,238000,0,238000
2016-05-16,00659R,0,0,73000,73000,0,73000
2016-05-17,00659R,0,0,26000,26000,0,26000
2016-05-18,00659R,0,0,90000,90000,0,90000
2016-05-19,00659R,0,0,-13000,-13000,0,-13000
2016-05-20,00659R,0,0,-194000,-194000,0,-194000
2016-05-23,00659R,35000,0,164000,199000,0,164000
2016-05-24,00659R,0,0,172000,172000,0,172000
2016-05-25,00659R,0,0,68000,68000,0,68000
2016-05-26,00659R,0,0,-225000,-225000,0,-225000
2016-05-27,00659R,0,0,44000,44000,0,44000
2016-05-30,00659R,0,0,317000,317000,0,317000
2016-05-31,00659R,0,0,-368000,-368000,0,-368000
2016-06-01,00659R,0,0,137000,137000,0,137000
2016-06-02,00659R,0,0,698000,698000,0,698000
2016-06-03,00659R,0,0,-64000,-64000,0,-64000
2016-06-04,00659R,0,0,143000,143000,0,143000
2016-06-06,00659R,0,0,58000,58000,0,58000
2016-06-07,00659R,0,0,24000,24000,0,24000
2016-06-08,00659R,0,0,-143000,-143000,0,-143000
2016-06-13,00659R,0,0,1281000,1281000,0,1281000
2016-06-14,00659R,0,0,2291000,2291000,0,2291000
2016-06-15,00659R,-35000,0,106000,71000,0,106000
2016-06-16,00659R,0,0,1134000,1134000,0,1134000
2016-06-17,00659R,0,0,57000,57000,0,57000
2016-06-20,00659R,0,0,-69000,-69000,0,-69000
2016-06-21,00659R,0,0,-178000,-178000,0,-178000
2016-06-22,00659R,0,0,-8000,-8000,0,-8000
2016-06-23,00659R,0,0,-31000,-31000,0,-31000
2016-06-24,00659R,0,0,875000,875000,0,875000
2016-06-27,00659R,0,0,-312000,-312000,0,-312000
2016-06-28,00659R,0,0,-7000,-7000,0,-7000
2016-06-29,00659R,0,0,-562000,-562000,0,-562000
2016-06-30,00659R,0,0,-75000,-75000,0,-75000
2016-07-01,00659R,0,0,-23000,-23000,0,-23000
2016-07-04,00659R,0,0,45000,45000,0,45000
2016-07-05,00659R,0,0,22000,22000,0,22000
2016-07-06,00659R,0,0,-323000,-323000,0,-323000
2016-07-07,00659R,0,0,225000,225000,0,225000
2016-07-11,00659R,0,0,-416000,-416000,0,-416000
2016-07-12,00659R,0,0,-539000,-539000,0,-539000
2016-07-13,00659R,0,0,-275000,-275000,0,-275000
2016-07-14,00659R,0,0,-389000,-389000,0,-389000
2016-07-15,00659R,0,0,-86000,-86000,0,-86000
2016-07-18,00659R,0,0,190000,190000,0,190000
2016-07-19,00659R,100000,0,-696000,-596000,10000,-706000
2016-07-20,00659R,0,0,263000,263000,0,263000
2016-07-21,00659R,0,0,-13000,-13000,0,-13000
2016-07-22,00659R,0,0,-140000,-140000,0,-140000
2016-07-25,00659R,0,0,-290000,-290000,0,-290000
2016-07-26,00659R,100000,0,208000,308000,0,208000
2016-07-27,00659R,50000,0,89000,139000,0,89000
2016-07-28,00659R,0,0,426000,426000,0,426000
2016-07-29,00659R,315000,0,-287000,28000,0,-287000
2016-08-01,00659R,-50000,0,-59000,-109000,0,-59000
2016-08-02,00659R,2000,0,348000,350000,0,348000
2016-08-03,00659R,0,0,449000,449000,0,449000
2016-08-04,00659R,0,0,102000,102000,0,102000
2016-08-05,00659R,0,0,-110000,-110000,0,-110000
2016-08-08,00659R,0,0,-315000,-315000,0,-315000
2016-08-09,00659R,0,0,-309000,-309000,0,-309000
2016-08-10,00659R,0,0,-8000,-8000,0,-8000
2016-08-11,00659R,18000,0,22000,40000,0,22000
2016-08-12,00659R,189000,0,-609000,-420000,0,-609000
2016-08-15,00659R,0,0,12000,12000,0,12000
2016-08-16,00659R,0,0,-48000,-48000,0,-48000
2016-08-17,00659R,1000,0,11000,12000,0,11000
2016-08-18,00659R,137000,0,12000,149000,0,12000
2016-08-19,00659R,109000,0,284000,393000,0,284000
2016-08-22,00659R,0,0,-226000,-226000,0,-226000
2016-08-23,00659R,0,0,301000,301000,0,301000
2016-08-24,00659R,0,0,-22000,-22000,0,-22000
2016-08-25,00659R,0,0,27000,27000,0,27000
2016-08-26,00659R,0,0,-12000,-12000,0,-12000
2016-08-29,00659R,0,0,-40000,-40000,0,-40000
2016-08-30,00659R,0,0,74000,74000,0,74000
2016-08-31,00659R,0,0,17000,17000,0,17000
2016-09-01,00659R,0,0,-250000,-250000,0,-250000
2016-09-02,00659R,0,0,-114000,-114000,0,-114000
2016-09-05,00659R,9000,0,-344000,-335000,0,-344000
2016-09-06,00659R,103000,0,-228000,-125000,0,-228000
2016-09-07,00659R,152000,0,-95000,57000,0,-95000
2016-09-08,00659R,0,0,9000,9000,0,9000
2016-09-09,00659R,0,0,2000,2000,0,2000
2016-09-10,00659R,0,0,-121000,-121000,0,-121000
2016-09-12,00659R,558000,0,279000,837000,0,279000
2016-09-13,00659R,0,0,-261000,-261000,0,-261000
2016-09-14,00659R,154000,0,425000,579000,0,425000
2016-09-19,00659R,636000,0,-343000,293000,0,-343000
2016-09-20,00659R,100000,0,-85000,15000,0,-85000
2016-09-21,00659R,257000,0,-267000,-10000,0,-267000
2016-09-22,00659R,0,0,-56000,-56000,0,-56000
2016-09-23,00659R,0,0,-24000,-24000,0,-24000
2016-09-26,00659R,0,0,6000,6000,0,6000
2016-09-29,00659R,0,0,-116000,-116000,0,-116000
2016-09-30,00659R,0,0,105000,105000,0,105000
2016-10-03,00659R,0,0,-33000,-33000,0,-33000
2016-10-04,00659R,0,0,15000,15000,0,15000
2016-10-05,00659R,0,0,-95000,-95000,0,-95000
2016-10-06,00659R,0,0,-109000,-109000,0,-109000
2016-10-07,00659R,0,0,7000,7000,0,7000
2016-10-11,00659R,0,0,-191000,-191000,0,-191000
2016-10-12,00659R,0,0,53000,53000,0,53000
2016-10-13,00659R,0,0,38000,38000,0,38000
2016-10-14,00659R,0,0,59000,59000,0,59000
2016-10-17,00659R,0,0,-38000,-38000,0,-38000
2016-10-18,00659R,0,0,-35000,-35000,0,-35000
2016-10-19,00659R,0,0,-14000,-14000,0,-14000
2016-10-20,00659R,-67000,0,-225000,-292000,0,-225000
2016-10-21,00659R,-17000,0,-49000,-66000,0,-49000
2016-10-24,00659R,0,0,-204000,-204000,0,-204000
2016-10-25,00659R,0,0,-12000,-12000,0,-12000
2016-10-26,00659R,0,0,-159000,-159000,0,-159000
2016-10-27,00659R,0,0,-1129000,-1129000,0,-1129000
2016-10-28,00659R,0,0,954000,954000,0,954000
2016-10-31,00659R,0,0,-18000,-18000,0,-18000
2016-11-01,00659R,51000,0,243000,294000,0,243000
2016-11-02,00659R,52000,0,-143000,-91000,0,-143000
2016-11-03,00659R,0,0,-159000,-159000,0,-159000
2016-11-04,00659R,326000,0,73000,399000,0,73000
2016-11-07,00659R,6000,0,156000,162000,0,156000
2016-11-08,00659R,0,0,-12000,-12000,0,-12000
2016-11-09,00659R,559000,0,-256000,303000,0,-256000
2016-11-10,00659R,-20000,0,-1061000,-1081000,0,-1061000
2016-11-11,00659R,0,0,-881000,-881000,0,-881000
2016-11-14,00659R,0,0,-254000,-254000,0,-254000
2016-11-15,00659R,0,0,-7000,-7000,0,-7000
2016-11-16,00659R,0,0,-589000,-589000,0,-589000
2016-11-17,00659R,0,0,-42000,-42000,0,-42000
2016-11-18,00659R,0,0,-149000,-149000,0,-149000
2016-11-21,00659R,0,0,-324000,-324000,0,-324000
2016-11-22,00659R,0,0,-51000,-51000,0,-51000
2016-11-23,00659R,0,0,429000,429000,0,429000
2016-11-24,00659R,0,0,-112000,-112000,0,-112000
2016-11-25,00659R,0,0,-80000,-80000,0,-80000
2016-11-28,00659R,0,0,-204000,-204000,0,-204000
2016-11-29,00659R,0,0,-156000,-156000,0,-156000
2016-11-30,00659R,0,0,-122000,-122000,0,-122000
2016-12-01,00659R,0,0,-22000,-22000,0,-22000
2016-12-02,00659R,0,0,-478000,-478000,0,-478000
2016-12-05,00659R,0,0,-282000,-282000,0,-282000
2016-12-06,00659R,0,0,144000,144000,0,144000
2016-12-07,00659R,0,0,-601000,-601000,0,-601000
2016-12-08,00659R,0,0,-223000,-223000,0,-223000
2016-12-09,00659R,-43000,0,-156000,-199000,0,-156000
2016-12-12,00659R,-34000,0,-50000,-84000,0,-50000
2016-12-13,00659R,-34000,0,-46000,-80000,0,-46000
2016-12-14,00659R,-46000,0,-171000,-217000,0,-171000
