date,stock_id,foreign,trust,dealer,total
2025-07-24,2887I,-11658113,0,-755000,-12413113
2025-07-25,2887I,-280893544,0,-25845828,-306739372
2025-07-28,2887I,-64048398,-7992,-7397850,-71454240
2025-07-29,2887I,-78178267,0,-69750,-78248017
2025-07-30,2887I,-61774757,0,-4247823,-66022580
2025-07-31,2887I,-42196986,0,-737040,-42934026
2025-08-01,2887I,-24032315,0,-9000,-24041315
2025-08-04,2887I,-20470958,0,0,-20470958
2025-08-05,2887I,-14014264,0,0,-14014264
2025-08-06,2887I,-26124566,0,0,-26124566
2025-08-07,2887I,-26454147,0,-228,-26454375
2025-08-08,2887I,-7347041,0,-2371,-7349412
2025-08-11,2887I,-13361053,0,0,-13361053
2025-08-12,2887I,-5872214,0,0,-5872214
2025-08-13,2887I,-14518345,0,0,-14518345
2025-08-14,2887I,-11675200,0,0,-11675200
2025-08-15,2887I,-41474000,0,-20979,-41494979
2025-08-18,2887I,-8317876,0,0,-8317876
2025-08-19,2887I,-12583772,0,0,-12583772
2025-08-20,2887I,-4682786,0,0,-4682786
2025-08-21,2887I,-679900,0,0,-679900
2025-08-22,2887I,-8777063,0,0,-8777063
2025-08-25,2887I,-4548862,0,0,-4548862
2025-08-26,2887I,-16559242,0,0,-16559242
2025-08-27,2887I,43036,0,0,43036
2025-08-28,2887I,1496000,0,0,1496000
2025-08-29,2887I,-3288978,0,0,-3288978
2025-09-01,2887I,-2699750,0,0,-2699750
2025-09-02,2887I,82050,0,0,82050
2025-09-03,2887I,-1227000,0,0,-1227000
2025-09-04,2887I,-2575900,0,0,-2575900
2025-09-05,2887I,-5815000,0,0,-5815000
2025-09-08,2887I,-3346000,0,0,-3346000
2025-09-09,2887I,-1052425,0,0,-1052425
2025-09-10,2887I,-365000,0,0,-365000
2025-09-11,2887I,-249005,0,0,-249005
2025-09-12,2887I,-1552462,0,0,-1552462
2025-09-15,2887I,-448925,0,0,-448925
2025-09-16,2887I,-2717368,0,0,-2717368
2025-09-17,2887I,194475,0,0,194475
2025-09-18,2887I,-514000,0,0,-514000
2025-09-19,2887I,-3209185,0,0,-3209185
2025-09-22,2887I,-1506225,0,0,-1506225
2025-09-23,2887I,-1023723,0,0,-1023723
2025-09-24,2887I,-694657,0,0,-694657
2025-09-25,2887I,204997,0,0,204997
2025-09-26,2887I,336775,0,0,336775
2025-09-30,2887I,1517124,0,0,1517124
