date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2016-08-05,00665L,0,1000000,587000,1587000,0,587000
2016-08-08,00665L,0,0,-252000,-252000,0,-252000
2016-08-09,00665L,-1000,0,127000,126000,0,127000
2016-08-10,00665L,0,0,-34000,-34000,0,-34000
2016-08-11,00665L,0,0,-1560000,-1560000,0,-1560000
2016-08-12,00665L,0,0,-1628000,-1628000,0,-1628000
2016-08-15,00665L,0,0,58000,58000,0,58000
2016-08-16,00665L,0,0,-389000,-389000,0,-389000
2016-08-17,00665L,0,0,-1603000,-1603000,0,-1603000
2016-08-18,00665L,0,0,1395000,1395000,0,1395000
2016-08-19,00665L,0,0,-330000,-330000,-120000,-210000
2016-08-22,00665L,0,0,-1028000,-1028000,0,-1028000
2016-08-23,00665L,0,0,6000,6000,0,6000
2016-08-24,00665L,0,0,-1488000,-1488000,0,-1488000
2016-08-25,00665L,65000,0,307000,372000,-10000,317000
2016-08-26,00665L,52000,0,-559000,-507000,0,-559000
2016-08-29,00665L,-117000,0,-850000,-967000,-187000,-663000
2016-08-30,00665L,0,0,610000,610000,0,610000
2016-08-31,00665L,0,0,-393000,-393000,0,-393000
2016-09-01,00665L,0,0,63000,63000,0,63000
2016-09-02,00665L,54000,0,818000,872000,0,818000
2016-09-05,00665L,253000,0,294000,547000,127000,167000
2016-09-06,00665L,896000,0,-454000,442000,-336000,-118000
2016-09-07,00665L,907000,0,-1348000,-441000,0,-1348000
2016-09-08,00665L,585000,0,-405000,180000,6000,-411000
2016-09-09,00665L,1008000,0,-1157000,-149000,-8000,-1149000
2016-09-10,00665L,0,0,11000,11000,0,11000
2016-09-12,00665L,1206000,0,-4589000,-3383000,-222000,-4367000
2016-09-13,00665L,-137000,0,-1296000,-1433000,0,-1296000
2016-09-14,00665L,0,0,-1136000,-1136000,0,-1136000
2016-09-19,00665L,96000,0,-181000,-85000,41000,-222000
2016-09-20,00665L,-101000,0,-970000,-1071000,0,-970000
2016-09-21,00665L,85000,0,-894000,-809000,84000,-978000
2016-09-22,00665L,-17000,0,-114000,-131000,-43000,-71000
2016-09-23,00665L,-41000,0,-754000,-795000,0,-754000
2016-09-26,00665L,-8000,0,-1144000,-1152000,0,-1144000
2016-09-29,00665L,52000,0,112000,164000,172000,-60000
2016-09-30,00665L,-219000,0,-1593000,-1812000,0,-1593000
2016-10-03,00665L,54000,0,-388000,-334000,86000,-474000
2016-10-04,00665L,57000,0,111000,168000,0,111000
2016-10-05,00665L,629000,0,499000,1128000,104000,395000
2016-10-06,00665L,91000,0,58000,149000,0,58000
2016-10-07,00665L,78000,0,31000,109000,0,31000
2016-10-11,00665L,425000,0,194000,619000,85000,109000
2016-10-12,00665L,-1372000,0,-3530000,-4902000,-75000,-3455000
2016-10-13,00665L,-879000,0,-3812000,-4691000,-124000,-3688000
2016-10-14,00665L,221000,0,-869000,-648000,0,-869000
2016-10-17,00665L,51000,0,-147000,-96000,0,-147000
2016-10-18,00665L,711000,-50000,686000,1347000,-9000,695000
2016-10-19,00665L,254000,0,112000,366000,0,112000
2016-10-20,00665L,558000,0,-547000,11000,0,-547000
2016-10-21,00665L,-751000,0,-70000,-821000,0,-70000
2016-10-24,00665L,222000,0,155000,377000,0,155000
2016-10-25,00665L,107000,0,793000,900000,0,793000
2016-10-26,00665L,-90000,0,-1127000,-1217000,0,-1127000
2016-10-27,00665L,-1289000,0,-2866000,-4155000,-44000,-2822000
2016-10-28,00665L,-54000,-100000,-525000,-679000,0,-525000
2016-10-31,00665L,340000,0,852000,1192000,0,852000
2016-11-01,00665L,637000,0,3155000,3792000,28000,3127000
2016-11-02,00665L,-1122000,0,-4351000,-5473000,-46000,-4305000
2016-11-03,00665L,29000,-100000,-460000,-531000,321000,-781000
2016-11-04,00665L,-335000,-50000,-1060000,-1445000,25000,-1085000
2016-11-07,00665L,56000,-50000,1290000,1296000,-396000,1686000
2016-11-08,00665L,1069000,-50000,-17000,1002000,43000,-60000
2016-11-09,00665L,-460000,0,-1345000,-1805000,86000,-1431000
2016-11-10,00665L,15000,0,1037000,1052000,74000,963000
2016-11-11,00665L,-3282000,0,-1373000,-4655000,-90000,-1283000
2016-11-14,00665L,-466000,-50000,-2886000,-3402000,-133000,-2753000
2016-11-15,00665L,161000,-50000,245000,356000,0,245000
2016-11-16,00665L,-312000,0,-1593000,-1905000,0,-1593000
2016-11-17,00665L,163000,0,-1534000,-1371000,0,-1534000
2016-11-18,00665L,-253000,0,-2146000,-2399000,0,-2146000
2016-11-21,00665L,590000,0,1463000,2053000,340000,1123000
2016-11-22,00665L,1534000,0,2284000,3818000,153000,2131000
2016-11-23,00665L,375000,0,1664000,2039000,215000,1449000
2016-11-24,00665L,-326000,0,-299000,-625000,-43000,-256000
2016-11-25,00665L,1337000,0,966000,2303000,163000,803000
2016-11-28,00665L,162000,0,638000,800000,-240000,878000
2016-11-29,00665L,-494000,0,158000,-336000,80000,78000
2016-11-30,00665L,378000,0,265000,643000,9000,256000
2016-12-01,00665L,3000,0,581000,584000,-54000,635000
2016-12-02,00665L,-752000,0,-300000,-1052000,2000,-302000
2016-12-05,00665L,-177000,0,-1767000,-1944000,87000,-1854000
2016-12-06,00665L,-281000,0,159000,-122000,-67000,226000
2016-12-07,00665L,51000,0,919000,970000,91000,828000
2016-12-08,00665L,674000,0,2800000,3474000,484000,2316000
2016-12-09,00665L,98000,0,-265000,-167000,45000,-310000
