date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2018-06-01,00738U,0,0,471000,471000,0,471000
2018-06-04,00738U,0,0,-38000,-38000,0,-38000
2018-06-05,00738U,0,0,11000,11000,0,11000
2018-06-06,00738U,0,0,152000,152000,0,152000
2018-06-07,00738U,0,0,481000,481000,0,481000
2018-06-08,00738U,0,0,277000,277000,0,277000
2018-06-11,00738U,0,0,558000,558000,0,558000
2018-06-12,00738U,61000,0,110000,171000,0,110000
2018-06-13,00738U,0,0,28000,28000,0,28000
2018-06-14,00738U,0,0,235000,235000,0,235000
2018-06-15,00738U,0,0,-60000,-60000,0,-60000
2018-06-19,00738U,0,0,-329000,-329000,0,-329000
2018-06-20,00738U,0,0,-482000,-482000,0,-482000
2018-06-21,00738U,0,0,-176000,-176000,0,-176000
2018-06-22,00738U,0,0,59000,59000,0,59000
2018-06-25,00738U,0,0,3000,3000,0,3000
2018-06-26,00738U,0,0,-101000,-101000,0,-101000
2018-06-27,00738U,0,0,-38000,-38000,0,-38000
2018-06-28,00738U,-2000,0,-170000,-172000,0,-170000
2018-06-29,00738U,0,0,252000,252000,0,252000
2018-07-02,00738U,0,0,35000,35000,0,35000
2018-07-03,00738U,0,0,-154000,-154000,0,-154000
2018-07-04,00738U,0,0,-53000,-53000,0,-53000
2018-07-05,00738U,0,0,121000,121000,0,121000
2018-07-06,00738U,0,0,-15000,-15000,0,-15000
2018-07-09,00738U,0,0,1000,1000,0,1000
2018-07-10,00738U,0,0,-39000,-39000,0,-39000
2018-07-11,00738U,0,0,-6000,-6000,0,-6000
2018-07-12,00738U,0,0,-64000,-64000,0,-64000
2018-07-13,00738U,0,0,-11000,-11000,0,-11000
2018-07-16,00738U,0,0,-53000,-53000,0,-53000
2018-07-17,00738U,0,0,-216000,-216000,0,-216000
2018-07-18,00738U,0,0,-526000,-526000,0,-526000
2018-07-19,00738U,0,0,175000,175000,0,175000
2018-07-20,00738U,0,0,-46000,-46000,0,-46000
2018-07-23,00738U,0,0,-26000,-26000,0,-26000
2018-07-24,00738U,0,0,-18000,-18000,0,-18000
2018-07-25,00738U,0,0,-7000,-7000,0,-7000
2018-07-26,00738U,0,0,-49000,-49000,0,-49000
2018-07-27,00738U,0,0,-130000,-130000,0,-130000
2018-07-30,00738U,0,0,-6000,-6000,0,-6000
2018-07-31,00738U,0,0,-6000,-6000,0,-6000
2018-08-01,00738U,0,0,88000,88000,0,88000
2018-08-02,00738U,0,0,8000,8000,0,8000
2018-08-03,00738U,0,0,-23000,-23000,0,-23000
2018-08-06,00738U,0,0,18000,18000,0,18000
2018-08-07,00738U,0,0,-107000,-107000,0,-107000
2018-08-08,00738U,0,0,10000,10000,0,10000
2018-08-09,00738U,0,0,-2000,-2000,0,-2000
2018-08-10,00738U,0,0,-24000,-24000,0,-24000
2018-08-13,00738U,0,0,-136000,-136000,0,-136000
2018-08-14,00738U,0,0,43000,43000,0,43000
2018-08-15,00738U,0,0,129000,129000,0,129000
2018-08-16,00738U,0,0,-47000,-47000,0,-47000
2018-08-17,00738U,0,0,16000,16000,0,16000
2018-08-20,00738U,0,0,-112000,-112000,0,-112000
2018-08-21,00738U,0,0,-110000,-110000,0,-110000
2018-08-22,00738U,0,0,-20000,-20000,0,-20000
2018-08-23,00738U,0,0,-27000,-27000,0,-27000
2018-08-24,00738U,0,0,-11000,-11000,0,-11000
2018-08-27,00738U,0,0,-22000,-22000,0,-22000
2018-08-28,00738U,0,0,-17000,-17000,0,-17000
2018-08-29,00738U,0,0,-103000,-103000,0,-103000
2018-08-30,00738U,0,0,-57000,-57000,0,-57000
2018-08-31,00738U,0,0,-6000,-6000,0,-6000
2018-09-03,00738U,0,0,-279000,-279000,0,-279000
2018-09-04,00738U,0,0,-50000,-50000,0,-50000
2018-09-05,00738U,0,0,-614000,-614000,0,-614000
2018-09-06,00738U,0,0,-54000,-54000,0,-54000
2018-09-07,00738U,-10000,0,-277000,-287000,0,-277000
2018-09-10,00738U,0,0,-29000,-29000,0,-29000
2018-09-11,00738U,0,0,-27000,-27000,0,-27000
2018-09-12,00738U,0,0,142000,142000,0,142000
2018-09-13,00738U,0,0,23000,23000,0,23000
2018-09-14,00738U,0,0,-13000,-13000,0,-13000
2018-09-17,00738U,-13000,0,-135000,-148000,0,-135000
2018-09-18,00738U,2000,0,-25000,-23000,0,-25000
2018-09-19,00738U,19000,0,-6000,13000,0,-6000
2018-09-20,00738U,206000,0,99000,305000,0,99000
2018-09-21,00738U,336000,0,274000,610000,0,274000
2018-09-25,00738U,-29000,0,0,-29000,0,0
2018-09-26,00738U,0,0,15000,15000,0,15000
2018-09-27,00738U,-36000,0,-383000,-419000,0,-383000
2018-09-28,00738U,0,0,-202000,-202000,0,-202000
2018-10-01,00738U,0,0,-11000,-11000,0,-11000
2018-10-02,00738U,-1000,0,19000,18000,0,19000
2018-10-03,00738U,208000,0,248000,456000,0,248000
2018-10-04,00738U,-8000,0,-19000,-27000,0,-19000
2018-10-05,00738U,-3000,0,-1000,-4000,0,-1000
2018-10-08,00738U,-97000,0,-50000,-147000,0,-50000
2018-10-09,00738U,-2000,0,5000,3000,0,5000
2018-10-11,00738U,0,0,-25000,-25000,0,-25000
2018-10-12,00738U,5000,0,-4000,1000,0,-4000
2018-10-15,00738U,0,0,-83000,-83000,0,-83000
2018-10-16,00738U,-13000,0,-169000,-182000,0,-169000
2018-10-17,00738U,1000,0,50000,51000,0,50000
2018-10-18,00738U,0,0,2000,2000,0,2000
2018-10-19,00738U,0,0,-31000,-31000,0,-31000
2018-10-22,00738U,0,0,-44000,-44000,0,-44000
2018-10-23,00738U,0,0,-115000,-115000,0,-115000
2018-10-24,00738U,0,0,175000,175000,0,175000
2018-10-25,00738U,0,0,-40000,-40000,0,-40000
2018-10-26,00738U,0,0,-13000,-13000,0,-13000
