date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2015-01-06,8091,8000,0,0,8000,0,0
2015-01-12,8091,6000,0,0,6000,0,0
2015-01-13,8091,4000,0,0,4000,0,0
2015-01-14,8091,25000,0,0,25000,0,0
2015-01-16,8091,2000,0,0,2000,0,0
2015-01-20,8091,1000,0,0,1000,0,0
2015-01-21,8091,3000,0,0,3000,0,0
2015-01-22,8091,1000,0,0,1000,0,0
2015-01-23,8091,1000,0,0,1000,0,0
2015-01-26,8091,2000,0,0,2000,0,0
2015-01-27,8091,1000,0,0,1000,0,0
2015-01-29,8091,1000,0,0,1000,0,0
2015-01-30,8091,1000,0,0,1000,0,0
2015-02-02,8091,-1000,0,0,-1000,0,0
2015-02-03,8091,-1000,0,0,-1000,0,0
2015-02-04,8091,4000,0,0,4000,0,0
2015-02-05,8091,44000,0,0,44000,0,0
2015-02-06,8091,-6000,32000,0,26000,0,0
2015-02-09,8091,-9000,60000,0,51000,0,0
2015-02-10,8091,0,30000,0,30000,0,0
2015-02-11,8091,0,74000,0,74000,0,0
2015-02-12,8091,40000,30000,127000,197000,127000,0
2015-02-13,8091,13000,0,0,13000,0,0
2015-02-24,8091,18000,0,-15000,3000,-15000,0
2015-02-25,8091,19000,0,53000,72000,53000,0
2015-02-26,8091,6000,0,62000,68000,62000,0
2015-03-02,8091,4000,0,0,4000,0,0
2015-03-03,8091,22000,0,-3000,19000,-3000,0
2015-03-04,8091,36000,0,-20000,16000,-20000,0
2015-03-05,8091,16000,90000,105000,211000,105000,0
2015-03-06,8091,-8000,50000,-5000,37000,-5000,0
2015-03-09,8091,-33000,70000,-109000,-72000,-109000,0
2015-03-10,8091,-64000,0,-8000,-72000,-8000,0
2015-03-11,8091,5000,30000,-2000,33000,-2000,0
2015-03-12,8091,-3000,0,0,-3000,0,0
2015-03-13,8091,-5000,0,-7000,-12000,-7000,0
2015-03-16,8091,-4000,0,10000,6000,10000,0
2015-03-17,8091,-26000,0,0,-26000,0,0
2015-03-18,8091,-17000,0,0,-17000,0,0
2015-03-19,8091,-10000,0,0,-10000,0,0
2015-03-20,8091,8000,0,0,8000,0,0
2015-03-23,8091,25000,0,-10000,15000,-10000,0
2015-03-24,8091,83000,0,10000,93000,10000,0
2015-03-25,8091,20000,0,0,20000,0,0
2015-03-26,8091,45000,0,0,45000,0,0
2015-03-27,8091,17000,0,0,17000,0,0
2015-03-30,8091,-7000,0,-15000,-22000,-15000,0
2015-03-31,8091,-13000,0,0,-13000,0,0
2015-04-01,8091,-6000,0,-20000,-26000,-20000,0
2015-04-02,8091,9000,0,0,9000,0,0
2015-04-07,8091,0,0,0,0,0,0
2015-04-08,8091,18000,0,16000,34000,0,16000
2015-04-09,8091,11000,0,23000,34000,-7000,30000
2015-04-10,8091,41000,0,67000,108000,-25000,92000
2015-04-13,8091,-21000,60000,27000,66000,-14000,41000
2015-04-14,8091,-2000,0,104000,102000,92000,12000
2015-04-15,8091,11000,0,0,11000,20000,-20000
2015-04-16,8091,14000,0,91000,105000,-21000,112000
2015-04-17,8091,-85000,0,-23000,-108000,-18000,-5000
2015-04-20,8091,-26000,0,65000,39000,-8000,73000
2015-04-21,8091,-25000,0,45000,20000,29000,16000
2015-04-22,8091,-24000,30000,267000,273000,38000,229000
2015-04-23,8091,-65000,0,-2000,-67000,21000,-23000
2015-04-24,8091,51000,0,-94000,-43000,5000,-99000
2015-04-27,8091,36000,0,-21000,15000,0,-21000
2015-04-28,8091,-2000,0,281000,279000,-5000,286000
2015-04-29,8091,-39000,40000,-202000,-201000,0,-202000
2015-04-30,8091,-4000,0,37000,33000,0,37000
2015-05-04,8091,-29000,0,93000,64000,50000,43000
2015-05-05,8091,-3000,0,76000,73000,0,76000
2015-05-06,8091,44000,133000,283000,460000,28000,255000
2015-05-07,8091,58000,220000,-103000,175000,-46000,-57000
2015-05-08,8091,71000,346000,-57000,360000,0,-57000
2015-05-11,8091,14000,183000,7000,204000,89000,-82000
2015-05-12,8091,80000,333000,186000,599000,20000,166000
2015-05-13,8091,-13000,133000,103000,223000,65000,38000
2015-05-14,8091,102000,32000,-90000,44000,31000,-121000
2015-05-15,8091,137000,328000,101000,566000,25000,76000
2015-05-18,8091,-35000,99000,121000,185000,135000,-14000
