date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2015-01-06,3479,-332000,0,0,-332000,0,0
2015-01-07,3479,-80000,0,0,-80000,0,0
2015-01-08,3479,-100000,0,0,-100000,0,0
2015-01-09,3479,-66000,0,0,-66000,0,0
2015-01-12,3479,-258000,0,0,-258000,0,0
2015-01-13,3479,-220000,0,32000,-188000,0,32000
2015-01-14,3479,-424000,0,30000,-394000,0,30000
2015-01-15,3479,233000,0,47000,280000,0,47000
2015-01-16,3479,166000,0,-14000,152000,0,-14000
2015-01-19,3479,10000,0,1000,11000,1000,0
2015-01-20,3479,11000,0,0,11000,0,0
2015-01-21,3479,8000,0,-10000,-2000,0,-10000
2015-01-22,3479,18000,0,-1000,17000,-1000,0
2015-01-23,3479,-68000,0,0,-68000,0,0
2015-01-26,3479,13000,0,0,13000,0,0
2015-01-27,3479,11000,0,75000,86000,0,75000
2015-01-28,3479,16000,0,-49000,-33000,0,-49000
2015-01-29,3479,2000,0,0,2000,0,0
2015-01-30,3479,3000,0,-14000,-11000,0,-14000
2015-02-02,3479,2000,0,0,2000,0,0
2015-02-03,3479,6000,0,23000,29000,0,23000
2015-02-04,3479,-103000,0,125000,22000,0,125000
2015-02-05,3479,0,0,124000,124000,0,124000
2015-02-06,3479,-30000,0,-246000,-276000,0,-246000
2015-02-09,3479,-8000,0,9000,1000,0,9000
2015-02-10,3479,-1000,0,0,-1000,0,0
2015-02-11,3479,116000,0,10000,126000,0,10000
2015-02-12,3479,294000,0,5000,299000,0,5000
2015-02-13,3479,217000,0,105000,322000,110000,-5000
2015-02-24,3479,170000,0,53000,223000,0,53000
2015-02-25,3479,20000,0,14000,34000,33000,-19000
2015-02-26,3479,5000,0,93000,98000,70000,23000
2015-03-02,3479,11000,0,-23000,-12000,0,-23000
2015-03-03,3479,33000,0,-31000,2000,-33000,2000
2015-03-04,3479,23000,0,0,23000,0,0
2015-03-05,3479,52000,0,12000,64000,20000,-8000
2015-03-06,3479,34000,0,23000,57000,33000,-10000
2015-03-09,3479,4000,0,199000,203000,20000,179000
2015-03-10,3479,-14000,0,-117000,-131000,26000,-143000
2015-03-11,3479,2000,0,31000,33000,-1000,32000
2015-03-12,3479,-2000,0,23000,21000,0,23000
2015-03-13,3479,-9000,0,-108000,-117000,0,-108000
2015-03-16,3479,13000,0,-21000,-8000,0,-21000
2015-03-17,3479,-9000,0,-18000,-27000,1000,-19000
2015-03-18,3479,-5000,0,-10000,-15000,-60000,50000
2015-03-19,3479,-2000,0,-50000,-52000,-60000,10000
2015-03-20,3479,15000,0,57000,72000,0,57000
2015-03-23,3479,-3000,0,-1000,-4000,-1000,0
2015-03-24,3479,46000,0,0,46000,0,0
2015-03-25,3479,-5000,0,64000,59000,0,64000
2015-03-26,3479,6000,0,-57000,-51000,0,-57000
2015-03-27,3479,80000,0,-56000,24000,15000,-71000
2015-03-30,3479,4000,0,-22000,-18000,0,-22000
2015-03-31,3479,31000,0,20000,51000,0,20000
2015-04-01,3479,-32000,0,2000,-30000,15000,-13000
2015-04-02,3479,19000,0,0,19000,0,0
2015-04-07,3479,-13000,0,137000,124000,0,137000
2015-04-08,3479,-22000,0,11000,-11000,0,11000
2015-04-09,3479,-46000,0,-44000,-90000,0,-44000
2015-04-10,3479,-7000,0,-77000,-84000,0,-77000
2015-04-13,3479,-4000,0,152000,148000,0,152000
2015-04-14,3479,-6000,0,-155000,-161000,0,-155000
2015-04-15,3479,13000,0,-33000,-20000,0,-33000
2015-04-16,3479,12000,0,0,12000,0,0
2015-04-17,3479,5000,0,-5000,0,0,-5000
2015-04-20,3479,-50000,0,-3000,-53000,0,-3000
2015-04-21,3479,-101000,0,-13000,-114000,0,-13000
2015-04-22,3479,-33000,0,-3000,-36000,0,-3000
2015-04-23,3479,-135000,0,-2000,-137000,0,-2000
2015-04-24,3479,-88000,0,0,-88000,0,0
2015-04-27,3479,-115000,0,-30000,-145000,-30000,0
2015-04-28,3479,2000,0,0,2000,0,0
2015-04-29,3479,-2000,0,0,-2000,0,0
2015-04-30,3479,-4000,0,0,-4000,0,0
2015-05-04,3479,-11000,0,0,-11000,0,0
2015-05-05,3479,-14000,0,2000,-12000,0,2000
2015-05-06,3479,-2000,0,0,-2000,0,0
2015-05-07,3479,-4000,0,-8000,-12000,0,-8000
2015-05-08,3479,-5000,0,-5000,-10000,0,-5000
2015-05-11,3479,-6000,0,-33000,-39000,0,-33000
2015-05-12,3479,2000,0,0,2000,0,0
2015-05-13,3479,-1000,0,0,-1000,0,0
2015-05-14,3479,-21000,0,-4000,-25000,0,-4000
2015-05-15,3479,-9000,0,0,-9000,0,0
2015-05-18,3479,-10000,0,-9000,-19000,0,-9000
2015-05-19,3479,-3000,0,0,-3000,0,0
2015-05-20,3479,-4000,0,0,-4000,0,0
2015-05-21,3479,-2000,0,-9000,-11000,0,-9000
2015-05-22,3479,-2000,0,-33000,-35000,0,-33000
2015-05-25,3479,-3000,0,0,-3000,0,0
2015-05-26,3479,-3000,0,5000,2000,0,5000
2015-05-27,3479,-15000,0,0,-15000,0,0
2015-05-28,3479,4000,0,0,4000,0,0
2015-05-29,3479,1000,0,0,1000,0,0
2015-06-01,3479,3000,0,0,3000,0,0
2015-06-02,3479,2000,0,0,2000,0,0
2015-06-03,3479,3000,0,0,3000,0,0
2015-06-04,3479,-7000,0,-9000,-16000,0,-9000
2015-06-05,3479,3000,0,-165000,-162000,-165000,0
2015-06-08,3479,-2000,0,0,-2000,0,0
2015-06-09,3479,-12000,0,-2000,-14000,0,-2000
2015-06-10,3479,-1000,0,0,-1000,0,0
2015-06-12,3479,1000,0,0,1000,0,0
2015-06-15,3479,2000,0,0,2000,0,0
2015-06-16,3479,-1000,0,0,-1000,0,0
2015-06-17,3479,1000,0,0,1000,0,0
2015-06-18,3479,3000,0,0,3000,0,0
2015-06-22,3479,0,0,-1000,-1000,0,-1000
2015-06-23,3479,4000,0,0,4000,0,0
2015-06-24,3479,2000,0,0,2000,0,0
2015-06-25,3479,1000,0,0,1000,0,0
2015-06-26,3479,1000,0,0,1000,0,0
2015-06-29,3479,2000,0,1000,3000,1000,0
2015-06-30,3479,3000,0,-1000,2000,-1000,0
2015-07-01,3479,8000,0,5000,13000,5000,0
2015-07-02,3479,9000,0,-110000,-101000,-110000,0
2015-07-03,3479,0,0,-28000,-28000,-28000,0
2015-07-06,3479,-3000,0,0,-3000,0,0
2015-07-07,3479,-1000,0,0,-1000,0,0
2015-07-08,3479,-2000,0,0,-2000,0,0
2015-07-09,3479,0,0,1000,1000,1000,0
2015-07-13,3479,0,0,-1000,-1000,-1000,0
2015-07-28,3479,-4000,0,0,-4000,0,0
2015-07-29,3479,-4000,0,0,-4000,0,0
2015-07-30,3479,-16000,0,0,-16000,0,0
2015-08-04,3479,-49000,0,0,-49000,0,0
2015-08-05,3479,-5000,0,0,-5000,0,0
2015-08-06,3479,-16000,0,0,-16000,0,0
2015-08-07,3479,-33000,0,0,-33000,0,0
2015-08-10,3479,-49000,0,0,-49000,0,0
2015-08-11,3479,-30000,0,0,-30000,0,0
2015-08-12,3479,0,0,2000,2000,2000,0
2015-08-14,3479,1000,0,0,1000,0,0
2015-08-19,3479,-3000,0,0,-3000,0,0
2015-08-21,3479,-1000,0,-2000,-3000,-2000,0
2015-08-24,3479,0,0,0,0,0,0
2015-08-25,3479,1000,0,0,1000,0,0
2015-08-26,3479,1000,0,0,1000,0,0
2015-08-27,3479,2000,0,0,2000,0,0
2015-08-28,3479,4000,0,0,4000,0,0
2015-08-31,3479,3000,0,0,3000,0,0
2015-09-01,3479,4000,0,0,4000,0,0
2015-09-02,3479,1000,0,0,1000,0,0
2015-09-03,3479,0,0,0,0,0,0
2015-09-07,3479,1000,0,0,1000,0,0
2015-09-08,3479,2000,0,0,2000,0,0
2015-09-09,3479,2000,0,0,2000,0,0
2015-09-10,3479,2000,0,0,2000,0,0
2015-09-11,3479,-80000,0,0,-80000,0,0
2015-09-14,3479,-56000,0,0,-56000,0,0
2015-09-15,3479,-12000,0,0,-12000,0,0
2015-09-16,3479,-14000,0,0,-14000,0,0
2015-09-17,3479,-29000,0,0,-29000,0,0
2015-09-18,3479,-61000,0,0,-61000,0,0
2015-09-21,3479,-41000,0,0,-41000,0,0
2015-09-22,3479,-32000,0,0,-32000,0,0
2015-09-23,3479,0,0,0,0,0,0
2015-09-24,3479,-1000,0,0,-1000,0,0
2015-09-25,3479,-11000,0,0,-11000,0,0
2015-09-30,3479,5000,0,0,5000,0,0
2015-10-01,3479,-13000,0,0,-13000,0,0
2015-10-02,3479,-10000,0,0,-10000,0,0
2015-10-05,3479,-99000,0,0,-99000,0,0
2015-10-06,3479,22000,0,0,22000,0,0
2015-10-07,3479,-5000,0,0,-5000,0,0
2015-10-08,3479,-9000,0,0,-9000,0,0
2015-10-12,3479,5000,0,1000,6000,1000,0
2015-10-13,3479,-1000,0,-1000,-2000,-1000,0
2015-10-14,3479,-22000,0,0,-22000,0,0
2015-10-15,3479,-4000,0,0,-4000,0,0
2015-10-16,3479,-14000,134000,0,120000,0,0
2015-10-19,3479,-105000,135000,2000,32000,2000,0
2015-10-20,3479,-2000,100000,0,98000,0,0
2015-10-21,3479,1000,0,0,1000,0,0
2015-10-22,3479,7000,0,0,7000,0,0
2015-10-23,3479,12000,0,0,12000,0,0
2015-10-26,3479,11000,0,-2000,9000,-2000,0
2015-10-27,3479,44000,0,0,44000,0,0
2015-10-28,3479,-1000,0,0,-1000,0,0
2015-10-29,3479,-20000,0,0,-20000,0,0
2015-10-30,3479,-4000,0,0,-4000,0,0
2015-11-02,3479,8000,0,0,8000,0,0
2015-11-03,3479,25000,0,0,25000,0,0
2015-11-04,3479,28000,0,0,28000,0,0
