date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2025-12-26,00982T,10000,0,11199882,11209882,-5002000,16201882
2025-12-29,00982T,0,0,147450,147450,-2298000,2445450
2025-12-30,00982T,0,0,-1070681,-1070681,0,-1070681
2025-12-31,00982T,0,0,-565334,-565334,0,-565334
2026-01-02,00982T,5000,0,523951,528951,0,523951
2026-01-05,00982T,5000,0,-328048,-323048,0,-328048
2026-01-06,00982T,-5000,0,-1076077,-1081077,0,-1076077
2026-01-07,00982T,5000,0,-455330,-450330,0,-455330
2026-01-08,00982T,-5000,0,-667742,-672742,0,-667742
2026-01-09,00982T,11000,0,-147323,-136323,0,-147323
2026-01-12,00982T,55000,0,-187222,-132222,0,-187222
2026-01-13,00982T,-66000,0,-654820,-720820,0,-654820
2026-01-14,00982T,40000,0,313643,353643,0,313643
2026-01-15,00982T,-21000,0,68995,47995,0,68995
2026-01-16,00982T,-16000,0,225538,209538,0,225538
2026-01-19,00982T,31000,0,-72781,-41781,0,-72781
2026-01-20,00982T,-14000,0,-44593,-58593,0,-44593
2026-01-21,00982T,80000,0,104347,184347,0,104347
2026-01-22,00982T,-80000,0,1279345,1199345,0,1279345
2026-01-23,00982T,0,0,127595,127595,0,127595
2026-01-26,00982T,10000,0,-180116,-170116,0,-180116
2026-01-27,00982T,-9000,0,85581,76581,0,85581
2026-01-28,00982T,-1000,0,-129565,-130565,0,-129565
2026-01-29,00982T,-10000,0,272693,262693,0,272693
2026-01-30,00982T,24000,0,23017,47017,0,23017
2026-02-02,00982T,47000,0,248267,295267,0,248267
2026-02-03,00982T,-64000,0,326199,262199,0,326199
2026-02-04,00982T,17000,0,230755,247755,0,230755
2026-02-05,00982T,-3000,0,1375963,1372963,0,1375963
2026-02-06,00982T,-1000,0,323478,322478,0,323478
2026-02-09,00982T,0,0,904520,904520,0,904520
2026-02-10,00982T,10000,0,441044,451044,0,441044
2026-02-11,00982T,0,0,318165,318165,0,318165
2026-02-23,00982T,74000,0,12128,86128,0,12128
2026-02-24,00982T,217000,0,-231264,-14264,0,-231264
2026-02-25,00982T,-20000,0,599882,579882,0,599882
2026-02-26,00982T,35000,0,82358,117358,0,82358
2026-03-02,00982T,23000,0,361202,384202,0,361202
2026-03-03,00982T,-305000,0,61501,-243499,0,61501
2026-03-04,00982T,297000,0,-25360,271640,0,-25360
2026-03-05,00982T,-29000,0,257330,228330,0,257330
2026-03-06,00982T,7000,0,72814,79814,0,72814
2026-03-09,00982T,-14000,0,68502,54502,0,68502
2026-03-10,00982T,-238000,0,432694,194694,0,432694
2026-03-11,00982T,78000,0,199423,277423,0,199423
2026-03-12,00982T,41000,0,-68321,-27321,0,-68321
2026-03-13,00982T,96000,0,105164,201164,0,105164
2026-03-16,00982T,-25000,0,18648,-6352,0,18648
2026-03-17,00982T,12000,0,206613,218613,0,206613
2026-03-18,00982T,17000,0,429998,446998,0,429998
2026-03-19,00982T,-2000,0,-830,-2830,0,-830
2026-03-20,00982T,18000,0,104497,122497,0,104497
2026-03-23,00982T,6000,0,11887,17887,0,11887
2026-03-24,00982T,-37000,0,24949,-12051,0,24949
2026-03-25,00982T,18000,0,619443,637443,0,619443
2026-03-26,00982T,27000,0,225283,252283,0,225283
2026-03-27,00982T,1000,0,14707,15707,0,14707
2026-03-30,00982T,2000,0,74609,76609,0,74609
2026-03-31,00982T,5000,0,-19586,-14586,0,-19586
2026-04-01,00982T,-12000,0,137952,125952,0,137952
2026-04-02,00982T,0,0,119278,119278,0,119278
2026-04-07,00982T,-12000,0,233225,221225,0,233225
2026-04-08,00982T,11000,0,535067,546067,0,535067
2026-04-09,00982T,-7000,0,313201,306201,0,313201
2026-04-10,00982T,0,0,423021,423021,0,423021
2026-04-13,00982T,-36000,0,213641,177641,0,213641
2026-04-14,00982T,-30000,0,198006,168006,0,198006
2026-04-15,00982T,9000,0,125550,134550,0,125550
2026-04-16,00982T,6000,0,122379,128379,0,122379
2026-04-17,00982T,4000,0,357474,361474,0,357474
2026-04-20,00982T,24000,0,253784,277784,0,253784
2026-04-21,00982T,-40000,0,238439,198439,0,238439
2026-04-22,00982T,-22000,0,131175,109175,0,131175
2026-04-23,00982T,8000,0,57297,65297,0,57297
2026-04-24,00982T,-89000,0,392253,303253,0,392253
2026-04-27,00982T,-4000,0,10011,6011,0,10011
2026-04-28,00982T,-46000,0,-39954,-85954,0,-39954
2026-04-29,00982T,-3000,0,-36369,-39369,0,-36369
2026-04-30,00982T,1000,0,109343,110343,0,109343
2026-05-04,00982T,-5000,0,269694,264694,0,269694
2026-05-05,00982T,-14000,0,-35787,-49787,0,-35787
2026-05-06,00982T,-18000,0,-127408,-145408,0,-127408
2026-05-07,00982T,102000,0,-286236,-184236,0,-286236
2026-05-08,00982T,-24000,0,8933,-15067,0,8933
2026-05-11,00982T,-11000,0,17000,6000,0,17000
2026-05-12,00982T,2000,0,83676,85676,0,83676
2026-05-13,00982T,-27000,0,44091,17091,0,44091
