date,investor,buy,sell,net
2025-07-01,合計,226878836270,174325803681,52553032589
2025-07-01,外資及陸資(不含外資自營商),178301376951,130050094306,48251282645
2025-07-01,外資自營商,0,0,0
2025-07-01,投信,25191809520,29884082704,-4692273184
2025-07-01,自營商(自行買賣),6106549493,3566532726,2540016767
2025-07-01,自營商(避險),17279100306,10825093945,6454006361
