date,investor,buy,sell,net
2023-01-05,合計,64973630847,63704584815,1269046032
2023-01-05,外資及陸資(不含外資自營商),54317566672,52369989844,1947576828
2023-01-05,外資自營商,41651270,37130420,4520850
2023-01-05,投信,2578331717,3101575479,-523243762
2023-01-05,自營商(自行買賣),1538599073,2159409170,-620810097
2023-01-05,自營商(避險),6539133385,6073610322,465523063
