date,investor,buy,sell,net
2020-02-24,合計,34363461264,61906536020,-27543074756
2020-02-24,外資及陸資(不含外資自營商),25361359397,51700753908,-26339394511
2020-02-24,外資自營商,5440570,9299720,-3859150
2020-02-24,投信,1805557285,1526421348,279135937
2020-02-24,自營商(自行買賣),1797635040,1398888020,398747020
2020-02-24,自營商(避險),5398909542,7280472744,-1881563202
