date,investor,buy,sell,net
2015-10-21,合計,33953348834,27944684657,6008664177
2015-10-21,外資及陸資,23725133368,19718892219,4006241149
2015-10-21,投信,897728297,1123554587,-225826290
2015-10-21,自營商(自行買賣),1263205989,1200102149,63103840
2015-10-21,自營商(避險),8067281180,5902135702,2165145478
