date,investor,buy,sell,net
2016-09-13,合計,31008366818,38398427156,-7390060338
2016-09-13,外資及陸資,24748958124,32109523628,-7360565504
2016-09-13,投信,984663746,1355530832,-370867086
2016-09-13,自營商(自行買賣),1198856077,1134706575,64149502
2016-09-13,自營商(避險),4075888871,3798666121,277222750
