date,investor,buy,sell,net
2017-08-10,合計,36804808605,38834937004,-2030128399
2017-08-10,外資及陸資,28847652654,27576354882,1271297772
2017-08-10,投信,1030587620,1447094450,-416506830
2017-08-10,自營商(自行買賣),1302089020,2392084013,-1089994993
2017-08-10,自營商(避險),5624479311,7419403659,-1794924348
