date,investor,buy,sell,net
2017-09-26,合計,40169941826,47455806322,-7285864496
2017-09-26,外資及陸資,30865932096,39058886476,-8192954380
2017-09-26,投信,2346182920,1031373406,1314809514
2017-09-26,自營商(自行買賣),1396082740,1775021707,-378938967
2017-09-26,自營商(避險),5561744070,5590524733,-28780663
