date,investor,buy,sell,net
2015-03-23,合計,33783614418,31421637339,2361977079
2015-03-23,外資及陸資,24271767116,22243897342,2027869774
2015-03-23,投信,1289402510,2044411006,-755008496
2015-03-23,自營商(自行買賣),1556563410,1424910969,131652441
2015-03-23,自營商(避險),6665881382,5708418022,957463360
