date,investor,buy,sell,net
2023-07-13,合計,166278889123,146196824135,20082064988
2023-07-13,外資及陸資(不含外資自營商),138434889871,117815549267,20619340604
2023-07-13,外資自營商,50513270,41464240,9049030
2023-07-13,投信,5102262506,6614693888,-1512431382
2023-07-13,自營商(自行買賣),6380853972,7234592534,-853738562
2023-07-13,自營商(避險),16360882774,14531988446,1828894328
