date,investor,buy,sell,net
2017-08-21,合計,23192523539,25161704902,-1969181363
2017-08-21,外資及陸資,17007282554,19557376477,-2550093923
2017-08-21,投信,826181481,776455475,49726006
2017-08-21,自營商(自行買賣),769545610,767809617,1735993
2017-08-21,自營商(避險),4589513894,4060063333,529450561
