date,investor,buy,sell,net
2017-04-05,合計,60058727839,46444096670,13614631169
2017-04-05,外資及陸資,52258618519,40794815199,11463803320
2017-04-05,投信,878119322,1136467614,-258348292
2017-04-05,自營商(自行買賣),1482415420,1215065327,267350093
2017-04-05,自營商(避險),5439574578,3297748530,2141826048
