date,investor,buy,sell,net
2018-12-05,合計,32418394802,44165470692,-11747075890
2018-12-05,外資及陸資(不含外資自營商),26126056013,35311654774,-9185598761
2018-12-05,外資自營商,43312650,28640100,14672550
2018-12-05,投信,735864600,2055912878,-1320048278
2018-12-05,自營商(自行買賣),955515460,2250174313,-1294658853
2018-12-05,自營商(避險),4600958729,4547728727,53230002
