版本,r,格,n,D,lo,hi,判過,判過_正
新預設_只排除過去20日,13,甲_cup_H60,41,0.0,-0.11709755843548851,0.11709755843548851,False,False
新預設_只排除過去20日,13,甲_cup_H120,41,-0.12195121951219512,-0.2753375675912163,0.031435128566826065,False,False
新預設_只排除過去20日,14,甲_cup_H60,41,0.12195121951219512,-0.014193249595924662,0.2580956886203149,False,False
新預設_只排除過去20日,14,甲_cup_H120,41,0.024390243902439025,-0.11811622710760186,0.1668967149124799,False,False
新預設_只排除過去20日,15,甲_cup_H60,41,0.0975609756097561,-0.05000713016177047,0.24512908138128267,False,False
新預設_只排除過去20日,15,甲_cup_H120,41,0.14634146341463414,0.01908475072790569,0.2735981761013626,True,True
新預設_只排除過去20日,16,甲_cup_H60,41,0.0975609756097561,-0.03360965033400812,0.22873160155352032,False,False
新預設_只排除過去20日,16,甲_cup_H120,41,0.0975609756097561,-0.11157434570000466,0.30669629691951683,False,False
新預設_只排除過去20日,17,甲_cup_H60,41,0.04878048780487805,-0.10190540568373509,0.1994663812934912,False,False
新預設_只排除過去20日,17,甲_cup_H120,41,0.024390243902439025,-0.13404480186968487,0.1828252896745629,False,False
新預設_只排除過去20日,18,甲_cup_H60,41,0.0,-0.1511722979007323,0.1511722979007323,False,False
新預設_只排除過去20日,18,甲_cup_H120,41,0.17073170731707318,-0.01976838303066694,0.3612317976648133,False,False
新預設_只排除過去20日,19,甲_cup_H60,41,-0.04878048780487805,-0.1817013682331945,0.0841403926234384,False,False
新預設_只排除過去20日,19,甲_cup_H120,41,-0.1951219512195122,-0.3865759361047573,-0.003667966334267081,True,False
新預設_只排除過去20日,20,甲_cup_H60,41,0.0975609756097561,-0.034970677393124705,0.2300926286126369,False,False
新預設_只排除過去20日,20,甲_cup_H120,41,0.0975609756097561,-0.06856455338250453,0.2636865046020167,False,False
新預設_只排除過去20日,21,甲_cup_H60,41,0.07317073170731707,-0.08203945333918251,0.22838091675381667,False,False
新預設_只排除過去20日,21,甲_cup_H120,41,0.04878048780487805,-0.14082544927492174,0.23838642488467787,False,False
新預設_只排除過去20日,22,甲_cup_H60,41,-0.024390243902439025,-0.16727779988491018,0.11849731208003214,False,False
新預設_只排除過去20日,22,甲_cup_H120,41,-0.024390243902439025,-0.19663877793091733,0.1478582901260393,False,False
新預設_只排除過去20日,23,甲_cup_H60,41,0.0,-0.1511722979007323,0.1511722979007323,False,False
新預設_只排除過去20日,23,甲_cup_H120,41,0.0975609756097561,-0.09932620071632908,0.2944481519358413,False,False
新預設_只排除過去20日,24,甲_cup_H60,41,0.07317073170731707,-0.0679071390173382,0.21424860243197236,False,False
新預設_只排除過去20日,24,甲_cup_H120,41,0.1951219512195122,0.025554089460987417,0.364689812978037,True,True
新預設_只排除過去20日,25,甲_cup_H60,41,0.04878048780487805,-0.11842177689316823,0.2159827525029243,False,False
新預設_只排除過去20日,25,甲_cup_H120,41,-0.024390243902439025,-0.2202736466389054,0.17149315883402735,False,False
新預設_只排除過去20日,26,甲_cup_H60,41,0.0975609756097561,-0.0500071301617705,0.2451290813812827,False,False
新預設_只排除過去20日,26,甲_cup_H120,41,-0.0975609756097561,-0.27465836333514076,0.07953641211562856,False,False
新預設_只排除過去20日,27,甲_cup_H60,41,-0.024390243902439025,-0.1506925847938959,0.10191209698901788,False,False
新預設_只排除過去20日,27,甲_cup_H120,41,0.04878048780487805,-0.12958665083064613,0.2271476264404022,False,False
新預設_只排除過去20日,28,甲_cup_H60,41,-0.04878048780487805,-0.11376189076611977,0.01620091515636367,False,False
新預設_只排除過去20日,28,甲_cup_H120,41,0.04878048780487805,-0.08513896904275077,0.18269994465250688,False,False
新預設_只排除過去20日,29,甲_cup_H60,41,0.12195121951219512,0.005575701638181246,0.238326737386209,True,True
新預設_只排除過去20日,29,甲_cup_H120,41,0.0,-0.17886947507504697,0.17886947507504697,False,False
新預設_只排除過去20日,-1,甲_cup_可抽日不足檔數,0,,,,,
不排除（描述）,0,甲_cup_H60,41,0.024390243902439025,-0.13366679775156629,0.18244728555644432,False,False
不排除（描述）,0,甲_cup_H120,41,-0.0975609756097561,-0.2744125439919128,0.07929059277240058,False,False
不排除（描述）,1,甲_cup_H60,41,-0.024390243902439025,-0.20884991548415272,0.16006942767927468,False,False
不排除（描述）,1,甲_cup_H120,41,-0.07317073170731707,-0.2661242313269228,0.11978276791228866,False,False
不排除（描述）,2,甲_cup_H60,41,0.024390243902439025,-0.13333961062818928,0.1821200984330673,False,False
不排除（描述）,2,甲_cup_H120,41,0.04878048780487805,-0.11570019345713937,0.21326116906689546,False,False
不排除（描述）,3,甲_cup_H60,41,0.07317073170731707,-0.1319808198469054,0.2783222832615395,False,False
不排除（描述）,3,甲_cup_H120,41,0.024390243902439025,-0.16035663923925078,0.20913712704412882,False,False
不排除（描述）,4,甲_cup_H60,41,0.0975609756097561,-0.05059556606441229,0.2457175172839245,False,False
