# commit=1f7962b81 run=2026-09-15 17:09 (Asia/Taipei) prereg=backtest/PREREGP3.md seeds=7000+r C1(shift)_seeds=9000+k C2(perm)_seeds=10000+k
N,d,rule,seed,A_cagr,A_mdd,A_ca,A_ma,A_cb,A_mb,A_slot,A_trades,B_cagr,B_mdd,B_ca,B_ma,B_cb,B_mb,B_slot,B_trades,avg_exposure,zero_exp_days,days,idle_day_share,longest_idle_run,avg_idle_frac,C1_mdd_p10,C1_mdd_p50,C1_mdd_p90,C1_cagr_p10,C1_cagr_p50,C1_cagr_p90,A_mdd_pct_in_C1,A_cagr_pct_in_C1,C2_mdd_p10,C2_mdd_p50,C2_mdd_p90,C2_cagr_p10,C2_cagr_p50,C2_cagr_p90,A_mdd_pct_in_C2,A_cagr_pct_in_C2
30,inf,null,7010,0.31120011356220556,-0.3365053301427423,0.3102458389692757,-0.27406324961518674,0.309953828305082,-0.3365053301427423,0.8156334615932734,970,0.3302675598428151,-0.37207472488005894,0.31009925582621123,-0.3415241609408754,0.34230170935997806,-0.37207472488005894,0.8156334615932734,970,0.8122185292551609,5,2339,0.0025651988029072254,6,0.18778147074483909,-0.38876084394746435,-0.353635577989855,-0.302540009751746,0.2748465221204795,0.30333551398059766,0.34263817525727214,58.5,63.0,-0.38510272061097506,-0.34453229394770524,-0.31075517282480736,0.2752035522818374,0.3062732176525865,0.3405650559593153,62.5,59.0
30,inf,null,7011,0.318757157352211,-0.34671920821879426,0.3042651647509276,-0.2748613429197727,0.3270314559527192,-0.34671920821879426,0.8164742767564486,971,0.3387240642130993,-0.3836064828378414,0.3070970586468953,-0.33876874326373424,0.35899089335986667,-0.3836064828378414,0.8164742767564486,971,0.8127825937132548,4,2339,0.0021376656690893546,5,0.1872174062867452,-0.3950492157893621,-0.37221449322299505,-0.31935757161975775,0.2930466199741387,0.32041958224034217,0.3652042659654357,73.0,48.0,-0.3904054322065926,-0.3552770293005536,-0.3231978352475272,0.2931384226095101,0.32561701663929066,0.36061678812701414,62.5,39.5
30,inf,null,7012,0.3128971495422428,-0.34193089871172105,0.328407710842739,-0.27469533905497745,0.2987635754345672,-0.34193089871172105,0.8156334615932734,970,0.33455683307433715,-0.37900446136172317,0.33154941827824813,-0.3380993958101544,0.33284750006761765,-0.37900446136172317,0.8156334615932734,970,0.8122878140947365,5,2339,0.0025651988029072254,6,0.1877121859052635,-0.3896439904048315,-0.3552930220134154,-0.31368254441202953,0.28130543060622926,0.30642592479599495,0.3461175592273325,57.49999999999999,58.5,-0.38673666774712595,-0.3482915936011607,-0.3127252241021664,0.280407976397291,0.3103247993449634,0.3444693476667631,56.99999999999999,53.5
30,inf,null,7013,0.32747874941397215,-0.33563671068653544,0.3504630245201448,-0.26280753245807836,0.30878656877517896,-0.33563671068653544,0.8156334615932734,970,0.3461045275868644,-0.3719414594992494,0.35207472414020424,-0.3260559757681117,0.33879203772867617,-0.3719414594992494,0.8156334615932734,970,0.812097453867794,5,2339,0.0025651988029072254,6,0.18790254613220603,-0.3864426649048173,-0.35093605177472187,-0.3071342296318014,0.29866408495503016,0.32814771992892333,0.37021562678102815,56.49999999999999,48.5,-0.382629062280554,-0.34320150268176036,-0.30748971975856854,0.30320844763563914,0.33251758709709733,0.36865243610876824,60.0,43.0
30,inf,null,7014,0.30111062555830226,-0.3435339356841272,0.325677315130783,-0.26658812952349004,0.28270835225513835,-0.3435339356841272,0.8147926464300983,969,0.3202876906171621,-0.38010986025767773,0.32865851150063374,-0.32895140516620636,0.31269302332455884,-0.38010986025767773,0.8147926464300983,969,0.8119555511990841,5,2339,0.0025651988029072254,6,0.18804444880091586,-0.39028822758789455,-0.35671795855717015,-0.313651351878829,0.27014270005343805,0.2961777120504858,0.33848635301904606,64.5,55.00000000000001,-0.3853734757838332,-0.3489887723861934,-0.31797537618852717,0.27071047317452834,0.30111873882066564,0.3340602821273,57.49999999999999,50.0
30,inf,null,7015,0.32425061207759454,-0.3351747575468215,0.3375525279806737,-0.2630082625597573,0.31167075191671234,-0.3351747575468215,0.8139518312669232,968,0.34350483375683405,-0.37048021295679423,0.3401217459732162,-0.3269562119119346,0.34221783714724996,-0.37048021295679423,0.8139518312669232,968,0.8113610514526228,3,2339,0.0017101325352714834,4,0.18863894854737717,-0.39979949785366425,-0.3798769841201287,-0.32227928603911965,0.2944299883527801,0.32078469841258506,0.35960517487968696,79.5,57.49999999999999,-0.3874368876727468,-0.36036372400202643,-0.3315563353941834,0.2927822718734852,0.3234668402898472,0.3592896676742139,84.5,52.5
30,inf,null,7016,0.31715625359550526,-0.32994078285075495,0.32140412143601815,-0.27879613492660144,0.3122793002743727,-0.32994078285075495,0.8147926464300983,969,0.3418826595621389,-0.36644964972821886,0.32189771355773744,-0.34137931458220017,0.35182918659489015,-0.36644964972821886,0.8147926464300983,969,0.8112440970512679,5,2339,0.0025651988029072254,6,0.18875590294873212,-0.3844051133656138,-0.3501825433590219,-0.3094947761575148,0.28469493225244924,0.3109686929473777,0.3505744742400185,72.5,60.0,-0.3797626689101167,-0.34203084173018594,-0.3088702840678043,0.2848975387923086,0.31310305259351057,0.34715107657417255,65.5,55.50000000000001
30,inf,null,7017,0.33789860902264746,-0.35015141653818255,0.3192378169283532,-0.2844785385892355,0.3489275757908903,-0.35015141653818255,0.8147926464300983,969,0.35458120505892277,-0.3859136427554584,0.32231160763868916,-0.347544498920238,0.3751508342970913,-0.3859136427554584,0.8147926464300983,969,0.8119508629744285,5,2339,0.0025651988029072254,6,0.18804913702557147,-0.3990194499951628,-0.3609801839531783,-0.31975774520182465,0.30342410252902663,0.3320183373132427,0.3754672613502453,65.0,59.5,-0.3922678678846803,-0.3528278046740456,-0.31858638140067524,0.30451592966593044,0.3354329075229542,0.3692046817217685,51.5,51.5
30,inf,null,7018,0.31028196694346977,-0.34271495124912404,0.3165648824405858,-0.2729925894561973,0.303491845888312,-0.34271495124912404,0.8156334615932734,970,0.3284406062004157,-0.37710127228172236,0.3162812184570385,-0.3395909916280671,0.3342660719599386,-0.37710127228172236,0.8156334615932734,970,0.8117345597877458,5,2339,0.0025651988029072254,6,0.18826544021225422,-0.39278838243092157,-0.35628232572731,-0.3123437557947774,0.27723563020326936,0.3056031051443374,0.3462950222224472,56.99999999999999,55.50000000000001,-0.38602087543472197,-0.34605616444011245,-0.3114593338564297,0.2802289408452912,0.3073963936454551,0.3430184310509994,54.0,56.00000000000001
30,inf,null,7019,0.3106861360787081,-0.33283487878647144,0.33425400082112033,-0.26623314259860226,0.29299473423532363,-0.33283487878647144,0.8147926464300983,969,0.35190310683163095,-0.3771122879562218,0.32750939447525473,-0.32853470263191936,0.36590245357288187,-0.3771122879562218,0.8147926464300983,969,0.8123164246524857,5,2339,0.0025651988029072254,6,0.18768357534751434,-0.3862090336366682,-0.3514227099626945,-0.3099455030367054,0.2768448148065572,0.303072549427837,0.343350121666771,57.99999999999999,61.0,-0.38417612542321916,-0.3430255988400944,-0.3095440031935591,0.2777263871737334,0.3062712465481625,0.3398653585627373,65.0,57.49999999999999
