date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2023-07-20,006201,0,0,81,4486,0,0,0,81,0,0,0,
2023-07-20,00679B,248,288,5990,808423,0,0,19,6030,0,159,140,
2023-07-20,00687B,220,150,4232,256821,0,1,1,4162,0,0,0,
2023-07-20,00694B,0,0,6,28144,0,0,0,6,0,0,0,
2023-07-20,00695B,0,0,9,5671,0,0,0,9,0,0,0,
2023-07-20,00696B,0,4,233,191170,0,0,0,237,0,0,0,
2023-07-20,00697B,0,0,15,3803,0,0,0,15,0,0,0,
2023-07-20,00718B,0,0,0,154750,0,0,0,0,0,0,0,X
2023-07-20,00719B,0,0,237,37878,0,0,0,237,0,0,0,
2023-07-20,00720B,258,31,3001,580277,0,0,0,2774,0,0,0,
2023-07-20,00721B,0,0,1,1155,0,0,0,1,0,0,0,
2023-07-20,00722B,10,20,165,285184,0,0,0,175,0,0,0,
2023-07-20,00723B,0,0,8,313645,0,0,0,8,0,0,0,
2023-07-20,00724B,0,0,9,691318,0,0,0,9,0,0,0,
2023-07-20,00725B,17,13,752,554551,0,0,0,748,0,0,0,
2023-07-20,00726B,16,0,48,282747,0,0,0,32,0,0,0,
2023-07-20,00727B,0,0,12,24672,0,0,0,12,0,0,0,
2023-07-20,00734B,4,0,26,7744,0,0,0,22,0,0,0,
2023-07-20,00740B,1,30,37,280492,0,0,0,66,0,0,0,
2023-07-20,00741B,0,2,1,2782,0,0,0,3,0,0,0,
2023-07-20,00744B,0,0,0,6432,0,0,0,0,0,0,0,X
2023-07-20,00746B,0,0,0,503491,0,0,0,0,0,0,0,X
2023-07-20,00749B,0,0,0,238000,0,0,0,0,0,0,0,X
2023-07-20,00750B,0,0,0,31375,0,0,0,0,0,0,0,X
2023-07-20,00751B,266,2,2445,656150,0,0,9,2181,0,9,0,
2023-07-20,00754B,0,0,0,112100,0,0,0,0,0,0,0,X
2023-07-20,00755B,0,0,2,42182,0,0,0,2,0,0,0,
2023-07-20,00756B,0,0,0,289075,0,0,0,0,0,0,0,
2023-07-20,00758B,0,0,0,1381,0,0,0,0,0,0,0,X
2023-07-20,00759B,0,0,0,11881,0,0,0,0,0,0,0,X
2023-07-20,00760B,0,0,4,94005,0,0,0,4,0,0,0,
2023-07-20,00761B,1,0,150,596022,0,0,0,149,0,0,0,
2023-07-20,00764B,2,0,57,202375,0,0,0,55,0,0,0,
2023-07-20,00768B,0,0,0,72275,0,0,0,0,0,0,0,X
