date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret
2026-09-09,00411A,200,243,5132,148519,0,101,101,5175,0,0,0
2026-09-09,006201,3,20,167,5736,0,0,11,184,0,11,0
2026-09-09,00679B,17,56,4001,1550173,0,0,4,4041,1,4,0
2026-09-09,00687B,15,19,4754,1059970,0,0,0,4760,2,0,0
2026-09-09,00694B,0,0,0,6894,0,0,0,0,0,0,0
2026-09-09,00695B,1,0,1,10046,0,0,0,0,0,0,0
2026-09-09,00696B,0,0,139,154420,0,0,0,139,0,0,0
2026-09-09,00697B,0,0,4,16428,0,0,0,4,0,0,0
2026-09-09,00719B,0,0,100,77753,0,0,0,100,0,0,0
2026-09-09,00720B,36,0,1642,1006902,0,0,0,1606,0,0,0
2026-09-09,00722B,0,1,86,365434,0,0,0,87,0,0,0
2026-09-09,00723B,0,0,125,380145,0,0,0,125,0,0,0
2026-09-09,00724B,0,0,21,755943,0,0,0,21,0,0,0
2026-09-09,00725B,15,1,531,921801,0,0,0,517,0,0,0
2026-09-09,00726B,0,0,3,296872,0,0,0,3,0,0,0
2026-09-09,00727B,0,0,0,14297,0,0,0,0,0,0,0
2026-09-09,00734B,0,0,0,6244,0,0,0,0,0,0,0
2026-09-09,00740B,0,0,49,547742,0,0,0,49,0,0,0
2026-09-09,00741B,0,0,2,3282,0,0,0,2,0,0,0
2026-09-09,00746B,0,0,0,637616,0,0,0,0,0,0,0
2026-09-09,00749B,0,0,0,277625,0,0,0,0,0,0,0
2026-09-09,00750B,0,0,0,37000,0,0,0,0,0,0,0
2026-09-09,00751B,9,0,1975,1306525,0,0,0,1981,15,0,0
2026-09-09,00754B,0,0,0,325975,0,0,0,0,0,0,0
2026-09-09,00755B,0,0,0,70057,0,0,0,0,0,0,0
2026-09-09,00756B,0,0,21,328825,0,0,0,21,0,0,0
2026-09-09,00758B,0,0,0,1381,0,0,0,0,0,0,0
2026-09-09,00759B,0,0,0,11881,0,0,0,0,0,0,0
2026-09-09,00760B,0,0,0,108755,0,0,0,0,0,0,0
2026-09-09,00761B,0,0,31,683772,0,0,0,31,0,0,0
2026-09-09,00764B,0,0,37,385875,0,0,0,37,0,0,0
2026-09-09,00768B,3,0,452,197775,0,0,0,449,0,0,0
2026-09-09,00772B,0,0,863,840447,0,0,0,863,0,0,0
2026-09-09,00773B,0,0,3,648447,0,0,0,3,0,0,0
2026-09-09,00777B,0,0,0,519162,0,0,0,0,0,0,0
2026-09-09,00778B,0,0,0,380537,0,0,0,0,0,0,0
2026-09-09,00779B,0,0,0,324412,0,0,0,0,0,0,0
2026-09-09,00780B,0,0,0,61525,0,0,0,0,0,0,0
2026-09-09,00781B,2,0,35,2084,0,0,0,33,0,0,0
2026-09-09,00782B,0,0,12,5116,0,0,0,12,0,0,0
2026-09-09,00785B,0,0,1,265866,0,0,0,1,0,0,0
2026-09-09,00786B,0,0,8,4891,0,0,0,8,0,0,0
2026-09-09,00787B,0,0,0,2951,0,0,0,0,0,0,0
