date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2017-07-07,006201,0,0,12,5611,0,0,0
2017-07-07,00679B,0,0,70,160298,0,0,2
2017-07-07,00687B,0,5,3,31196,0,0,0
2017-07-07,00694B,0,0,0,1144,0,0,0
2017-07-07,00695B,0,0,0,1296,0,0,0
2017-07-07,00696B,0,0,0,1170,0,0,0
2017-07-07,00697B,0,0,38,3678,0,0,0
2017-07-07,1258,0,0,1033,9204,0,0,0
2017-07-07,1259,1,1,154,8097,3,0,0
2017-07-07,1264,3,2,172,7658,0,1,2
2017-07-07,1333,0,0,0,12765,0,0,0
2017-07-07,1336,33,65,4646,15688,17,1,1304
2017-07-07,1565,15,15,781,12604,2,2,32
2017-07-07,1566,10,21,2982,16616,0,0,0
2017-07-07,1569,1060,685,9176,25133,79,48,838
2017-07-07,1570,55,14,2399,12875,0,0,0
2017-07-07,1580,28,30,295,12132,0,0,8
2017-07-07,1584,20,62,5414,20617,0,0,107
2017-07-07,1586,18,87,12577,17540,0,3,250
2017-07-07,1593,1,2,339,7575,0,0,0
2017-07-07,1595,213,120,1515,10155,0,64,65
2017-07-07,1597,323,606,4297,15511,57,24,431
2017-07-07,1599,1,0,1396,12931,0,1,24
2017-07-07,1742,0,0,595,16172,0,0,0
2017-07-07,1752,11,15,4377,25247,0,0,33
2017-07-07,1777,0,2,2611,7514,0,0,4
2017-07-07,1781,0,1,1919,11851,0,0,0
2017-07-07,1784,26,16,2339,12422,0,1,2
2017-07-07,1785,0,2,4292,101383,0,0,0
2017-07-07,1787,13,39,5025,18001,0,0,0
2017-07-07,1788,0,1,168,8750,0,0,0
2017-07-07,1795,203,54,6633,21847,2,1,89
2017-07-07,1799,58,86,3041,14394,22,30,267
2017-07-07,1813,0,0,225,11658,0,0,0
2017-07-07,1815,84,268,35732,109302,10,1,402
2017-07-07,2035,0,0,4,87500,0,0,0
2017-07-07,2063,40,30,2095,11250,0,0,0
2017-07-07,2064,0,2,131,17500,0,0,0
2017-07-07,2066,17,15,691,9125,0,0,6
2017-07-07,2221,440,384,3456,10606,107,8,227
2017-07-07,2230,1,2,451,9904,0,0,0
2017-07-07,2233,134,245,5064,12303,9,2,122
2017-07-07,2235,1,1,915,7969,0,0,0
2017-07-07,2596,40,48,2249,24345,0,2,21
2017-07-07,2640,43,26,635,11608,13,0,2
2017-07-07,2641,95,118,20250,46252,8,5,35
2017-07-07,2719,0,2,257,9073,0,0,0
2017-07-07,2726,59,75,929,7608,28,0,1
2017-07-07,2732,45,57,1571,8361,0,0,19
2017-07-07,2734,47,38,141,7564,2,0,3
2017-07-07,2736,0,1,78,12248,0,0,0
2017-07-07,2916,0,0,78,11609,0,0,0
2017-07-07,2924,0,0,1312,8501,0,0,2
2017-07-07,2926,1,3,146,11847,0,0,0
2017-07-07,2928,8,14,1748,11825,0,0,7
2017-07-07,3064,0,0,0,18026,0,0,0
2017-07-07,3066,0,0,0,19392,0,0,0
2017-07-07,3068,16,31,2773,21242,8,1,59
2017-07-07,3071,84,184,4808,36516,16,49,122
2017-07-07,3073,0,0,0,5913,0,0,0
2017-07-07,3078,47,94,11455,56847,30,12,241
2017-07-07,3081,159,103,2256,22647,21,14,580
2017-07-07,3083,121,227,4515,21426,83,31,520
2017-07-07,3085,0,0,0,12251,0,0,0
2017-07-07,3086,0,0,0,7791,0,0,0
2017-07-07,3088,7,16,4035,19757,0,0,21
2017-07-07,3089,0,0,0,17332,0,0,0
2017-07-07,3092,68,78,7064,15867,6,1,244
2017-07-07,3093,0,0,148,9072,0,0,0
2017-07-07,3095,0,0,0,22515,0,0,0
2017-07-07,3105,472,329,6430,100666,0,152,152
2017-07-07,3114,15,1,617,12503,0,0,0
2017-07-07,3118,3,2,241,8113,0,0,0
2017-07-07,3122,2,4,1367,9824,0,0,0
2017-07-07,3128,28,26,4714,10500,0,0,0
2017-07-07,3141,150,121,11378,15798,0,0,0
2017-07-07,3144,297,309,8336,25159,49,22,101
2017-07-07,3152,14,46,806,17254,4,0,68
2017-07-07,3162,0,0,0,14132,0,0,0
2017-07-07,3163,71,113,8641,18606,33,10,723
2017-07-07,3169,233,81,2226,13272,2,0,0
2017-07-07,3171,1,2,566,9800,0,0,0
2017-07-07,3188,0,0,0,11573,0,0,0
2017-07-07,3191,0,0,91,13673,0,0,0
2017-07-07,3202,32,124,17067,24171,2,0,341
2017-07-07,3205,28,52,2992,8193,18,10,351
