date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2016-08-16,006201,0,0,55,6736,0,0,0,55,0,0,0,
2016-08-16,1258,10,20,1381,8865,0,0,54,1391,0,54,0,
2016-08-16,1259,9,4,151,8097,0,0,0,146,0,0,0,11     C
2016-08-16,1264,2,6,560,7658,0,0,1,564,0,1,0,
2016-08-16,1333,0,0,0,21275,0,0,0,0,0,0,0,OX
2016-08-16,1336,0,0,968,15688,0,0,0,968,0,0,0,
2016-08-16,1565,106,194,354,12604,10,25,104,442,0,89,0,
2016-08-16,1566,46,15,4923,16616,0,0,0,4892,0,0,0,
2016-08-16,1569,718,801,3855,23446,22,29,434,3938,0,427,0,
2016-08-16,1570,3,25,2675,12875,0,0,0,2697,0,0,0,X
2016-08-16,1580,24,26,1276,12132,2,0,0,1278,0,2,0,
2016-08-16,1584,176,60,2803,25617,2,0,13,2687,0,15,0,
2016-08-16,1586,133,21,5832,12217,1,3,590,5720,0,1102,514,
2016-08-16,1593,0,0,224,7575,0,0,0,224,0,0,0,
2016-08-16,1595,1,0,1443,9671,0,0,0,1442,0,0,0,
2016-08-16,1597,56,86,998,14808,0,0,0,1028,0,0,0,
2016-08-16,1599,27,27,2195,11245,0,1,96,2195,0,95,0,
2016-08-16,1742,0,0,8345,16172,0,0,0,8384,39,0,0,OX
2016-08-16,1752,113,58,6621,25194,4,2,11,6566,0,13,0,
2016-08-16,1777,22,7,1003,7514,0,0,0,988,0,0,0,
2016-08-16,1781,3,14,3542,11851,0,0,8,3553,0,8,0,
2016-08-16,1784,14,15,2431,12422,0,0,0,2432,0,0,0,
2016-08-16,1787,76,93,5887,18001,0,0,1,5906,2,1,0,
2016-08-16,1788,0,3,332,8750,0,0,0,335,0,0,0,
2016-08-16,1795,115,47,8337,21847,9,17,150,8273,4,142,0,
2016-08-16,1799,5,4,1846,9771,0,0,10,1846,1,10,0,
2016-08-16,1813,8,6,368,11658,0,0,2,366,0,2,0,
2016-08-16,1815,1091,1170,29611,102889,108,134,6337,29690,0,7143,832,
2016-08-16,2035,0,1,57,87500,0,0,0,58,0,0,0,11     C
2016-08-16,2063,0,0,2376,10817,0,0,0,2376,0,0,0,11     C
