sigset,mode,rate,seed,cagr,mdd,slot,m,ca,ma,cb,mb,expo,maxw
B,var,0.25,101023,0.25428944916842156,-0.5809219934558598,0.9694814431656537,126,0.2902604909923261,-0.3804778592926011,0.235020220783978,-0.5809219934558598,0.8744400964747225,1.0
B,var,0.25,101024,0.3638432031307899,-0.5446717330966587,0.9694814431656537,126,0.5128757676917244,-0.37544044428646106,0.26725832615217016,-0.5446717330966587,0.8736549139340534,1.0
B,var,0.25,101025,0.13730585608028845,-0.5994420498034388,0.9694814431656537,126,0.3393152140820168,-0.3904546381888413,0.015679035103340677,-0.5994420498034388,0.8739060227507509,1.0
B,var,0.25,101026,0.3095578086080055,-0.4352704375829292,0.9079270658218027,118,0.4615304301529446,-0.4059561743032469,0.2140412226452788,-0.4352704375829292,0.9256698357821953,1.0
B,var,0.25,101027,0.435349768507842,-0.42098357623967536,0.9694814431656537,126,0.6102952768867502,-0.3346942746788294,0.32018768683148835,-0.42098357623967536,0.8748304773664918,1.0
B,var,0.25,101028,0.15655829708427094,-0.5198866174954636,1.0387301176774861,135,0.12049539716425528,-0.5198866174954636,0.183565340376588,-0.4945507618469979,0.9263208336253463,1.0
B,var,0.25,101029,0.1148962657503827,-0.5753965559471474,0.9694814431656537,126,0.04629116409241085,-0.5753965559471474,0.16670256605258738,-0.47485691052795104,0.8743245656860331,1.0
B,var,0.25,101030,0.09130115958264318,-0.5993626602081314,0.9694814431656537,126,0.22320768984327444,-0.47206360050763546,0.01172115466754775,-0.5993626602081314,0.8738733348361031,1.0
B,var,0.25,101031,0.24444361766532596,-0.63160659292111,0.9079270658218027,118,0.5388713498857016,-0.3772645070319424,0.07655435392966137,-0.63160659292111,0.9256698357821953,1.0
B,var,0.25,101032,0.16535068920548324,-0.5085070161810183,0.9079270658218027,118,0.3217597124838827,-0.4318885145131495,0.06696152267368638,-0.5085070161810183,0.9256698357821953,1.0
B,var,0.25,101033,0.2463886135184532,-0.6009838823304142,0.9079270658218027,118,0.27011057259653204,-0.6009838823304142,0.22722424878174396,-0.5490557282714104,0.9256698357821953,1.0
B,var,0.25,101034,0.15549264738468627,-0.5562654779965738,0.9694814431656537,126,-0.008945524108691982,-0.5562654779965738,0.2866690610921738,-0.4438138321428194,0.8754656040038157,1.0
B,var,0.25,101035,0.23824944259519198,-0.520741538823416,0.9079270658218027,118,0.11609433357521559,-0.520741538823416,0.32862960654015017,-0.39930958311221365,0.9177518948094,1.0
B,var,0.25,101036,0.23272877872703912,-0.6092580297502745,0.9694814431656537,126,0.2801271642497358,-0.3712830097136793,0.19480733358928615,-0.6092580297502745,0.8744118051025757,1.0
B,var,0.25,101037,0.2765046231837782,-0.6874903861637011,0.9079270658218027,118,0.47905712614400264,-0.43691745188547704,0.14928987527368087,-0.6874903861637011,0.9256698357821953,1.0
B,var,0.25,101038,0.09631636052102976,-0.6461302816943915,0.9079270658218027,118,0.07365581095927487,-0.5536356933450657,0.11072571026927336,-0.6461302816943915,0.9256698357821953,1.0
B,var,0.25,101039,0.10532814135184054,-0.7822376180088213,0.9079270658218027,118,0.2613114832515293,-0.41944509589966916,0.0063762484853164825,-0.7822376180088213,0.9256698357821953,1.0
B,var,0.25,101040,0.13690670786372072,-0.5529927582514921,0.9694814431656537,126,-0.0024532406915291904,-0.5255008011909413,0.24214216541838574,-0.5529927582514921,0.8736906741826365,1.0
B,var,0.25,101041,0.15290390471034598,-0.6892334534076316,0.9694814431656537,126,0.21231373878333848,-0.47515231749275033,0.11545600747502038,-0.6892334534076316,0.8660893277619558,1.0
B,var,0.25,101042,0.1514902779071048,-0.6573735348020739,0.9694814431656537,126,0.25112315996565737,-0.42693721308945265,0.08338046669968335,-0.6573735348020739,0.8665417633294433,1.0
B,var,0.25,101043,0.12188863175748432,-0.5397020372397221,0.9694814431656537,126,0.03663038990466294,-0.5397020372397221,0.178602757194829,-0.5319565649205257,0.8748018679820383,1.0
B,var,0.25,101044,0.32831105992701115,-0.5541612913391092,0.9694814431656537,126,0.6799239315446985,-0.36758981109295996,0.1253213458069935,-0.5541612913391092,0.873172244565504,1.0
B,var,0.25,101045,0.2778948052694785,-0.6765900751092203,0.9079270658218027,118,0.4267216470580031,-0.39992584210016585,0.18240626031559315,-0.6765900751092203,0.9256698357821953,1.0
B,var,0.25,101046,0.30347685055571505,-0.5409778013838945,0.9694814431656537,126,0.46574572689792704,-0.42706742875258036,0.2016056332231928,-0.5409778013838945,0.8744065581648062,1.0
B,var,0.25,101047,0.14866009298016314,-0.5565868350491474,0.9694814431656537,126,0.1281356400941125,-0.5008079293898806,0.16327925540072163,-0.5565868350491474,0.8732522372344331,1.0
B,var,0.25,101048,0.3190889662296901,-0.6665638076398189,0.9079270658218027,118,0.44692607359251624,-0.3490445223371623,0.23490835276708055,-0.6665638076398189,0.9256698357821953,1.0
B,var,0.25,101049,0.30093813684047666,-0.5714878044215154,0.9694814431656537,126,0.4494102041060204,-0.4840159692445867,0.19866669737985698,-0.5714878044215154,0.8739843233535052,1.0
B,var,0.25,101050,0.31602092548122607,-0.4889692885335793,0.9079270658218027,118,0.5664900202577596,-0.36768791948637364,0.16746245636944668,-0.4889692885335793,0.9256698357821953,1.0
B,var,0.25,101051,0.06507263956139275,-0.6075070124504893,0.9694814431656537,126,0.047428993861500235,-0.50504711109639,0.07998473577809695,-0.6075070124504893,0.875202712135983,1.0
B,var,0.25,101052,0.1022804132082813,-0.7110315615777223,0.9694814431656537,126,0.08600857900384229,-0.4272896276123426,0.11583664496071933,-0.7110315615777223,0.8749727357011667,1.0
B,var,0.25,101053,0.25438043802327726,-0.6349300820018853,0.9079270658218027,118,0.5134119177359917,-0.47269431939435685,0.09866982919304323,-0.6349300820018853,0.9256698357821953,1.0
B,var,0.25,101054,0.13004476793835473,-0.5273050112656095,0.9079270658218027,118,0.3892507163318373,-0.41856829548234364,-0.021168028453405707,-0.5273050112656095,0.9256698357821953,1.0
B,var,0.25,101055,0.3157024647836002,-0.5311846721323251,0.9694814431656537,126,0.49263485152127773,-0.3488313894510388,0.19682722397550156,-0.5311846721323251,0.8738654102232628,1.0
B,var,0.25,101056,0.19999368909861048,-0.5391946423008636,0.9694814431656537,126,0.21033712993164677,-0.5391946423008636,0.19293508590003627,-0.49303698629407816,0.8746096144662769,1.0
B,var,0.25,101057,0.2884082774178469,-0.40698816000685273,0.9079270658218027,118,0.2329761197920357,-0.40698816000685273,0.32754985231451483,-0.36547140310893456,0.9256698357821953,1.0
B,var,0.25,101058,0.06344078382948592,-0.611456246201752,0.9694814431656537,126,-0.0479291450116337,-0.611456246201752,0.15156915550092687,-0.5861960211697753,0.8728055483383799,1.0
B,var,0.25,101059,0.06236038086295825,-0.5922131134276342,0.9694814431656537,126,0.016027183326290162,-0.561298262941595,0.09514181612022576,-0.5922131134276342,0.874995815432018,1.0
B,var,0.25,101060,0.2969151260058367,-0.6805529652131532,0.9079270658218027,118,0.5595620925878746,-0.35034359939238613,0.13519764609577667,-0.6805529652131532,0.9256698357821953,1.0
B,var,0.25,101061,0.18971035690290527,-0.6199653273867244,0.9079270658218027,118,0.10112292140892576,-0.6199653273867244,0.2529521662308214,-0.3888165965445969,0.9256698357821953,1.0
B,var,0.25,101062,0.16836926531743424,-0.5964074352689812,0.9694814431656537,126,0.17550159480699334,-0.5964074352689812,0.15603664348451285,-0.5435584069071173,0.8745807186087969,1.0
B,var,0.25,101063,0.10413014085870054,-0.6183108085136007,0.9694814431656537,126,-0.006306566079083975,-0.6183108085136007,0.1859388380713911,-0.4356167270872787,0.87362287668784,1.0
B,var,0.25,101064,0.27259270017080484,-0.4446096819268331,0.9694814431656537,126,0.33343450386978013,-0.38325121559731773,0.227434428448958,-0.4446096819268331,0.8744680523693816,1.0
B,var,0.25,101065,0.29310206256232507,-0.467740103549913,0.9694814431656537,126,0.3971892395503078,-0.39977520006564116,0.22211406088177665,-0.467740103549913,0.8736076273460606,1.0
B,var,0.25,101066,0.12860533835078836,-0.6125066288067667,0.9694814431656537,126,0.16515020176250794,-0.543011388346253,0.10038382114262623,-0.6125066288067667,0.8745863456840866,1.0
B,var,0.25,101067,0.14185733189415295,-0.5080422978015322,0.9079270658218027,118,0.04376695336143377,-0.5080422978015322,0.21638795268557276,-0.42659815753476027,0.9256698357821953,1.0
B,var,0.25,101068,0.2218705174455553,-0.5318335367255054,0.9079270658218027,118,0.07339300718932784,-0.5318335367255054,0.3367728975720172,-0.43902668585259724,0.9256698357821953,1.0
B,var,0.25,101069,0.20118005964992003,-0.5210240065162601,0.9079270658218027,118,0.3518558521479429,-0.4308301728018438,0.10578650859442651,-0.5210240065162601,0.9256698357821953,1.0
B,var,0.25,101070,0.16229993718408986,-0.5773824682183234,0.9694814431656537,126,0.19657334051220676,-0.5773824682183234,0.13599640620493014,-0.5376605724938303,0.8742110291775843,1.0
B,var,0.25,101071,0.2003899038395034,-0.43004924542317563,0.9079270658218027,118,0.07138162982078766,-0.43004924542317563,0.29859653320228485,-0.3952531197319236,0.9256698357821953,1.0
B,var,0.25,101072,0.1492884487661943,-0.6685733361048751,0.9694814431656537,126,0.3576262492034936,-0.3763491907484006,0.02905522041581121,-0.6685733361048751,0.8733855199468139,1.0
B,var,0.25,101073,0.1723190184176624,-0.6269354401949205,0.9079270658218027,118,0.23767570458126341,-0.41366806855730215,0.12966226925300828,-0.6269354401949205,0.9256698357821953,1.0
B,var,0.25,101074,0.05996066355583962,-0.6245691883771047,0.9694814431656537,126,0.04990896667707179,-0.5524609104101434,0.06903344223553187,-0.6245691883771047,0.8746746692234473,1.0
B,var,0.25,101075,0.25042875321321323,-0.408072880159448,0.9079270658218027,118,0.3746030887121574,-0.40358648288972804,0.17092843598923735,-0.408072880159448,0.9176037091992572,1.0
B,var,0.25,101076,0.27343189254926004,-0.683516243696012,0.9079270658218027,118,0.4557030308970893,-0.4203941699375653,0.15383457643781084,-0.683516243696012,0.9256698357821953,1.0
B,var,0.25,101077,0.17799119807087327,-0.47992535772080314,0.9694814431656537,126,0.19356707742830692,-0.4167355697813128,0.16540239676346946,-0.47992535772080314,0.8737602392674313,1.0
B,var,0.25,101078,0.13681683291675095,-0.6933023184498504,0.9079270658218027,118,0.22476264011375213,-0.5494961658325921,0.07753395248327521,-0.6933023184498504,0.9256698357821953,1.0
B,var,0.25,101079,0.11040617501842909,-0.5126482026832152,0.9694814431656537,126,0.010604409860535569,-0.5126482026832152,0.1841463005362709,-0.3758167136904781,0.8752388193856743,1.0
B,var,0.25,101080,0.2893042936995023,-0.48102537313449106,0.9694814431656537,126,0.3868738213849954,-0.44454092778715937,0.22412802569649215,-0.48102537313449106,0.8660028647987446,1.0
B,var,0.25,101081,0.40498524643029143,-0.4145818913166726,0.9694814431656537,126,0.6023163405627243,-0.37052692906363405,0.27736261341780755,-0.4145818913166726,0.8745141761375563,1.0
B,var,0.25,101082,0.12881269849082289,-0.575794425797922,0.9694814431656537,126,0.19141835285701614,-0.5389413295494209,0.08458227649705274,-0.575794425797922,0.8749560594136478,1.0
B,var,0.25,101083,0.22589395184957128,-0.5743908720581917,1.0002586318375792,130,0.39901952673047547,-0.39164516890030276,0.11890023106087111,-0.5743908720581917,0.9262129204055272,1.0
B,var,0.25,101084,0.3189093523323341,-0.5117310545141626,0.9694814431656537,126,0.4251590285380271,-0.3042827952178761,0.24179555598816305,-0.5117310545141626,0.8739597343983239,1.0
B,var,0.25,101085,0.44581104218656264,-0.3890689277302109,0.9079270658218027,118,0.47830062709136256,-0.36073022185649195,0.41814536344161035,-0.3890689277302109,0.9256698357821953,1.0
B,var,0.25,101086,0.15099513646886198,-0.5093649007751146,0.9694814431656537,126,0.020940090973125658,-0.5093649007751146,0.24651490022586753,-0.34705763874344664,0.8753739527285833,1.0
B,var,0.25,101087,0.2767683027908323,-0.5762029668855625,0.9079270658218027,118,0.324979644169177,-0.41630965412738785,0.24625140860163386,-0.5762029668855625,0.9256698357821953,1.0
B,var,0.25,101088,0.11681847901658027,-0.5272019377951915,0.9694814431656537,126,0.10624271131122298,-0.5272019377951915,0.12423541941838656,-0.4382087861268827,0.8734303284817857,1.0
B,var,0.25,101089,0.13145113841021883,-0.6846081287253706,0.9079270658218027,118,0.10478517850721736,-0.49943695089292606,0.1465195197582556,-0.6846081287253706,0.9256698357821953,1.0
B,var,0.25,101090,0.20682646143169325,-0.49222555967010834,0.9694814431656537,126,0.29542491777183,-0.49222555967010834,0.14929133581898069,-0.4326638945065588,0.8750816128074437,1.0
B,var,0.25,101091,0.28347620318211586,-0.6955146387280433,0.9079270658218027,118,0.5860849582384888,-0.3759948312648976,0.10463314683350022,-0.6955146387280433,0.9256698357821953,1.0
B,var,0.25,101092,0.24552262844925954,-0.6287568168157812,0.9079270658218027,118,0.3428499673422236,-0.4375963632432147,0.1799081152932165,-0.6287568168157812,0.9174963947786063,1.0
B,var,0.25,101093,0.20819953383385825,-0.5417628895699007,0.9079270658218027,118,0.13622930868147076,-0.5417628895699007,0.2578344146900078,-0.4339502929731297,0.9256698357821953,1.0
B,var,0.25,101094,0.2349546173346455,-0.5317574112043244,0.9694814431656537,126,0.28991325276066937,-0.40081080811255887,0.19816469005427284,-0.5317574112043244,0.8742854975420793,1.0
B,var,0.25,101095,0.10876415040069976,-0.7138704322285675,0.9079270658218027,118,0.13350523787119406,-0.5819681039799395,0.08464015325618579,-0.7138704322285675,0.9182400754001371,1.0
B,var,0.25,101096,0.25561738298569914,-0.5216680911038835,0.9694814431656537,126,0.5150514035741025,-0.44906977767939305,0.0945119133970036,-0.5216680911038835,0.875481122536955,1.0
B,var,0.25,101097,0.22715459697480167,-0.5659934070869544,0.9694814431656537,126,0.25578457319684134,-0.4284508873612542,0.20588981875883516,-0.5659934070869544,0.8738638827350098,1.0
B,var,0.25,101098,0.19265009383196263,-0.715946677607479,1.0464244148454676,136,0.5110025157421603,-0.4125987004588706,0.007638689072029692,-0.715946677607479,0.9252593185322212,1.0
B,var,0.25,101099,0.16648283156107535,-0.55949470954443,0.9694814431656537,126,0.20648432128670624,-0.55949470954443,0.13471407045341044,-0.5179015626115034,0.8736401728621476,1.0
B,var,0.25,101100,0.27190060145199335,-0.504858221387859,0.9079270658218027,118,0.10517632597532778,-0.504858221387859,0.40325131803843206,-0.4747113144251814,0.9180792246694326,1.0
B,var,0.25,101101,0.20000286501450093,-0.4889279784146753,0.9694814431656537,126,0.25764744320739186,-0.4156549375812454,0.1590205746115878,-0.4889279784146753,0.8732715541516577,1.0
B,var,0.25,101102,0.2923445495775874,-0.4721604025710396,0.9694814431656537,126,0.26229515972862916,-0.4721604025710396,0.30907363444008307,-0.4250900278845228,0.8763981716363066,1.0
B,var,0.25,101103,0.2229637790361989,-0.4968430131816231,0.9694814431656537,126,0.34225705528190953,-0.39356507203681296,0.1468797931266861,-0.4968430131816231,0.8743840072756566,1.0
B,var,0.25,101104,0.2474523043565735,-0.6579641302382535,0.9694814431656537,126,0.4452824921874583,-0.3424819520402785,0.12911795323387243,-0.6579641302382535,0.8746481507457745,1.0
B,var,0.25,101105,0.08581144106022331,-0.705694855093052,0.9079270658218027,118,0.04489357140883121,-0.565147039581451,0.11365771962995064,-0.705694855093052,0.9256698357821953,1.0
B,var,0.25,101106,0.1804514787432201,-0.6118165783678388,1.0002586318375792,130,0.2028758038831795,-0.5793349826088416,0.16477906642478013,-0.6118165783678388,0.9252283705391349,1.0
B,var,0.25,101107,0.21572022585094075,-0.5054496602040164,0.9694814431656537,126,0.15068166031959307,-0.5011485624093392,0.2617290059765247,-0.5054496602040164,0.8742551039307657,1.0
B,var,0.25,101108,0.2353861081871329,-0.5047173659698718,0.9694814431656537,126,0.3209196188139567,-0.47259034770921454,0.17887267181200195,-0.5047173659698718,0.873843251928516,1.0
B,var,0.25,101109,0.05808837465364536,-0.6479007997726354,0.9079270658218027,118,0.07525675493157369,-0.5318558781036906,0.04971362931482437,-0.6479007997726354,0.9256698357821953,1.0
B,var,0.25,101110,0.11860171540284492,-0.6916565168720314,0.9079270658218027,118,0.295712027121815,-0.4199425666042712,0.011080386267305231,-0.6916565168720314,0.9256698357821953,1.0
B,var,0.25,101111,0.20758960528970438,-0.48854377860689824,0.9694814431656537,126,0.25363048052436166,-0.3581286366531763,0.17520528694305293,-0.48854377860689824,0.8737887967241098,1.0
B,var,0.25,101112,0.16577963937290452,-0.720262186739677,0.9079270658218027,118,0.46168588959141355,-0.4428010796281365,-0.007599272372167065,-0.720262186739677,0.9256698357821953,1.0
B,var,0.25,101113,0.30913997341425703,-0.6142764030451419,0.9694814431656537,126,0.5379375002410769,-0.3351021360573902,0.17003204087724422,-0.6142764030451419,0.8747964420641792,1.0
B,var,0.25,101114,0.19460966535736945,-0.5268578321851837,0.9079270658218027,118,0.11782131560632925,-0.5268578321851837,0.24551046598003,-0.4759987978673444,0.9256698357821953,1.0
B,var,0.25,101115,0.2527020802821516,-0.47737140818396145,0.9694814431656537,126,0.4613905583454023,-0.3832721950242658,0.1241848604474729,-0.47737140818396145,0.866021506633373,1.0
B,var,0.25,101116,0.05049867819300258,-0.5593327934920436,0.9694814431656537,126,0.008057867591199086,-0.5311389232418623,0.07986818630645631,-0.5593327934920436,0.8661482116396251,1.0
B,var,0.25,101117,0.20670167510623916,-0.48029108274656346,0.9694814431656537,126,0.17385971562793645,-0.46889787994695054,0.22522225948445107,-0.48029108274656346,0.8750578750206285,1.0
B,var,0.25,101118,0.2449929636274082,-0.41493244908904636,0.9694814431656537,126,0.29276452791430674,-0.33326281423544807,0.21467350742815916,-0.41493244908904636,0.8736739710608984,1.0
B,var,0.25,101119,0.2573999036914416,-0.4089741582927659,0.9694814431656537,126,0.3882377619444626,-0.4089741582927659,0.1732199025889991,-0.4062009639635051,0.8754273133424494,1.0
B,var,0.25,101120,0.0350243494092497,-0.6724008477755126,0.9079270658218027,118,0.03509121176235985,-0.5556269131380186,0.030751004496508028,-0.6724008477755126,0.9256698357821953,1.0
B,var,0.25,101121,0.3741301342695911,-0.42864486473267815,0.9694814431656537,126,0.5854017385335177,-0.38442802593288405,0.24192239628350243,-0.42864486473267815,0.873793652612704,1.0
B,var,0.25,101122,0.3614031725781057,-0.6328125943438546,0.9079270658218027,118,0.18189184128268154,-0.6328125943438546,0.5015184156089327,-0.3885880564108655,0.9256698357821953,1.0
B,var,0.25,101123,0.219995493994102,-0.6100683189655918,0.9694814431656537,126,0.1939402820138636,-0.6100683189655918,0.23446989253515294,-0.5121584604285655,0.8741144010845491,1.0
B,var,0.25,101124,0.2053039718516625,-0.49599410815854883,0.9694814431656537,126,0.08099019290905596,-0.49599410815854883,0.2943834944586128,-0.3708386641780515,0.8750220999991043,1.0
B,var,0.25,101125,0.3383669898240378,-0.5016237678241361,0.9079270658218027,118,0.40094076997909833,-0.3577473927947352,0.3010256016327606,-0.5016237678241361,0.9256698357821953,1.0
B,var,0.25,101126,0.12791530382780936,-0.6511276721482434,0.9694814431656537,126,0.3016155629674695,-0.5007663283342906,0.020012968735126258,-0.6511276721482434,0.8739549968058284,1.0
B,var,0.25,101127,0.11233258557258363,-0.5675333869062886,0.9079270658218027,118,-0.0036089183886278686,-0.5675333869062886,0.19919189696045536,-0.536387512844504,0.9256698357821953,1.0
B,var,0.25,101128,0.1515347221190213,-0.6349998803193792,0.9079270658218027,118,0.21994846326769557,-0.6218905710750571,0.10540446081214072,-0.6349998803193792,0.9256698357821953,1.0
B,var,0.25,101129,0.19355001402266647,-0.5457170529052533,0.9079270658218027,118,0.289820327210055,-0.5104983206272616,0.1258790677231394,-0.5457170529052533,0.9256698357821953,1.0
B,var,0.25,101130,0.10208270439632305,-0.5640385137717686,0.9694814431656537,126,0.06994036410628302,-0.49797639403761834,0.12126821781964736,-0.5640385137717686,0.8743349544364376,1.0
B,var,0.25,101131,0.30065493968783574,-0.47169582758287665,0.9079270658218027,118,0.4901517417922501,-0.41979260761168635,0.1821864119746257,-0.47169582758287665,0.9169228782493521,1.0
B,var,0.25,101132,0.36469339750166574,-0.5211173150368958,0.9694814431656537,126,0.5667083978060319,-0.4316903760405306,0.23860983979271988,-0.5211173150368958,0.8753940159957737,1.0
B,var,0.25,101133,0.4064276389264061,-0.41008233639780095,0.9079270658218027,118,0.6671735691181666,-0.34486938018929797,0.24889385658226293,-0.41008233639780095,0.9256698357821953,1.0
B,var,0.25,101134,0.31784882110133617,-0.5274707221115834,0.9079270658218027,118,0.4149775828565021,-0.38739854244828803,0.25846107535492413,-0.5274707221115834,0.9256698357821953,1.0
B,var,0.25,101135,0.20650588600787323,-0.6209769068304622,1.0387301176774861,135,0.26736892104467613,-0.6209769068304622,0.15834666986335177,-0.5054896190920796,0.9259653835563272,1.0
B,var,0.25,101136,0.1649340867876381,-0.5762576427820397,0.9694814431656537,126,0.3633612444059242,-0.4824059096942248,0.045149966503224226,-0.5762576427820397,0.8740481056978331,1.0
B,var,0.25,101137,0.29353930737615963,-0.44843089886179915,0.9694814431656537,126,0.46738033742242124,-0.44843089886179915,0.18889853135585533,-0.4231388163046856,0.8736524784056109,1.0
B,var,0.25,101138,0.2084743794910402,-0.6444463771060382,0.9694814431656537,126,0.2620094485726161,-0.35817354027349874,0.17067419836901343,-0.6444463771060382,0.8742393468829336,1.0
B,var,0.25,101139,0.16822174275288582,-0.5230385843786978,0.9694814431656537,126,0.12535231468114172,-0.49934552316782616,0.19664944979374477,-0.5230385843786978,0.8666175314396798,1.0
B,var,0.25,101140,0.20987093542690283,-0.5538919333204074,0.9694814431656537,126,0.23839284283641948,-0.4266776236672188,0.18830901861696225,-0.5538919333204074,0.8744819818046,1.0
B,var,0.25,101141,0.2637364517465628,-0.4015226756881433,0.9079270658218027,118,0.2565441584695871,-0.3658832446138972,0.2659991737185723,-0.4015226756881433,0.9256698357821953,1.0
B,var,0.25,101142,0.23859566428091328,-0.4312157762094922,0.9079270658218027,118,0.4321125577045566,-0.4233962056298132,0.11894886613496891,-0.4312157762094922,0.9256698357821953,1.0
B,var,0.25,101143,0.11404706083857863,-0.580463322399926,0.9694814431656537,126,-0.012776882109957532,-0.580463322399926,0.2132247545037198,-0.5365900681442939,0.8738045718566949,1.0
B,var,0.25,101144,0.3192366418966559,-0.42204488308125915,0.9694814431656537,126,0.3287129771892694,-0.42204488308125915,0.30892181413684505,-0.354714510446289,0.8748727975380215,1.0
B,var,0.25,101145,0.2657998661973,-0.6401954849157808,0.9694814431656537,126,0.452778531025787,-0.3265156020296316,0.14874709114720508,-0.6401954849157808,0.8741935885453932,1.0
B,var,0.25,101146,0.12854673278491768,-0.5154900161773943,0.9694814431656537,126,-0.00281639517852017,-0.5154900161773943,0.22511548903139933,-0.4480412854768053,0.8743039804672699,1.0
B,var,0.25,101147,0.07148306701443996,-0.598433040939334,0.9079270658218027,118,0.04296871703646565,-0.5088450782741792,0.08730358186074216,-0.598433040939334,0.9256698357821953,1.0
B,var,0.25,101148,0.15567650839647462,-0.5302221521315374,0.9694814431656537,126,0.2538697602719253,-0.5302221521315374,0.08245608805198668,-0.4910126245724561,0.8751758377502695,1.0
B,var,0.25,101149,0.08680694545878609,-0.578904710744014,0.9079270658218027,118,0.06406092391170848,-0.578904710744014,0.09966523256857984,-0.5460548711460629,0.917355405628415,1.0
B,var,0.25,101150,0.18531075339483016,-0.5416791710111711,1.0310358205095047,134,0.28395006578642246,-0.38252851408792277,0.11510213317138196,-0.5416791710111711,0.9236958717848024,1.0
