month,entry_pos,cand,N,rate_real,sold_out,sigset,rate
2024-12,2418,42,15,0.35714285714285715,False,C,0.35
2025-01,2440,51,18,0.35294117647058826,False,C,0.35
2025-02,2455,54,19,0.35185185185185186,False,C,0.35
2025-03,2474,37,13,0.35135135135135137,False,C,0.35
2025-04,2495,24,8,0.3333333333333333,False,C,0.35
2025-05,2515,21,7,0.3333333333333333,False,C,0.35
2025-06,2535,30,11,0.36666666666666664,False,C,0.35
2025-07,2556,37,13,0.35135135135135137,False,C,0.35
2025-08,2579,59,21,0.3559322033898305,False,C,0.35
2025-09,2600,57,20,0.3508771929824561,False,C,0.35
2025-10,2621,69,24,0.34782608695652173,False,C,0.35
2025-11,2641,111,39,0.35135135135135137,False,C,0.35
2025-12,2661,60,21,0.35,False,C,0.35
2026-01,2683,68,24,0.35294117647058826,False,C,0.35
2026-02,2704,136,48,0.35294117647058826,False,C,0.35
2026-03,2716,132,46,0.3484848484848485,False,C,0.35
2017-03,523,18,9,0.5,False,C,0.5
2017-04,546,10,5,0.5,False,C,0.5
2017-05,564,46,23,0.5,False,C,0.5
2017-06,584,13,7,0.5384615384615384,False,C,0.5
2017-07,607,25,13,0.52,False,C,0.5
2017-08,628,54,27,0.5,False,C,0.5
2017-09,651,40,20,0.5,False,C,0.5
2017-10,673,65,33,0.5076923076923077,False,C,0.5
2017-11,692,79,40,0.5063291139240507,False,C,0.5
2017-12,714,36,18,0.5,False,C,0.5
2018-01,735,48,24,0.5,False,C,0.5
2018-02,757,56,28,0.5,False,C,0.5
2018-03,770,61,31,0.5081967213114754,False,C,0.5
2018-04,793,8,4,0.5,False,C,0.5
2018-05,811,52,26,0.5,False,C,0.5
2018-06,833,31,16,0.5161290322580645,False,C,0.5
2018-07,853,61,31,0.5081967213114754,False,C,0.5
2018-08,875,50,25,0.5,False,C,0.5
2018-09,898,50,25,0.5,False,C,0.5
2018-10,917,40,20,0.5,False,C,0.5
2018-11,939,14,7,0.5,False,C,0.5
2018-12,961,13,7,0.5384615384615384,False,C,0.5
2019-01,982,18,9,0.5,False,C,0.5
2019-02,1003,33,17,0.5151515151515151,False,C,0.5
2019-03,1016,38,19,0.5,False,C,0.5
2019-04,1036,5,3,0.6,False,C,0.5
2019-05,1056,30,15,0.5,False,C,0.5
2019-06,1078,24,12,0.5,False,C,0.5
2019-07,1097,22,11,0.5,False,C,0.5
2019-08,1120,29,15,0.5172413793103449,False,C,0.5
2019-09,1141,47,24,0.5106382978723404,False,C,0.5
2019-10,1160,62,31,0.5,False,C,0.5
2019-11,1181,54,27,0.5,False,C,0.5
2019-12,1202,42,21,0.5,False,C,0.5
2020-01,1224,22,11,0.5,False,C,0.5
2020-02,1239,42,21,0.5,False,C,0.5
2020-03,1258,13,7,0.5384615384615384,False,C,0.5
2020-04,1280,7,4,0.5714285714285714,False,C,0.5
2020-05,1300,20,10,0.5,False,C,0.5
2020-06,1320,49,25,0.5102040816326531,False,C,0.5
2020-07,1340,52,26,0.5,False,C,0.5
2020-08,1363,88,44,0.5,False,C,0.5
2020-09,1384,91,46,0.5054945054945055,False,C,0.5
2020-10,1406,72,36,0.5,False,C,0.5
2020-11,1425,103,52,0.5048543689320388,False,C,0.5
2020-12,1446,56,28,0.5,False,C,0.5
2021-01,1469,99,50,0.5050505050505051,False,C,0.5
2021-02,1489,121,61,0.5041322314049587,False,C,0.5
2021-03,1502,127,64,0.5039370078740157,False,C,0.5
2021-04,1524,15,8,0.5333333333333333,False,C,0.5
2021-05,1543,217,109,0.5023041474654378,False,C,0.5
2021-06,1564,95,48,0.5052631578947369,False,C,0.5
2021-07,1585,109,55,0.5045871559633027,False,C,0.5
2021-08,1607,130,65,0.5,False,C,0.5
2021-09,1629,141,71,0.5035460992907801,False,C,0.5
2021-10,1649,91,46,0.5054945054945055,False,C,0.5
2021-11,1669,42,21,0.5,False,C,0.5
2021-12,1691,65,33,0.5076923076923077,False,C,0.5
2022-01,1713,112,56,0.5,False,C,0.5
2022-02,1731,101,51,0.504950495049505,False,C,0.5
2022-03,1746,70,35,0.5,False,C,0.5
2022-04,1769,6,3,0.5,False,C,0.5
2022-05,1788,59,30,0.5084745762711864,False,C,0.5
2022-06,1809,28,14,0.5,False,C,0.5
2022-07,1830,37,19,0.5135135135135135,False,C,0.5
2022-08,1851,49,25,0.5102040816326531,False,C,0.5
2022-09,1874,59,30,0.5084745762711864,False,C,0.5
2022-10,1895,76,38,0.5,False,C,0.5
2022-11,1915,38,19,0.5,False,C,0.5
2022-12,1937,25,13,0.52,False,C,0.5
2023-01,1959,47,24,0.5106382978723404,False,C,0.5
2023-02,1972,45,23,0.5111111111111111,False,C,0.5
2023-03,1990,25,13,0.52,False,C,0.5
2023-04,2013,12,6,0.5,False,C,0.5
2023-05,2030,82,41,0.5,False,C,0.5
2023-06,2052,23,12,0.5217391304347826,False,C,0.5
2023-07,2072,38,19,0.5,False,C,0.5
2023-08,2093,43,22,0.5116279069767442,False,C,0.5
2023-09,2115,27,14,0.5185185185185185,False,C,0.5
2023-10,2135,41,21,0.5121951219512195,False,C,0.5
2023-11,2155,30,15,0.5,False,C,0.5
2023-12,2177,35,18,0.5142857142857142,False,C,0.5
2024-01,2198,43,22,0.5116279069767442,False,C,0.5
2024-02,2220,56,28,0.5,False,C,0.5
2024-03,2233,40,20,0.5,False,C,0.5
2024-04,2254,13,7,0.5384615384615384,False,C,0.5
2024-05,2274,41,21,0.5121951219512195,False,C,0.5
2024-06,2296,33,17,0.5151515151515151,False,C,0.5
2024-07,2315,58,29,0.5,False,C,0.5
2024-08,2336,80,40,0.5,False,C,0.5
2024-09,2358,81,41,0.5061728395061729,False,C,0.5
2024-10,2378,58,29,0.5,False,C,0.5
2024-11,2397,59,30,0.5084745762711864,False,C,0.5
2024-12,2418,42,21,0.5,False,C,0.5
2025-01,2440,51,26,0.5098039215686274,False,C,0.5
2025-02,2455,54,27,0.5,False,C,0.5
2025-03,2474,37,19,0.5135135135135135,False,C,0.5
2025-04,2495,24,12,0.5,False,C,0.5
2025-05,2515,21,11,0.5238095238095238,False,C,0.5
2025-06,2535,30,15,0.5,False,C,0.5
2025-07,2556,37,19,0.5135135135135135,False,C,0.5
2025-08,2579,59,30,0.5084745762711864,False,C,0.5
2025-09,2600,57,29,0.5087719298245614,False,C,0.5
2025-10,2621,69,35,0.5072463768115942,False,C,0.5
2025-11,2641,111,56,0.5045045045045045,False,C,0.5
2025-12,2661,60,30,0.5,False,C,0.5
2026-01,2683,68,34,0.5,False,C,0.5
2026-02,2704,136,68,0.5,False,C,0.5
2026-03,2716,132,66,0.5,False,C,0.5
2017-03,523,18,14,0.7777777777777778,False,C,0.75
2017-04,546,10,8,0.8,False,C,0.75
2017-05,564,46,35,0.7608695652173914,False,C,0.75
2017-06,584,13,10,0.7692307692307693,False,C,0.75
2017-07,607,25,19,0.76,False,C,0.75
2017-08,628,54,41,0.7592592592592593,False,C,0.75
2017-09,651,40,30,0.75,False,C,0.75
2017-10,673,65,49,0.7538461538461538,False,C,0.75
2017-11,692,79,59,0.7468354430379747,False,C,0.75
2017-12,714,36,27,0.75,False,C,0.75
2018-01,735,48,36,0.75,False,C,0.75
2018-02,757,56,42,0.75,False,C,0.75
2018-03,770,61,46,0.7540983606557377,False,C,0.75
2018-04,793,8,6,0.75,False,C,0.75
2018-05,811,52,39,0.75,False,C,0.75
2018-06,833,31,23,0.7419354838709677,False,C,0.75
2018-07,853,61,46,0.7540983606557377,False,C,0.75
2018-08,875,50,38,0.76,False,C,0.75
2018-09,898,50,38,0.76,False,C,0.75
2018-10,917,40,30,0.75,False,C,0.75
2018-11,939,14,11,0.7857142857142857,False,C,0.75
2018-12,961,13,10,0.7692307692307693,False,C,0.75
2019-01,982,18,14,0.7777777777777778,False,C,0.75
2019-02,1003,33,25,0.7575757575757576,False,C,0.75
2019-03,1016,38,29,0.7631578947368421,False,C,0.75
2019-04,1036,5,4,0.8,False,C,0.75
2019-05,1056,30,23,0.7666666666666667,False,C,0.75
2019-06,1078,24,18,0.75,False,C,0.75
2019-07,1097,22,17,0.7727272727272727,False,C,0.75
2019-08,1120,29,22,0.7586206896551724,False,C,0.75
2019-09,1141,47,35,0.7446808510638298,False,C,0.75
2019-10,1160,62,47,0.7580645161290323,False,C,0.75
2019-11,1181,54,41,0.7592592592592593,False,C,0.75
2019-12,1202,42,32,0.7619047619047619,False,C,0.75
2020-01,1224,22,17,0.7727272727272727,False,C,0.75
2020-02,1239,42,32,0.7619047619047619,False,C,0.75
2020-03,1258,13,10,0.7692307692307693,False,C,0.75
2020-04,1280,7,5,0.7142857142857143,False,C,0.75
2020-05,1300,20,15,0.75,False,C,0.75
2020-06,1320,49,37,0.7551020408163265,False,C,0.75
2020-07,1340,52,39,0.75,False,C,0.75
2020-08,1363,88,66,0.75,False,C,0.75
2020-09,1384,91,68,0.7472527472527473,False,C,0.75
2020-10,1406,72,54,0.75,False,C,0.75
2020-11,1425,103,77,0.7475728155339806,False,C,0.75
2020-12,1446,56,42,0.75,False,C,0.75
2021-01,1469,99,74,0.7474747474747475,False,C,0.75
2021-02,1489,121,91,0.7520661157024794,False,C,0.75
2021-03,1502,127,95,0.7480314960629921,False,C,0.75
2021-04,1524,15,11,0.7333333333333333,False,C,0.75
2021-05,1543,217,163,0.7511520737327189,False,C,0.75
2021-06,1564,95,71,0.7473684210526316,False,C,0.75
2021-07,1585,109,82,0.7522935779816514,False,C,0.75
2021-08,1607,130,98,0.7538461538461538,False,C,0.75
2021-09,1629,141,106,0.75177304964539,False,C,0.75
2021-10,1649,91,68,0.7472527472527473,False,C,0.75
2021-11,1669,42,32,0.7619047619047619,False,C,0.75
2021-12,1691,65,49,0.7538461538461538,False,C,0.75
2022-01,1713,112,84,0.75,False,C,0.75
2022-02,1731,101,76,0.7524752475247525,False,C,0.75
2022-03,1746,70,53,0.7571428571428571,False,C,0.75
2022-04,1769,6,5,0.8333333333333334,False,C,0.75
2022-05,1788,59,44,0.7457627118644068,False,C,0.75
2022-06,1809,28,21,0.75,False,C,0.75
2022-07,1830,37,28,0.7567567567567568,False,C,0.75
2022-08,1851,49,37,0.7551020408163265,False,C,0.75
2022-09,1874,59,44,0.7457627118644068,False,C,0.75
2022-10,1895,76,57,0.75,False,C,0.75
2022-11,1915,38,29,0.7631578947368421,False,C,0.75
2022-12,1937,25,19,0.76,False,C,0.75
2023-01,1959,47,35,0.7446808510638298,False,C,0.75
2023-02,1972,45,34,0.7555555555555555,False,C,0.75
2023-03,1990,25,19,0.76,False,C,0.75
2023-04,2013,12,9,0.75,False,C,0.75
2023-05,2030,82,62,0.7560975609756098,False,C,0.75
2023-06,2052,23,17,0.7391304347826086,False,C,0.75
2023-07,2072,38,29,0.7631578947368421,False,C,0.75
2023-08,2093,43,32,0.7441860465116279,False,C,0.75
2023-09,2115,27,20,0.7407407407407407,False,C,0.75
2023-10,2135,41,31,0.7560975609756098,False,C,0.75
2023-11,2155,30,23,0.7666666666666667,False,C,0.75
2023-12,2177,35,26,0.7428571428571429,False,C,0.75
2024-01,2198,43,32,0.7441860465116279,False,C,0.75
2024-02,2220,56,42,0.75,False,C,0.75
2024-03,2233,40,30,0.75,False,C,0.75
2024-04,2254,13,10,0.7692307692307693,False,C,0.75
2024-05,2274,41,31,0.7560975609756098,False,C,0.75
2024-06,2296,33,25,0.7575757575757576,False,C,0.75
2024-07,2315,58,44,0.7586206896551724,False,C,0.75
2024-08,2336,80,60,0.75,False,C,0.75
2024-09,2358,81,61,0.7530864197530864,False,C,0.75
2024-10,2378,58,44,0.7586206896551724,False,C,0.75
2024-11,2397,59,44,0.7457627118644068,False,C,0.75
2024-12,2418,42,32,0.7619047619047619,False,C,0.75
2025-01,2440,51,38,0.7450980392156863,False,C,0.75
2025-02,2455,54,41,0.7592592592592593,False,C,0.75
2025-03,2474,37,28,0.7567567567567568,False,C,0.75
2025-04,2495,24,18,0.75,False,C,0.75
2025-05,2515,21,16,0.7619047619047619,False,C,0.75
2025-06,2535,30,23,0.7666666666666667,False,C,0.75
2025-07,2556,37,28,0.7567567567567568,False,C,0.75
2025-08,2579,59,44,0.7457627118644068,False,C,0.75
2025-09,2600,57,43,0.7543859649122807,False,C,0.75
2025-10,2621,69,52,0.7536231884057971,False,C,0.75
2025-11,2641,111,83,0.7477477477477478,False,C,0.75
2025-12,2661,60,45,0.75,False,C,0.75
2026-01,2683,68,51,0.75,False,C,0.75
2026-02,2704,136,102,0.75,False,C,0.75
2026-03,2716,132,99,0.75,False,C,0.75
