r,格,n,D,lo,hi,判過
3,乙_w,18277,-0.014083084826536132,-0.016502426949613944,-0.011663742703458319,True
3,乙_hs,5022,-0.009708567530483702,-0.014116711841574762,-0.005300423219392642,True
3,乙_flag,3603,-0.006735044825097289,-0.014706930538819898,0.0012368408886253212,False
3,乙_trend,45169,-0.008098777804929194,-0.009434979908436284,-0.006762575701422105,True
4,甲_box_H60,10238,0.04522367649931627,0.036264467000112356,0.05418288599852019,True
4,甲_box_H120,10238,0.031256104707950774,0.02254174471187318,0.03997046470402837,True
4,甲_cup_H60,127,0.023622047244094488,-0.06450518370987272,0.1117492781980617,False
4,甲_cup_H120,127,0.031496062992125984,-0.06748514019289872,0.1304772661771507,False
4,甲_w_H60,4251,0.1011526699600094,0.08176865300636882,0.12053668691364999,True
4,甲_w_H120,4251,0.06539637732298283,0.04750466251156879,0.08328809213439686,True
4,甲_hs_H60,2709,0.059431524547803614,0.03455930463334745,0.08430374446225977,True
4,甲_hs_H120,2709,0.05057216685123662,0.027850515161666315,0.07329381854080692,True
4,甲_flag_H60,828,0.09903381642512077,0.05605453516166137,0.14201309768858017,True
4,甲_flag_H120,828,0.11473429951690821,0.06973413297325977,0.15973446606055663,True
4,乙_box,150636,-0.010447348522785609,-0.011397043955031633,-0.009497653090539585,True
4,乙_cup,397,0.004946987581006468,-0.010914820396953604,0.02080879555896654,False
4,乙_w,18277,-0.014342848469412894,-0.01681175522602142,-0.011873941712804367,True
4,乙_hs,5022,-0.0070507530387357055,-0.011743228902964895,-0.0023582771745065158,True
4,乙_flag,3603,-0.0025756602784766805,-0.009479822005223036,0.004328501448269676,False
4,乙_trend,45169,-0.008213923964653732,-0.00954961984169199,-0.006878228087615475,True
5,甲_box_H60,10238,0.049716741551084194,0.040589512340227826,0.05884397076194056,True
5,甲_box_H120,10238,0.03594452041414339,0.027718275633151962,0.04417076519513481,True
5,甲_cup_H60,127,0.05511811023622047,-0.04399712549804856,0.1542333459704895,False
5,甲_cup_H120,127,0.11811023622047244,0.01961974724868354,0.21660072519226134,True
5,甲_w_H60,4251,0.09762408844977652,0.07651556583358451,0.11873261106596852,True
5,甲_w_H120,4251,0.06963067513526229,0.051470936699645746,0.08779041357087883,True
5,甲_hs_H60,2709,0.07198228128460686,0.05263889790872123,0.0913256646604925,True
5,甲_hs_H120,2709,0.05389442598744924,0.03297611411303181,0.07481273786186668,True
5,甲_flag_H60,828,0.06521739130434782,0.01893276140887716,0.11150202119981849,True
5,甲_flag_H120,828,0.0640096618357488,0.01772014573592924,0.11029917793556836,True
5,乙_box,150636,-0.010117558838234637,-0.011081902354057578,-0.009153215322411696,True
5,乙_cup,397,-0.00482770605611662,-0.015495356537082974,0.005839944424849734,False
5,乙_w,18277,-0.01361168244087931,-0.016144671217240898,-0.011078693664517723,True
5,乙_hs,5022,-0.008456164098788068,-0.012994477898037565,-0.003917850299538572,True
5,乙_flag,3603,-0.005936566326961496,-0.013018564471902548,0.0011454318179795562,False
5,乙_trend,45169,-0.008186465617319155,-0.009633624969664389,-0.00673930626497392,True
6,甲_box_H60,10238,0.04014455948427427,0.030977560004578887,0.04931155896396965,True
6,甲_box_H120,10238,0.028423520218792735,0.020986213736883873,0.0358608267007016,True
6,甲_cup_H60,127,0.10236220472440945,0.01726470985705647,0.18745969959176242,True
6,甲_cup_H120,127,0.12598425196850394,0.022480958813037993,0.22948754512396988,True
6,甲_w_H60,4251,0.09927075982121854,0.0795435049735991,0.11899801466883797,True
6,甲_w_H120,4251,0.06986591390261115,0.05252331591964465,0.08720851188557766,True
6,甲_hs_H60,2709,0.0812107788851975,0.05690043070458628,0.10552112706580871,True
6,甲_hs_H120,2709,0.05537098560354374,0.03303856854180845,0.07770340266527903,True
6,甲_flag_H60,828,0.09903381642512077,0.04816457977065071,0.14990305307959084,True
6,甲_flag_H120,828,0.09782608695652174,0.04558860819253211,0.15006356572051138,True
6,乙_box,150636,-0.01029999444006231,-0.011217004135176255,-0.009382984744948364,True
6,乙_cup,397,0.004528423304219807,-0.008509909134116266,0.017566755742555878,False
6,乙_w,18277,-0.014857969567198162,-0.017290310427131615,-0.012425628707264708,True
6,乙_hs,5022,-0.008316627511007731,-0.012998317640060061,-0.003634937381955401,True
6,乙_flag,3603,-0.004904514696700416,-0.012445454598070914,0.0026364252046700834,False
6,乙_trend,45169,-0.008020508612968855,-0.00937641753779662,-0.006664599688141092,True
7,甲_box_H60,10238,0.05342840398515335,0.04445377833403172,0.062403029636274976,True
7,甲_box_H120,10238,0.03819105294002735,0.031153930864189702,0.045228175015865,True
7,甲_cup_H60,127,0.09448818897637795,-0.0218287126264015,0.21080509057915742,False
7,甲_cup_H120,127,0.12598425196850394,0.0095697618690605,0.24239874206794737,True
7,甲_w_H60,4251,0.10185838626205598,0.08063282192700252,0.12308395059710944,True
7,甲_w_H120,4251,0.07151258527405316,0.05364040350392978,0.08938476704417653,True
7,甲_hs_H60,2709,0.07419712070874862,0.04202817564721065,0.1063660657702866,True
7,甲_hs_H120,2709,0.05795496493170912,0.030966177768502825,0.0849437520949154,True
7,甲_flag_H60,828,0.09782608695652174,0.051187968376349945,0.14446420553669354,True
