arm,類,名,n,cagr_med,mdd_med,ratio,label,vs_v1_both_pos,vs_v1_both_neg,vs_v1,d_cagr_med,d_mdd_med,cagr_p10,cagr_p90,mdd_p10,mdd_p90,n_stop,n_stop_p10,n_stop_p90,stop_frac_pos,stop_frac_pos_p10,stop_frac_pos_p90,held_mean,held_mean_p10,held_mean_p90,turnover_yr,turnover_yr_p10,turnover_yr_p90,cost_total,cost_total_p10,cost_total_p90,cost_drag_yr,cost_drag_yr_p10,cost_drag_yr_p90,dist0_med,dist0_med_p10,dist0_med_p90,dist0_p10,dist0_p10_p10,dist0_p10_p90,dist0_p90,dist0_p90_p10,dist0_p90_p90,trig_bar_med,trig_bar_med_p10,trig_bar_med_p90,trig_bar_p10,trig_bar_p10_p10,trig_bar_p10_p90,trig_bar_p90,trig_bar_p90_p10,trig_bar_p90_p90,stop_ret_mean,stop_ret_mean_p10,stop_ret_mean_p90,stop_ret_med,stop_ret_med_p10,stop_ret_med_p90,stop_ret_p10,stop_ret_p10_p10,stop_ret_p10_p90,stop_ret_p90,stop_ret_p90_p10,stop_ret_p90_p90,stop_h120_mean,stop_h120_mean_p10,stop_h120_mean_p90,stop_h120_med,stop_h120_med_p10,stop_h120_med_p90,stop_h120_better_frac,stop_h120_better_frac_p10,stop_h120_better_frac_p90,rep_ret_mean,rep_ret_mean_p10,rep_ret_mean_p90,rep_ret_med,rep_ret_med_p10,rep_ret_med_p90,cont_ret_mean,cont_ret_mean_p10,cont_ret_mean_p90,cont_ret_med,cont_ret_med_p10,cont_ret_med_p90,rep_better_frac,rep_better_frac_p10,rep_better_frac_p90,rep_pairs,rep_pairs_p10,rep_pairs_p90,rebuy20_n,rebuy20_n_p10,rebuy20_n_p90,rebuy20_ret_mean,rebuy20_ret_mean_p10,rebuy20_ret_mean_p90,rebuy20_ret_med,rebuy20_ret_med_p10,rebuy20_ret_med_p90,cash_mean,cash_mean_p10,cash_mean_p90,cash_med,cash_med_p10,cash_med_p90,nx_n,nx_n_p10,nx_n_p90,nx_pending_end,nx_pending_end_p10,nx_pending_end_p90,nxw_med,nxw_med_p10,nxw_med_p90,nxw_p90,nxw_p90_p10,nxw_p90_p90,nxw_sameday_frac,nxw_sameday_frac_p10,nxw_sameday_frac_p90,nxsz_med,nxsz_med_p10,nxsz_med_p90,normal_n,normal_n_p10,normal_n_p90,trades,trades_p10,trades_p90,expo,expo_p10,expo_p90,sl_block_days,sl_block_days_p10,sl_block_days_p90,ddlog_單日暴跌型,ddlog_單日暴跌型_p10,ddlog_單日暴跌型_p90,ddlog_延續下跌型,ddlog_延續下跌型_p10,ddlog_延續下跌型_p90,ddlog_混合型,ddlog_混合型_p10,ddlog_混合型_p90,dd_單日暴跌型,dd_單日暴跌型_p10,dd_單日暴跌型_p90,dd_延續下跌型,dd_延續下跌型_p10,dd_延續下跌型_p90,dd_混合型,dd_混合型_p10,dd_混合型_p90,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026
a_R0_20,ⓐ整份,ⓐ整份 R0-20（第 20 天還在買進價以下）,200,0.35488073642067175,-0.37478886559790137,0.946881748620066,合格（描述）,32,60,分不出（描述）,-0.039279657455591366,0.025918604073552426,0.3039213087541675,0.41033019989164804,-0.41579165969284265,-0.33173312732325927,123.0,115.0,131.0,0.47499963017204394,0.45454545454545453,0.49433962264150944,8.034370946822309,7.967920449632512,8.099870298313878,2.196441826548419,2.0492802992632533,2.3355932835990454,0.5363843137431088,0.43041382550541407,0.6979348231183623,0.012489159394446883,0.011772757975347858,0.013261082414988289,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.08888501520311368,-0.09348491903035265,-0.08541432997783535,-0.08221761215629364,-0.08446301335383843,-0.077338851981536,-0.17411723618147174,-0.18950420461934078,-0.16789587980602452,-0.007598594906832834,-0.008498337802955638,-0.007378156634335008,0.03875191061485823,0.017351561303111867,0.07182811887646476,-0.030789240425877606,-0.050739731066260396,-0.010592774639476409,0.565051443743777,0.5389363995688107,0.5917,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,2.0,4.0,-0.16908839863736613,-0.16908839863736613,-0.10346874554694792,-0.16908839863736613,-0.16908839863736613,-0.1675977500981891,0.2031610727951687,0.1952669137272484,0.21066617048403366,0.062354017613708596,0.045324074922753255,0.07698812740174121,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,259.0,251.0,265.0,259.0,251.0,265.0,0.7968389272048313,0.7893338295159663,0.8047330862727515,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,5.099999999999994,2.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,5.0,0.21176109599929815,0.053062204031517624,0.17323631753305646,0.47831435331094696,0.6405078326860453,-0.0351248327450131,0.6963787358799352,0.22750122375627058,0.651243154764668,0.44832273898101205
a_R0_40,ⓐ整份,ⓐ整份 R0-40（第 40 天還在買進價以下）,200,0.3346922320282196,-0.48646333512279316,0.6880112186537893,另列（描述）,0,188,分不出（描述）,-0.059833892566166114,-0.09173101558385369,0.2981737580572268,0.3640305630795649,-0.5129705513418021,-0.45294098886649964,93.5,88.0,99.0,0.4246575342465753,0.4055299539170507,0.4419642857142857,8.130566364029399,8.07955036748811,8.187246000864677,1.9927023146976681,1.9360468637095454,2.0570537945031635,0.48731090661071386,0.4099528350531686,0.565358239491309,0.01102246576899183,0.010682523373552844,0.011358771335351675,,,,,,,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,-0.1281528326364781,-0.13323493617276383,-0.12245011660108603,-0.11085297918100145,-0.11890066888760231,-0.10260519972503729,-0.2762407972235304,-0.28456578151164486,-0.25298593996889096,-0.017261343946304436,-0.02311122475654678,-0.012664371648543105,-0.03229953724794866,-0.0480234829837021,-0.017269738145703074,-0.0909090938571579,-0.12861737313750632,-0.07532899891909717,0.55,0.5198072289156627,0.5806451612903226,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,0.1939022170455344,0.1879264554728125,0.19835557420812433,0.030429128455331488,0.020035451528608382,0.04249905578070923,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,220.0,217.0,224.0,220.0,217.0,224.0,0.8060977829544655,0.8016444257918757,0.8120735445271875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,0.4343636719677654,-0.04770064444441002,0.22945161382045043,0.4150509935877126,0.9726058185391,-0.05864412542734243,0.5811153649563414,0.05222433873964827,0.49200221988675175,0.3751102682848547
a_R0_60,ⓐ整份,ⓐ整份 R0-60（第 60 天還在買進價以下）,200,0.3262116048903605,-0.4354951167194806,0.7490591567309952,合格（描述）,0,167,分不出（描述）,-0.06660402014047406,-0.038891378544450766,0.29785534843201333,0.3515745177069498,-0.4695964639904611,-0.4036556841946377,107.0,103.0,111.0,0.5095238095238095,0.49282296650717705,0.5235849056603774,8.072632944228275,8.045352356247298,8.121054907047125,1.8380471427587701,1.8018195609274055,1.869884619032618,0.39496032802645425,0.3346357442913858,0.450241038945314,0.01049594407094628,0.010200847489521903,0.010736239716034948,,,,,,,,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,-0.13325145822296747,-0.13793031189970548,-0.128385278750981,-0.10607618628148946,-0.10918901041990314,-0.09584666126511932,-0.29325284676258717,-0.30617657630676276,-0.27386724862791506,-0.012966725753583512,-0.0172457343674952,-0.012533441739530313,-0.061584333942113434,-0.09549531413332195,-0.036854399360859935,-0.09608776384151241,-0.11416108820249227,-0.08555831653960788,0.5708020050125313,0.5398230088495575,0.5961538461538461,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.19972030083762388,0.19475428989642665,0.2040171045196035,0.043021748809930524,0.036160261615319926,0.05343746211781171,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,210.0,208.0,212.0,210.0,208.0,212.0,0.8002796991623761,0.7959828954803966,0.8052457101035734,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.09868968402447953,-0.22240839606338925,0.26089268079852346,0.568901248077176,1.0638864172948344,-0.08922908191308437,0.8547016038457458,0.2196439628148037,0.3042452294696988,0.5060012138116147
a_R10_20,ⓐ整份,ⓐ整份 R10-20（第 20 天漲不到 10%）,200,0.2754703021407082,-0.42286393306356607,0.6514395780812519,另列（描述）,0,158,分不出（描述）,-0.11924439977829882,-0.03374078194657654,0.24159441175364418,0.30802563125091065,-0.4467508971833982,-0.40080692733262957,287.0,278.0,295.0,0.7473821271929825,0.7368421052631579,0.7571529245947851,7.466061392131431,7.404150453955902,7.5264159100734975,3.244608536851044,3.1026536616296947,3.3850569438985647,0.565368365332751,0.4773548688892619,0.6375907436700479,0.01869813715893897,0.017821144666164593,0.019513445082656542,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.05238282287634731,-0.05581434476958948,-0.04959199106462053,-0.048850626644910355,-0.053266469942812075,-0.045442887594840276,-0.17150183378447642,-0.17474997194846972,-0.1671530359652088,0.057551081385451626,0.05453859185420179,0.06027003691590654,0.052331470978897496,0.03495572367695978,0.06975207743686608,-0.035063828735643066,-0.04415606233485906,-0.022689162815017094,0.5017985844234825,0.4865771812080537,0.519311883950158,,,,,,,,,,,,,,,,0.0,0.0,0.0,6.0,5.0,7.0,-0.1508675518430435,-0.16144922176947557,-0.12286996255951813,-0.16908839863736613,-0.17057904717654315,-0.1675977500981891,0.24503685719177604,0.23993772412427086,0.25016027814625513,0.0715651461020762,0.06156549840687178,0.07907826873321092,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,383.0,376.0,391.0,383.0,376.0,391.0,0.754963142808224,0.7498397218537448,0.760062275875729,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0999999999999943,0.0,0.0,0.0,4.0,3.0,5.0,0.16274233501956015,-0.1287145665116911,0.1464894363668352,0.42078235825999566,0.8610793018232212,-0.10629852903038017,0.6566013139883138,-0.030075287774639303,0.7461010677038199,0.30846173135132515
a_R10_40,ⓐ整份,ⓐ整份 R10-40（第 40 天漲不到 10%）,200,0.31161124474891144,-0.4593108041190259,0.6784322118148138,另列（描述）,0,169,分不出（描述）,-0.08268507296848648,-0.06296819743133353,0.28117738124831876,0.34578353525185007,-0.49961183882833254,-0.4024330861380338,182.0,176.0,191.0,0.6666666666666666,0.6530080634139676,0.6845878136200717,7.824686554258538,7.773411154345006,7.872070903588413,2.463315966724502,2.3885417910924165,2.5550328002796046,0.5871166612589849,0.4987976156671765,0.679777052367886,0.013698878438788996,0.013235032591400674,0.01421395627402258,,,,,,,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,-0.06649207726996789,-0.07196725967756452,-0.06221465406566642,-0.042544398178798404,-0.0474206504236937,-0.03706684810568339,-0.23021151683095917,-0.23769366426798832,-0.220256660335677,0.06829070090431327,0.06316529127004723,0.07037068333812446,0.04126477102954316,0.028994742348507786,0.05828105860362408,-0.03773392375898932,-0.04583324530438426,-0.0322580190771119,0.5133689839572193,0.49437563840653725,0.5363128491620112,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.0,2.0,0.22544315512582735,0.22544315512582735,0.42502428614909027,0.22544315512582735,0.22544315512582735,0.42502428614909027,0.2173561281434057,0.21277194640796246,0.2220223940598972,0.03700965045237467,0.03086872545937834,0.043587016633225506,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,274.0,270.0,279.0,274.0,270.0,279.0,0.7826438718565943,0.7779776059401028,0.7872280535920375,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.5080185270877828,-0.052826043288706215,0.30892738313407864,0.36467055910538315,0.7985803287203354,-0.052419793357090516,0.6306298073290292,0.052139728863963564,0.33487869580148166,0.3322367976655537
a_R10_60,ⓐ整份,ⓐ整份 R10-60（第 60 天漲不到 10%）,200,0.2934140952484846,-0.44931549694761663,0.6530246502552576,另列（描述）,0,188,分不出（描述）,-0.10311683659690118,-0.056797603055871004,0.2641320179115631,0.3167572292818798,-0.47359844342465396,-0.4295037737466978,148.0,144.0,153.0,0.6513187003443432,0.6370068829891838,0.6652173913043479,7.9286640726329445,7.898789450929529,7.9766969303934285,1.9992613853869012,1.957210396959988,2.037664153416352,0.39045318829938297,0.33490376385101017,0.45178289870415156,0.011464357240686073,0.011188473996263984,0.011761149487527538,,,,,,,,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,-0.09739699326180454,-0.1020162046334817,-0.09191907287910914,-0.08376744539385617,-0.08518518368295547,-0.0782520397167556,-0.2635509567791181,-0.2750093193519383,-0.25030536610465265,0.04400841027209268,0.029064957090191978,0.04997141433875764,-0.017723104062836594,-0.027718746403261305,-0.004919016909809958,-0.0706380475396517,-0.07180118493295828,-0.06366047773202255,0.5767850484712901,0.5577455143131077,0.6004026845637583,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,-0.214814865207284,-0.214814865207284,-0.214814865207284,-0.214814865207284,-0.214814865207284,-0.214814865207284,0.21076403005069327,0.20587587186788467,0.21523298937234123,0.04228610332236628,0.03700581046342995,0.04910304612781659,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,228.0,226.0,230.0,228.0,226.0,230.0,0.7892359699493068,0.7847670106276587,0.7941241281321153,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.08590478596185935,-0.12805194005545134,0.2084121968197744,0.3741968185087968,1.2382409519899646,-0.11145146262116534,0.6665054495950418,0.1854517464332136,0.3139681569598287,0.3576509156723654
a_NH_20,ⓐ整份,ⓐ整份 NH-20（第 20 天沒創新高）,200,0.3563046619704173,-0.39563325637208974,0.9005933051171912,合格（描述）,17,89,分不出（描述）,-0.03936152214756683,0.001259193911978096,0.31912435600603944,0.39242650863331663,-0.4329116344387957,-0.3569567182239705,19.0,16.0,22.0,0.10674157303370786,0.09142857142857143,0.12154696132596685,8.328577604842197,8.285776048421964,8.364591439688716,1.5881254347395881,1.5408324400414124,1.6595475694888353,0.39160215143948784,0.3274239344896153,0.4719390579828808,0.009290533793226585,0.009013869774242268,0.009677708565802835,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.12347795061062344,-0.1358423772764357,-0.11093261230302809,-0.12294629638793486,-0.14456036957445573,-0.11845732868793302,-0.1943874056046932,-0.21656389420778663,-0.1808035635041153,-0.049346832047663707,-0.06340944999887115,-0.030657717822359112,0.13206758348905434,0.08178375647868143,0.18298075400761918,0.008146627995184508,-0.02996674911994479,0.06727599867210132,0.6842105263157895,0.6086956521739131,0.7777777777777778,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.1821175247496009,0.17681015764550134,0.18654861174941936,0.03410834225048866,0.027776532513018412,0.04133849181986462,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,177.5,175.0,180.0,177.5,175.0,180.0,0.817882475250399,0.8134513882505806,0.8231898423544987,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,0.2292336835136436,-0.028683876683107012,0.07834839166734398,0.43801123159293676,0.9396952147468264,-0.09227542286794321,0.8446857157792311,0.26768901200828454,0.3938592884130072,0.5981848433206837
a_NH_40,ⓐ整份,ⓐ整份 NH-40（第 40 天沒創新高）,200,0.31716977824100645,-0.4293888399685417,0.7386539861265217,合格（描述）,3,159,分不出（描述）,-0.07462018746326271,-0.04217747908616157,0.281571034933366,0.3580451202996885,-0.5011258222326058,-0.3964591455676465,135.0,127.0,143.0,0.5498938076591227,0.5269709543568465,0.5697211155378487,8.007782101167315,7.963207955036749,8.047643752702118,2.2272377159230325,2.1215398646029424,2.331256334717139,0.47984452931413124,0.4045731184556309,0.5531676494236278,0.012417010335789347,0.011715617976353794,0.013120054169373898,,,,,,,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,-0.0638104317678042,-0.07352757378522413,-0.05422147859622555,-0.059903818201913206,-0.06345173153712869,-0.05263163168127749,-0.23671152692596442,-0.23944908614294413,-0.23055808948787515,0.1105794539570295,0.08973757508347477,0.13212173377861244,0.06977911477332377,0.04374138183361377,0.10080056517104898,-0.05530097405271939,-0.07086489097998505,-0.03487649268716664,0.5196850393700787,0.48949561077220655,0.550072463768116,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.02586202410256444,0.02586202410256444,2.469528806410691,0.02586202410256444,0.02586202410256444,2.469528806410691,0.2049894164899284,0.200022145165983,0.21025824839672488,0.0358241460604157,0.029092560378673065,0.04336460161921173,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,246.0,240.0,251.0,246.0,240.0,251.0,0.7950105835100716,0.7897417516032752,0.799977854834017,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,3.0,5.0,0.2607605172537063,-0.015335329301647382,0.2605790648727342,0.3868317347281027,0.840943329838264,-0.13153770595708775,0.6381377944942095,0.1205359025841356,0.3652735319920257,0.530037479563413
a_NH_60,ⓐ整份,ⓐ整份 NH-60（第 60 天沒創新高）,200,0.265920310005229,-0.41521330215983054,0.6404426559119888,另列（描述）,0,143,分不出（描述）,-0.12623518624358943,-0.023616668551157627,0.23331380299460075,0.3089971353114565,-0.4772310793787463,-0.3787510947680215,164.0,160.0,169.0,0.6955588929414289,0.6808510638297872,0.7100840336134454,7.980977086035452,7.930393428447903,8.008214440121055,2.061519500895381,2.02240699754481,2.0992042619931435,0.31108677904852033,0.25468561154374464,0.3888468949714212,0.01188383878983007,0.011652346470249137,0.012109314570323562,,,,,,,,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,-0.037214926578441276,-0.04458406059404738,-0.027337695028394796,-0.0665445894768964,-0.07254235686095631,-0.06234350452705695,-0.2575336637620671,-0.2772439741171564,-0.24340693910029915,0.20643121064946204,0.19670796029965135,0.2159122797659494,0.03859764653268062,0.020488590922499314,0.05889063093993488,-0.060702875399361034,-0.06956520286403312,-0.05462820248197431,0.5416666666666666,0.5209332813662616,0.5597976812912026,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.1166669293668936,-0.214814865207284,0.1166669293668936,0.1166669293668936,-0.214814865207284,0.1166669293668936,0.21334855569664857,0.20970801659911695,0.2189144512922187,0.04785353719907884,0.0412076048419704,0.054256847842593686,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,236.0,235.0,238.0,236.0,235.0,238.0,0.7866514443033514,0.7810855487077812,0.7902919834008831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,5.0,-0.1163318650576825,-0.021291995307543943,0.23530135303790833,0.581093787026389,0.5255183685893661,-0.08261768052547774,0.6816924989597377,0.07767096380683647,0.4978127861013816,0.4810808233034414
b_R0_20,ⓑ跌停賣不掉,ⓑ跌停 R0-20（第 20 天還在買進價以下）,200,0.3535641306177272,-0.3507127619738966,1.0081302106823327,合格（描述）,34,36,分不出（描述）,-0.04430852765948612,0.04287342484902901,0.30411288526556085,0.4096875808425789,-0.4027937184808954,-0.3100276499677027,123.0,115.0,131.0,0.4749034749034749,0.45450923578413616,0.4926627405014437,8.035451794206658,7.975572849113705,8.100389105058365,2.1145648695559762,1.9566497732098949,2.24848835827852,0.5231745526412748,0.42086263186314266,0.6798379194875185,0.01207798974598431,0.011351220336949831,0.0128611101394242,,,,,,,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,-0.08938608643353037,-0.09391505832549836,-0.08579664878111017,-0.08230108526326252,-0.08595760726458174,-0.077338851981536,-0.17411723618147174,-0.19219451300767065,-0.16879026892953072,-0.007598594906832834,-0.008649377914337583,-0.007431989510734842,0.037579312841366126,0.01527290688976264,0.07182811887646476,-0.030583617599394403,-0.050739731066260396,-0.010592774639476409,0.5645161290322581,0.5364982578397213,0.5917,0.12198808919325282,0.09643649205461155,0.15082224460017307,-0.03372510244541993,-0.03995352435875853,-0.025362373197943433,0.13984399310900839,0.11602088595553145,0.1746780611133942,0.02919859197646435,0.015100646587611122,0.03903245332900429,0.47286169381499066,0.4387727448703059,0.5039498111516548,123.0,114.9,130.0,2.0,2.0,4.0,-0.16908839863736613,-0.16908839863736613,-0.09926382926115662,-0.16908839863736613,-0.16908839863736613,-0.1675977500981891,0.22761550115497403,0.21959390283793417,0.23452028977450123,0.10173266388746707,0.08817139733435951,0.11374066444253983,123.0,114.9,130.0,0.0,0.0,1.0,1.0,1.0,1.0,17.0,16.400000000000006,18.0,0.3845925925925926,0.3559384164222874,0.41138266436838217,0.84819680380815,0.8242457006406768,0.8625519993365809,136.0,134.9,138.0,259.0,251.9,265.0,0.7723844988450259,0.7654797102254988,0.7804060971620658,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,5.0,1.0,0.9000000000000021,2.0,0.0,0.0,0.0,4.0,2.0,5.0,0.26897063970112356,0.05221188262163279,0.17649316820020156,0.48940890216006894,0.5957498365772942,-0.03705248548437062,0.6499293282002164,0.19991947327861415,0.6868042705036277,0.4520350525875182
b_R0_40,ⓑ跌停賣不掉,ⓑ跌停 R0-40（第 40 天還在買進價以下）,200,0.31599045669695147,-0.4737988631271919,0.6669295375918272,另列（描述）,0,189,分不出（描述）,-0.0789370591547851,-0.08017568642301184,0.28481356316709366,0.34703774579800245,-0.49964851129923454,-0.4431328617871516,94.0,88.0,99.0,0.4246575342465753,0.4055299539170507,0.4419642857142857,8.130350194552529,8.079939472546476,8.187246000864677,1.8919847039350872,1.839637647132225,1.9497376830164326,0.42436585292911777,0.362444572505516,0.4972449688699577,0.010548500220817408,0.010212809047843262,0.010831667834234988,,,,,,,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,-0.12888448529888163,-0.13345021860555784,-0.12311595104358669,-0.11085297918100145,-0.11819203295865922,-0.10260519972503729,-0.2762407972235304,-0.28429818783932875,-0.2544829510432488,-0.017261343946304436,-0.023009267165102876,-0.012779531140195144,-0.03223165460741132,-0.0480234829837021,-0.0180346558327614,-0.0909090938571579,-0.12326496495341924,-0.07532899891909717,0.5491935483870968,0.519114921223355,0.5796554252199414,0.1447328456491921,0.11849023673003668,0.17453670034904917,-0.033742363403015396,-0.04160252894892269,-0.031373116884016394,0.10868060341223121,0.09205659997113716,0.12797269186787277,0.021546988526097488,0.009773628831118023,0.034403334032760455,0.48632668144863267,0.45642512077294684,0.5217391304347826,93.0,88.0,98.0,1.0,1.0,1.0,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,-0.1093466382792877,0.23093338115104378,0.2225544833013001,0.2400148966974202,0.09618325586163909,0.08275600537588675,0.1090030135805907,93.0,88.0,98.0,0.0,0.0,1.0,1.0,1.0,2.0,45.80000000000001,38.369999999999976,51.11000000000001,0.34408602150537637,0.3139306885544916,0.3738636363636364,0.7798540947340548,0.7602591151897357,0.8030451677392954,127.0,125.0,129.1,220.5,217.0,224.0,0.7690666188489561,0.7599851033025798,0.7774455166987,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,0.4229651415817802,-0.06405322435763777,0.21173029329442994,0.39655916343997666,0.9275977819999317,-0.0541519400319358,0.5439906214851484,0.045162408594535686,0.4519776021025703,0.36114756735318765
b_R0_60,ⓑ跌停賣不掉,ⓑ跌停 R0-60（第 60 天還在買進價以下）,200,0.30354201447527096,-0.40864478266107007,0.7428016393568608,合格（描述）,0,121,分不出（描述）,-0.09052234589931529,-0.006487122024596809,0.2761662658096861,0.3307884176361662,-0.44121688860953945,-0.3643673635426333,107.0,103.0,111.0,0.5095238095238095,0.4925882889040784,0.5235849056603774,8.072632944228275,8.044530912235192,8.122351923908344,1.7009824348361906,1.659862894854037,1.7376593863520942,0.3372365576148215,0.2892437443137891,0.3832055762598511,0.009728868385703542,0.00944598932855803,0.009970501349047329,,,,,,,,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,-0.13346505017221794,-0.13801867857717903,-0.12820497696215186,-0.10607618628148946,-0.10919087828902449,-0.09584666126511932,-0.29325284676258717,-0.3053644449914078,-0.27386724862791506,-0.012834221848591731,-0.0172457343674952,-0.01250002172741238,-0.06246836196693285,-0.09549531413332195,-0.037190261973295086,-0.09608776384151241,-0.11416108820249227,-0.08555831653960788,0.5708020050125313,0.5404687873714422,0.5947505197505197,0.11743113727175966,0.10141840751359958,0.13683701327436548,-0.03669724770642202,-0.047290041682377215,-0.03543023482576779,0.07449453922397198,0.0410014554299605,0.10134259224341927,0.014014890689161175,0.005651964764770145,0.017456325412853024,0.4368932038834951,0.4117647058823529,0.47115384615384615,105.0,101.0,108.0,0.0,0.0,0.0,,,,,,,0.26466637955439964,0.25621512687228887,0.2731248675486353,0.13618658401269712,0.12735397227973602,0.14766391988535787,105.0,101.0,108.0,2.0,2.0,3.0,3.0,3.0,4.0,66.7,64.0,84.3,0.2801869158878505,0.2620905543961528,0.2980769230769231,0.7213106029897456,0.6954637551342067,0.7472991871336324,106.0,104.0,108.0,210.0,208.0,212.0,0.7353336204456005,0.7268751324513647,0.7437848731277111,0.0,0.0,0.0,1.0,0.0,1.0999999999999943,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,0.12284923990809138,-0.1895481664413084,0.22056825941618186,0.5517043516194433,0.9713207423507502,-0.07029085631934501,0.7245392429881613,0.16300280306916548,0.27886261979550175,0.48782885081091776
