# commit=c46b7cc20 run=2026-09-15 09:22 (Asia/Taipei) prereg=backtest/PREREGM1.md
variant,signal,label,window,state,H,n_seg,n_days,mean,p05,p10,p50,p90,p95,win_rate,rest_n_seg,rest_mean,rest_win_rate,diff,ci_lo,ci_hi,judge,same_dir_as_judged
主,ab,a∧b 三態,1990s,同向多,120,8,1025,0.029315790254646767,-0.2262733303079601,-0.1902174331712956,0.04505930204737352,0.24027953541126468,0.265762054366019,0.625,13,0.06620143654651256,0.8461538461538461,-0.03688564629186579,-0.1889409758087856,0.11516968322505404,非判定格（方向−）,
主,ab,a∧b 三態,1990s,同向空,120,6,1064,0.045424049701333284,-0.20129338747297262,-0.18040641397939525,0.011837730828786142,0.3229705506322618,0.3758039252253896,1.0,15,0.05587885413632737,0.6666666666666666,-0.010454804434994087,-0.23486734660391737,0.2139577377339292,非判定格（方向−）,
主,ab,a∧b 三態,2000s,不同向,20,6,316,0.010176791750032428,-0.09704724936070486,-0.07137337872589933,-0.0002806609313187325,0.11460576355502172,0.16221305577897427,0.5,16,0.0008369266250551773,0.5625,0.00933986512497725,-0.05161695624195896,0.07029668649191345,非判定格（方向＋）,
主,ab,a∧b 三態,2000s,同向多,20,8,1384,0.005726722755533388,-0.10204935270531025,-0.06957737404343754,0.010330109455985448,0.07859305878612642,0.09539865055226951,0.5,14,-0.0025702880759171723,0.5714285714285714,0.00829701083145056,-0.025391879920926133,0.041985901583827256,非判定格（方向＋）,
主,ab,a∧b 三態,2000s,同向空,20,8,804,-0.007580334375668508,-0.17036888937353015,-0.13812147319629403,-0.010297481959197885,0.1265709495449963,0.16839353404958476,0.625,14,0.006553912050981443,0.5,-0.014134246426649951,-0.05101485049769344,0.022746357644393544,非判定格（方向−）,
主,ab,a∧b 三態,2000s,不同向,60,6,316,-0.007307566408548078,-0.18404848774365223,-0.1596506606200212,-0.00973866985137678,0.16357098496938116,0.2281915841185445,0.5,16,0.008699361692637745,0.625,-0.016006928101185824,-0.1425855898379713,0.11057173363559965,非判定格（方向−）,
主,ab,a∧b 三態,2000s,同向多,60,8,1384,0.004689329484205185,-0.18409055965772192,-0.14695057706804693,0.0215900271235816,0.12642286774007014,0.15582133349557342,0.5,14,0.009138375350223393,0.6428571428571429,-0.004449045866018207,-0.09064118188096879,0.08174309014893238,非判定格（方向−）,
主,ab,a∧b 三態,2000s,同向空,60,8,804,0.015602203205660959,-0.3073498941798261,-0.2637375130382401,0.01562135211054394,0.2862299946624152,0.4326966642393311,0.75,14,0.002459318247669873,0.5,0.013142884957991086,-0.0763495506805718,0.10263532059655396,非判定格（方向＋）,
主,ab,a∧b 三態,2000s,不同向,120,6,316,0.037502996536214646,-0.32402932309308863,-0.23151263309966214,0.029087753492998747,0.3167470345854567,0.41350231497547146,0.5,16,0.012993518945022882,0.625,0.024509477591191764,-0.17976641732450724,0.22878537250689077,非判定格（方向＋）,
主,ab,a∧b 三態,2000s,同向多,120,8,1384,-0.012515811550752454,-0.36630044152935465,-0.26931216728555923,0.013838633624637331,0.18606306324574132,0.20690844420451254,0.625,14,0.05143093709231724,0.5714285714285714,-0.06394674864306969,-0.23135337912697002,0.10345988184083064,非判定格（方向−）,
主,ab,a∧b 三態,2000s,同向空,120,8,804,0.05690510278352175,-0.37533832455509086,-0.30928840692875736,0.013678057007938227,0.4659227982699797,0.5834483384305357,0.625,14,-0.003218197812233867,0.5714285714285714,0.060123300595755616,-0.10423682414831502,0.22448342533982624,非判定格（方向＋）,
主,ab,a∧b 三態,2010s,不同向,20,8,348,0.0015635367335228272,-0.06502978740498691,-0.052316560978337,0.008352918196058878,0.046199431934447095,0.052595515623413164,0.75,16,0.004280918225002807,0.6875,-0.0027173814914799796,-0.02635476367442339,0.02092000069146343,非判定格（方向−）,
主,ab,a∧b 三態,2010s,同向多,20,10,1503,0.00262419978737034,-0.05635687660302671,-0.040565370026756684,0.008177460400771386,0.04035510231223087,0.049560715221352324,0.6,14,0.005886322645716493,0.7857142857142857,-0.0032621228583461525,-0.022687917623726794,0.016163671907034487,非判定格（方向−）,
主,ab,a∧b 三態,2010s,同向空,20,6,614,0.008336370687155249,-0.07332545688893036,-0.058104527200756165,0.013527964073981269,0.06692599072600958,0.08259378102837926,0.8333333333333334,18,0.00242478825698734,0.6666666666666666,0.0059115824301679085,-0.01255390268211922,0.024377067542455035,非判定格（方向＋）,
主,ab,a∧b 三態,2010s,不同向,60,8,348,0.02388166636139737,-0.09088546965742295,-0.054655292783758434,0.034804699563625974,0.09166486106424729,0.1056895721381553,0.625,16,0.008274277444174886,0.6875,0.015607388917222484,-0.022355997827191026,0.053570775661636,非判定格（方向＋）,
主,ab,a∧b 三態,2010s,同向多,60,10,1503,0.001784285200362161,-0.13337231990604514,-0.09633908734820797,0.017443198708767094,0.06216801036833885,0.07531151020170102,0.6,14,0.024059963188087518,0.7142857142857143,-0.022275677987725357,-0.061073189996854266,0.016521834021403548,非判定格（方向−）,
主,ab,a∧b 三態,2010s,同向空,60,6,614,0.024161017415592685,-0.09681291792810252,-0.06904604262879505,0.028867054824831317,0.1140821890648982,0.1309109560198755,0.8333333333333334,18,0.005938736115564891,0.6111111111111112,0.018222281300027794,-0.017251453869125077,0.053696016469180666,非判定格（方向＋）,
主,ab,a∧b 三態,2010s,不同向,120,8,348,0.020014083975720506,-0.17232332065570954,-0.15151910798041623,0.04813789321836648,0.10580128064993236,0.11781837524411057,0.75,16,0.02099665769751039,0.6875,-0.0009825737217898853,-0.06830780214744403,0.06634265470386427,非判定格（方向−）,
主,ab,a∧b 三態,2010s,同向多,120,10,1503,0.007648191122367329,-0.14366173365791085,-0.11274089722692548,0.021736921673878973,0.09737096575342241,0.11061730732019925,0.6,14,0.04149645978405627,0.7857142857142857,-0.03384826866168894,-0.09661812239471934,0.02892158507134146,非判定格（方向−）,
主,ab,a∧b 三態,2010s,同向空,120,6,614,0.05367213858096318,-0.08186481554766299,-0.0571105632087951,0.058092515238689746,0.14651032717161927,0.16346845394464943,0.8333333333333334,18,0.009973059146660631,0.6666666666666666,0.043699079434302554,-0.01698376939630268,0.10438192826490779,非判定格（方向＋）,
主,ab,a∧b 三態,2020s,不同向,20,4,148,0.031642915264063265,-0.018048987946746507,-0.011293605514143145,0.028719737295671566,0.07833933063265602,0.09256085038139687,1.0,9,0.009059966327034407,0.5555555555555556,0.022582948937028856,-0.010922172084549125,0.05608806995860684,非判定格（方向＋）,
主,ab,a∧b 三態,2020s,同向多,20,6,884,0.00823551662047067,-0.06879764583394785,-0.051355611380645455,0.00948504170876674,0.07124886140917949,0.08685363237981336,0.5,7,0.018147220754004538,0.8571428571428571,-0.009911704133533868,-0.05001894327868697,0.03019553501161924,非判定格（方向−）,
主,ab,a∧b 三態,2020s,同向空,20,3,300,0.01148934479570889,-0.10815848393231443,-0.08942871435962307,0.01983643781109723,0.10842194335325317,0.1296294569346521,0.6666666666666666,10,0.011592391619745577,0.7,-0.00010304682403668684,-0.051292588232950145,0.05108649458487677,非判定格（方向−）,
主,ab,a∧b 三態,2020s,不同向,60,4,148,0.06227212082850512,0.00951418796225808,0.017733060636871325,0.05915423592420321,0.10883960183259933,0.1176486118817337,1.0,9,0.036914510686712795,0.5555555555555556,0.025357610141792324,-0.03745536641459995,0.08817058669818459,非判定格（方向＋）,
主,ab,a∧b 三態,2020s,同向多,60,6,884,0.0318282375515927,-0.11830373572489247,-0.07948673714390668,0.026999611479084362,0.14662539933737062,0.16260568375613735,0.5,7,0.055327885134104374,0.8571428571428571,-0.023499647582511676,-0.09915596440585991,0.05215666924083656,非判定格（方向−）,
主,ab,a∧b 三態,2020s,同向空,60,3,300,0.051902062191533364,-0.13692630716946494,-0.11948254202252245,0.06981846779793432,0.19313080906934726,0.20489149332982343,0.6666666666666666,10,0.036194220812235174,0.7,0.01570784137929819,-0.10805935818926872,0.13947504094786511,非判定格（方向＋）,
主,ab,a∧b 三態,2020s,不同向,120,4,148,0.0786703442800408,-0.13796173803116926,-0.09564417126242,0.05464231003156428,0.2368466473282777,0.2517247700481905,0.5,9,0.08960876199768772,0.7777777777777778,-0.01093841771764692,-0.17535421973432755,0.1534773842990337,非判定格（方向−）,
主,ab,a∧b 三態,2020s,同向多,120,6,884,0.07847742757786237,-0.15960192890204963,-0.09407649009187947,0.06260618728239398,0.25932675822048035,0.3025157431744677,0.6666666666666666,7,0.10795968566937045,0.7142857142857143,-0.029482258091508076,-0.16892863295639882,0.10996411677338268,非判定格（方向−）,
主,ab,a∧b 三態,2020s,同向空,120,3,300,0.1224090940881064,-0.2063029753878508,-0.16428445044549117,0.16414941339770672,0.33154395673185466,0.37401623053477023,1.0,10,0.0785050939266244,0.6,0.04390400016148199,-0.14230564673778726,0.23011364706075124,非判定格（方向＋）,
主,ab,a∧b 三態,主判定 2001 起,不同向,20,18,812,0.010397941422854131,-0.07220494836229203,-0.056065228865858435,0.011459414718149263,0.0698141603793458,0.09688367725314168,0.7222222222222222,38,0.005828324200533756,0.6578947368421053,0.004569617222320375,-0.018716483226720752,0.027855717671361503,非判定格（方向＋）,
主,ab,a∧b 三態,主判定 2001 起,同向多,20,21,3628,0.005904263523410409,-0.07587325912893196,-0.05028783093639074,0.009537371272961281,0.06255362894234687,0.0792350331581353,0.5714285714285714,35,0.007258391361702636,0.7428571428571429,-0.0013541278382922274,-0.01768313486438777,0.014974879187803315,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,同向空,20,17,1590,0.0056550488147498,-0.12721434492481012,-0.09208287700936545,0.009170342149239286,0.09914819582225744,0.1311096122649214,0.7647058823529411,39,0.006726080292407773,0.6410256410256411,-0.0010710314776579731,-0.0188997047019127,0.016757641746596757,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,不同向,60,18,812,0.01874125959517715,-0.1560314404193762,-0.11541605464027366,0.03090526450247999,0.1085360064105463,0.13450945383097623,0.6666666666666666,38,0.02037992744921202,0.6842105263157895,-0.0016386678540348705,-0.048898485280320494,0.045621149572250747,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,同向多,60,21,3628,0.013626345219194229,-0.14754008277978478,-0.11185321297489813,0.021933252603512976,0.11513938613033409,0.14493197418360634,0.6190476190476191,35,0.03002663770442777,0.7142857142857143,-0.016400292485233545,-0.05631073960229156,0.023510154631824473,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,同向空,60,17,1590,0.03578998803443501,-0.22713108125742013,-0.12724663006343806,0.03437289951995404,0.19504624161202466,0.2963702561954936,0.7647058823529411,39,0.014561775505973084,0.6410256410256411,0.02122821252846193,-0.02093979137673256,0.06339621643365642,非判定格（方向＋）,
主,ab,a∧b 三態,主判定 2001 起,不同向,120,18,812,0.03751115650546872,-0.20649609754048234,-0.16454260125720974,0.041717036956679276,0.23742614660836248,0.2970035663400407,0.6111111111111112,38,0.04452251290194041,0.7105263157894737,-0.007011356396471692,-0.08942720844265878,0.07540449564971538,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,同向多,120,21,3628,0.027298984256967664,-0.18055491559675163,-0.12733297155229795,0.03642281448930473,0.1807367796304622,0.22496704345901064,0.6666666666666666,35,0.06816686782701373,0.6857142857142857,-0.04086788357004606,-0.11632283271181526,0.03458706557172314,非判定格（方向−）,
主,ab,a∧b 三態,主判定 2001 起,同向空,120,17,1590,0.08382248895474614,-0.27831315138045937,-0.1601718167394564,0.06437937830536322,0.3622410877728254,0.47691661232948396,0.7647058823529411,39,0.02916661575827011,0.6410256410256411,0.05465587319647604,-0.027757879666889904,0.13706962605984196,非判定格（方向＋）,
主,c,c 20 日波動 500 日分位三態,全期,中,20,42,2430,0.009991333257325286,-0.09383687139932156,-0.06545666332119367,0.012868039112232221,0.08194130469595434,0.10776274409665004,0.7142857142857143,60,0.004846022541309563,0.6166666666666667,0.005145310716015723,-0.009196770430228115,0.019487391862259562,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,全期,低,20,31,3162,0.00754232858872834,-0.08655728460548517,-0.05771583404807852,0.008480722379532457,0.07019949976866896,0.09558110447642014,0.6129032258064516,71,0.005563703038960237,0.676056338028169,0.001978625549768103,-0.012739168799193009,0.016696419898729213,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,全期,高,20,29,3112,0.0021063953813037248,-0.11988279462324014,-0.08687828259691148,0.0025063965987613956,0.08758559981581379,0.11747578551991866,0.6206896551724138,73,0.008606541990854696,0.6712328767123288,-0.0065001466095509705,-0.02081010927642906,0.007809816057327119,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,全期,中,60,42,2430,0.026982928293152072,-0.17811494852191365,-0.12910371164028375,0.028228328519836143,0.16549189345309262,0.2183832995073171,0.6190476190476191,60,0.017328911825700677,0.65,0.009654016467451395,-0.03171408535756194,0.051022118292464724,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,全期,低,60,31,3162,0.024884190934261263,-0.145559467422068,-0.10818473727771885,0.024298865348586163,0.13920227726449227,0.18480142661612622,0.6451612903225806,71,0.017251226418742598,0.6338028169014085,0.007632964515518665,-0.039296909930679205,0.05456283896171654,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,全期,高,60,29,3112,0.00965224327130847,-0.18609523820118945,-0.13968788188341888,0.012630438822674783,0.15668982726331762,0.20233446503607827,0.6551724137931034,73,0.02579619590244879,0.6301369863013698,-0.01614395263114032,-0.05726233360643215,0.02497442834415151,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,全期,中,120,42,2430,0.05627482203892554,-0.24100116278558364,-0.19158348637179984,0.06722906494109104,0.3164127632865023,0.36924259061581305,0.6666666666666666,60,0.03591430997157719,0.7166666666666667,0.020360512067348346,-0.043487140410894465,0.08420816454559116,測不出,
主,c,c 20 日波動 500 日分位三態,全期,低,120,31,3162,0.04629362081743188,-0.18472745359941167,-0.1433866429450795,0.04522569395273035,0.22356593000783467,0.28105085837263316,0.7096774193548387,71,0.03891984288912754,0.6901408450704225,0.007373777928304341,-0.05863446315364671,0.0733820190102554,測不出,
主,c,c 20 日波動 500 日分位三態,全期,高,120,29,3112,0.02536823641933024,-0.2769900622164272,-0.169722417612975,0.020665927857834054,0.23553678876696083,0.32381961745100707,0.7241379310344828,73,0.05063094538256592,0.684931506849315,-0.02526270896323568,-0.08656703695822432,0.03604161903175295,測不出,
主,c,c 20 日波動 500 日分位三態,1990s,中,20,14,673,0.005092337197873836,-0.08486579105742875,-0.07085221047186177,-0.0035185491769108568,0.08842551249216676,0.14840725246662836,0.5714285714285714,23,0.010603310995740583,0.5652173913043478,-0.005510973797866747,-0.03647927131193645,0.025457323716202955,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,1990s,低,20,12,856,0.011302714985089177,-0.11111999904895148,-0.0804702133819063,0.006150343335600161,0.10628444268764647,0.15099092949324627,0.5,25,0.0076305192905323565,0.6,0.0036721956945568205,-0.028605694379339377,0.035950085768453016,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,1990s,高,20,11,776,0.009831803502335429,-0.10042533110870214,-0.08259661043073557,0.003186988796677448,0.10475590471148122,0.130735210521986,0.6363636363636364,26,0.008569173944673268,0.5384615384615384,0.0012626295576621607,-0.02126104346335573,0.02378630257868005,非判定格（方向＋）,不同向
主,c,c 20 日波動 500 日分位三態,1990s,中,60,14,673,-0.003199501144119135,-0.16864874197506605,-0.13304583858424426,-0.030102216435444973,0.19949221508030981,0.25074012502885173,0.42857142857142855,23,0.04087306209795089,0.6521739130434783,-0.044072563242070026,-0.13247577333327204,0.044330646849132,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,1990s,低,60,12,856,0.05569752516661708,-0.16226702157037792,-0.12837323315448212,0.047010439858462316,0.24739723275694536,0.40000491324221615,0.5833333333333334,25,0.01164561182280156,0.56,0.044051913343815516,-0.05628325908005588,0.1443870857676869,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,1990s,高,60,11,776,0.02452030386756654,-0.15031956810505148,-0.11935039640891137,0.01835950013064369,0.17766937198504718,0.2152565718595123,0.7272727272727273,26,0.029773588798320497,0.5,-0.005253284930753957,-0.07676796951981245,0.06626139965830453,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,1990s,中,120,14,673,0.019289760556955277,-0.22453778090872717,-0.2016327508261693,-0.0005506408968654064,0.2914547671025555,0.3377596866186421,0.6428571428571429,23,0.0635595092919148,0.6521739130434783,-0.04426974873495952,-0.16077828052563486,0.07223878305571581,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,1990s,低,120,12,856,0.06976851351838226,-0.2118611006087549,-0.18661459303189115,0.06408877676603542,0.31365787457557226,0.38712898375139443,0.5833333333333334,25,0.03933007622325787,0.68,0.03043843729512439,-0.10577699284737471,0.16665386743762348,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,1990s,高,120,11,776,0.05671040153694554,-0.15028748328572153,-0.11027240976364328,0.0446419147630861,0.26217297495698777,0.29918270332920677,0.7272727272727273,26,0.04754993880089347,0.6153846153846154,0.009160462736052068,-0.09511893344562947,0.11343985891773362,非判定格（方向＋）,不同向
主,c,c 20 日波動 500 日分位三態,2000s,中,20,10,683,0.00535931310164112,-0.1387636132928467,-0.10462352620238048,0.007619649616790847,0.10642545030783003,0.14476867659844295,0.7,14,0.0007614776497584248,0.5714285714285714,0.004597835451882695,-0.033103805497350425,0.04229947640111581,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,低,20,7,883,0.0076916399358568956,-0.09402092592461841,-0.06508433460169963,0.008464584821138654,0.08294100252924488,0.09817629432702439,0.5714285714285714,17,-0.0010762840312959045,0.6470588235294118,0.0087679239671528,-0.023301460149180664,0.04083730808348626,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,高,20,7,938,-0.005762331837048559,-0.14672148632124268,-0.1224542215711376,-0.0036397527231358806,0.10072900945684615,0.13939368184357165,0.5714285714285714,17,0.006674411821061637,0.6470588235294118,-0.012436743658110195,-0.06019579523725663,0.03532230792103623,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2000s,中,60,10,683,0.02088097758657956,-0.22104790923216083,-0.19752147054565428,0.03000254956951487,0.1839332266210628,0.2797996572005554,0.6,14,0.0013527208713653748,0.5714285714285714,0.019528256715214187,-0.07789924145300642,0.11695575488343479,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,低,60,7,883,0.010608428337110436,-0.1620678552678358,-0.1307568801966809,0.012245761591155757,0.1308905398210107,0.16643090572087713,0.7142857142857143,17,0.004539031571080617,0.5294117647058824,0.00606939676602982,-0.07341123947244439,0.08555003300450402,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,高,60,7,938,-0.0073602745361536935,-0.29823262621859487,-0.2417396354668823,0.006859610347198508,0.1796276119510456,0.3471935032189322,0.42857142857142855,17,0.015088729191125385,0.6470588235294118,-0.02244900372727908,-0.1422567201536568,0.09735871269909864,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2000s,中,120,10,683,0.039075716025430696,-0.4461020780378337,-0.34692645799451577,0.09087926770106791,0.3541009069911287,0.436287428004307,0.5,14,0.007464059479288702,0.7857142857142857,0.031611656546141995,-0.1318965962645564,0.19511990935684043,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,低,120,7,883,0.026725853047817168,-0.18960595842164765,-0.13853716831046978,0.03750519422714005,0.18593765750421717,0.20301507550698275,0.8571428571428571,17,0.010291078418217978,0.5882352941176471,0.01643477462959919,-0.09420539957715941,0.12707494883635778,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2000s,高,120,7,938,-0.010668311225413476,-0.3744156320352331,-0.33956044177324307,-0.02959630590051998,0.36354897676522213,0.5479861417748653,0.7142857142857143,17,0.03211215982540979,0.6470588235294118,-0.04278047105082326,-0.20473987643667096,0.11917893433502443,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2010s,中,20,10,524,0.006279922961167644,-0.06407325313588554,-0.04906121063840428,0.015852223546979016,0.05438849945695741,0.0632895363624499,0.8,14,0.003254062356488945,0.6428571428571429,0.003025860604678699,-0.020123637495331588,0.026175358704688984,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2010s,低,20,10,1155,0.004923488702907654,-0.05441316713469986,-0.04033840261586343,0.01112480085435652,0.04212643194361731,0.050756221112737906,0.7,14,0.0029925077967469823,0.7142857142857143,0.0019309809061606718,-0.021440907514001357,0.025302869326322704,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2010s,高,20,4,786,0.0008008976871332077,-0.07807573087082101,-0.05760463783191139,0.0009980676371146302,0.05537877124352719,0.06789407967372646,0.5,20,0.005346818989583198,0.75,-0.00454592130244999,-0.02014200302574917,0.011050160420849189,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2010s,中,60,10,524,0.010296192095369286,-0.13519239305768702,-0.10141157812632312,0.02634547179067992,0.09637075020805691,0.10734625842217642,0.7,14,0.010526666968114896,0.5714285714285714,-0.00023047487274560977,-0.05103868764479709,0.05057773789930588,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,2010s,低,60,10,1155,0.01520284875426593,-0.06864464479338568,-0.04145987210824111,0.023269384315405928,0.06941887157585835,0.08083141740291437,0.6,14,0.00631158391748654,0.6428571428571429,0.008891264836779392,-0.0386539073701601,0.05643643704371888,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2010s,高,60,4,786,0.003655178465564713,-0.12205378493837551,-0.10199879354355929,0.009711684650178465,0.08945841752449424,0.12238908717765595,0.5,20,0.013671527676682943,0.65,-0.010016349211118231,-0.0449298352131694,0.024897136790932934,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2010s,中,120,10,524,0.0030620193934061783,-0.1890552071402924,-0.16811733616085897,0.03666931758380332,0.12054771667981541,0.1409699172722547,0.7,14,0.02566219856106924,0.6428571428571429,-0.022600179167663062,-0.09801930627729584,0.052818947941969716,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,2010s,低,120,10,1155,0.04198715923987488,-0.050568579566834145,-0.027062572821463227,0.047741146252898936,0.10909003838952376,0.12791054132239196,0.7,14,0.0022287455321562976,0.6428571428571429,0.039758413707718585,-0.02871267158094512,0.10822949899638229,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2010s,高,120,4,786,0.0016732296246563716,-0.13179403336988013,-0.11652389452805306,0.015473392777432649,0.1055809685364999,0.12239124222976172,0.5,20,0.029838991711852482,0.7,-0.028165762087196112,-0.07958283991325153,0.023251315738859305,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2020s,中,20,9,550,0.025274011638288407,-0.05471364127054244,-0.033702493316009816,0.028783189912372498,0.08156832503325698,0.09343477458633259,0.8888888888888888,11,0.006132450051105041,0.6363636363636364,0.019141561587183366,-0.008523233816689322,0.04680635699105605,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2020s,低,20,4,268,0.00632601289217422,-0.04432540676802975,-0.035005102388065604,0.0008706055211014085,0.060241835422805944,0.06852086149981972,0.5,16,0.015147926842451264,0.8125,-0.008821913950277045,-0.03626469345986845,0.018620865559314356,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,2020s,高,20,7,612,0.006047687238349257,-0.12605228566072577,-0.07199890192117248,0.013263725375153856,0.08494469050365294,0.10954205106104535,0.7142857142857143,13,0.01906610984860796,0.7692307692307693,-0.013018422610258703,-0.03740775512264494,0.011370909902127534,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2020s,中,60,9,550,0.0873906684958988,-0.03916929022278019,-0.011227228543414335,0.10006456329655311,0.17089675631556536,0.19990782254704115,0.7777777777777778,11,0.021728625180366862,0.7272727272727273,0.06566204331553194,-0.0035752295459247213,0.13489931617698858,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2020s,低,60,4,268,0.015224618129344081,-0.12096609863252447,-0.09938534302463303,0.013798480455733841,0.13512349949288419,0.1470370162644801,0.5,16,0.054307969167644556,0.8125,-0.039083351038300476,-0.1599088584772634,0.08174215640066246,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,2020s,高,60,7,612,0.02457678513081475,-0.1355063431876554,-0.10154059807221462,0.020692873719531102,0.16885789386539843,0.1951212221836479,0.8571428571428571,13,0.06374702363252881,0.6923076923076923,-0.039170238501714055,-0.11130421162208541,0.0329637346186573,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,2020s,中,120,9,550,0.17358653907680754,-0.042655785354472835,-0.01795685476617696,0.18578051644722726,0.3533719157599857,0.39444067368798963,0.8888888888888888,11,0.06613054758914798,0.8181818181818182,0.10745599148765957,-0.01153406925295454,0.2264460522282737,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,2020s,低,120,4,268,0.05434509063323255,-0.2004034068364878,-0.16376109773163974,0.03991145328478085,0.27849122579872293,0.3160065612988881,0.75,16,0.11970997769448198,0.875,-0.06536488706124943,-0.25556774062183574,0.12483796649933684,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,2020s,高,120,7,612,0.07129149932801289,-0.18492072238082738,-0.13601585127742413,0.0568078804055403,0.25558269496526576,0.3295356200818411,0.8571428571428571,13,0.13451965865764115,0.8461538461538461,-0.06322815932962826,-0.18873257154665612,0.06227625288739959,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,20,28,1710,0.011802146147962607,-0.10180618942559279,-0.060442869727185995,0.017576202902237825,0.0769003061571215,0.10114299915330341,0.7857142857142857,37,0.005106556146778541,0.6756756756756757,0.006695590001184066,-0.010522269995205483,0.023913449997573617,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,20,19,2306,0.006146452285482511,-0.06677013281823879,-0.047907087731957954,0.009154614401520655,0.060196282698715464,0.07876735542500102,0.6842105263157895,46,0.007474807953731287,0.7391304347826086,-0.0013283556682487756,-0.015840449919961218,0.013183738583463668,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,20,18,2112,0.003971139245333768,-0.11324537962801604,-0.07493149321432739,0.0058526947506958305,0.08018056043735647,0.11096401036741393,0.6666666666666666,47,0.00855462870601064,0.7446808510638298,-0.004583489460676872,-0.023723875838067655,0.014556896916713913,非判定格（方向−）,同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,中,60,28,1710,0.04084148667827093,-0.18526921449412512,-0.12671355870928408,0.044903400870004107,0.16033276309658825,0.20204007498993767,0.7142857142857143,37,0.014935361090359745,0.6486486486486487,0.025906125587911184,-0.018101766518427913,0.06991401769425028,非判定格（方向＋）,同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,低,60,19,2306,0.013446110230489975,-0.1372475182666396,-0.08539472462835868,0.021384623063072428,0.09715636788089244,0.13150339038937758,0.6842105263157895,46,0.027424551890513547,0.6739130434782609,-0.013978441660023572,-0.055021965681019205,0.027065082360972062,非判定格（方向−）,不同向
主,c,c 20 日波動 500 日分位三態,主判定 2001 起,高,60,18,2112,0.01656140866747134,-0.1616889050717554,-0.12549435685461588,0.01660767860172896,0.14779464229657366,0.19775310533110949,0.6111111111111112,47,0.025110974206014235,0.7021276595744681,-0.008549565538542896,-0.05880652300686019,0.04170739192977441,非判定格（方向−）,同向
