cagr,mdd,tr,expo,seed,pass
0.2987090088516633,-0.43659227261180317,10.793550103601463,0.8756482048195704,102000,False
0.33082465889054746,-0.36934036469258963,13.852584996480228,0.8709703517289152,102001,False
0.3903021510300142,-0.4177226392298954,21.442313339819094,0.8741743576500066,102002,False
0.22786084687510577,-0.4915388141022824,5.944496468775217,0.87530288192241,102003,False
0.2311107594049735,-0.45819592895745903,6.119976983586749,0.8664436671069382,102004,False
0.2835984577793602,-0.42066319069399233,9.559905588496564,0.8737797406655518,102005,False
0.375371108624206,-0.416392068359678,19.267343373973386,0.878283652207693,102006,False
0.21960340025989744,-0.39640175086605955,5.515897093375192,0.871223679522524,102007,False
0.20711012274958085,-0.41167677807362263,4.9123126464437785,0.8730158079193925,102008,False
0.2994450939247766,-0.38302038686645906,10.856807211948293,0.8690318987641543,102009,False
0.3152092333390637,-0.3837878990643286,12.286436448470726,0.8766787449296121,102010,False
0.2935461297408193,-0.40333042587847345,10.358280348652666,0.8778870235849612,102011,False
0.33107387629719875,-0.4283565823179009,13.87886421162455,0.866156749230288,102012,False
0.23321370080983583,-0.44422294172142535,6.235628426251079,0.8677241555311302,102013,False
0.23977618169785408,-0.4048023966431737,6.607410336195767,0.874203176249601,102014,False
0.3301888028644038,-0.4122538804972551,13.785723828504535,0.8703183324920017,102015,False
0.3291374925273609,-0.4185293199860549,13.675767157442701,0.8676139541857012,102016,False
0.3002025490956113,-0.4786261781655641,10.922217332205632,0.872530235240095,102017,False
0.2190414403477703,-0.3771492128162126,5.48760754146666,0.868554838028121,102018,False
0.299272781499452,-0.421106228588267,10.841972028221397,0.8743755528005264,102019,False
0.3370416909694518,-0.3994464768070206,14.520699769939569,0.8740407518435189,102020,False
0.4074624946130929,-0.4253112375112482,24.197929454949307,0.8616099119306525,102021,False
0.19226106265756915,-0.396112776604485,4.2602694411693385,0.8675752289740689,102022,False
0.31195791452223065,-0.38112847947871875,11.97956545931355,0.8667924125785391,102023,False
0.30829869702275103,-0.43027778078299506,11.641787639178855,0.8704384351475619,102024,False
0.2717314186565456,-0.4858404575447102,8.673370115058415,0.8667585782058455,102025,False
0.285284955130382,-0.5394245910265875,9.691620651565072,0.8732507135181876,102026,False
0.24559283900689932,-0.4152550183537825,6.951119273497043,0.8724427980738663,102027,False
0.37313059913880053,-0.4371924032708101,18.957780240648674,0.8679369810742626,102028,False
0.2765647297787661,-0.47443094378647876,9.026075850670473,0.8748841869810076,102029,False
0.3088315734506857,-0.41336496682745144,11.690482631439322,0.8713952779068554,102030,False
0.28297133994729173,-0.4008175973382828,9.511299102666996,0.8760805611627491,102031,False
0.15489872234960522,-0.394817823934374,2.8946235056360416,0.8699950305012378,102032,False
0.281230598534046,-0.3960226172361227,9.377424679245404,0.8721373961785923,102033,False
0.23093127690933035,-0.45065883293560005,6.110183303614422,0.8771748211446759,102034,False
0.3031954913374759,-0.4018014643236508,11.183840770271539,0.8673174501681863,102035,False
0.24499143706159665,-0.40667139053370305,6.914949837821383,0.8765874350682079,102036,False
0.3549051629938338,-0.4166157982319531,16.592504670547047,0.8757956883123847,102037,False
0.13984726492422017,-0.44369678636029325,2.440954181423651,0.8791658918130936,102038,False
0.2875407440572193,-0.46492102197088336,9.870093071346563,0.8663643138138227,102039,False
0.27721416684930333,-0.39650620833762845,9.074333638485005,0.864831849520253,102040,False
0.20152618137884826,-0.42586242029815524,4.6590933822372325,0.876836758200973,102041,False
0.13687676820558203,-0.4198568953850495,2.3572207570913672,0.8802041227897712,102042,False
0.30560969337462107,-0.3935147703295061,11.39860187069873,0.8727040535922957,102043,False
0.3123037268368254,-0.47001573048777023,12.011900500930588,0.8681671932955436,102044,False
0.3412155040632827,-0.4548876195022516,14.98418638524406,0.8686836065337178,102045,False
0.3494124503504423,-0.5119066147430346,15.93059924670029,0.8740895701316278,102046,False
0.28594424341293845,-0.47418419016599,9.743508945216087,0.8686127630547217,102047,False
0.29467482018699576,-0.4331003575718491,10.452191006451303,0.8732886042238674,102048,False
0.2224803640146269,-0.38420873293572916,5.662460982461739,0.8729779148930434,102049,False
0.3040383540507847,-0.4285348668641823,11.25843870039316,0.8746139963559845,102050,False
0.24860483180399107,-0.36475973566138853,7.134499188469022,0.8779398258317613,102051,False
0.16349035658322286,-0.45583104922967377,3.1769031282950664,0.8728465699298097,102052,False
0.1602681252424194,-0.37033293916463667,3.0689619946852877,0.8680340479917579,102053,False
0.27397949015354306,-0.4388719636540278,8.836016437854845,0.8664964655784005,102054,False
0.47627778953849065,-0.428557039337978,38.54438512864195,0.8744290009601737,102055,False
0.27355545265208114,-0.4211492310033522,8.805151839580093,0.8658226008219707,102056,False
0.36023295552180756,-0.4434271504832201,17.256543437207082,0.874927566766434,102057,False
0.4532208091233547,-0.3622460590767241,33.08339874449965,0.8689703093913709,102058,False
0.2379977243644873,-0.403704383583016,6.50500592641885,0.8690584664352997,102059,False
0.23405533291144764,-0.4957249547341087,6.282382663002492,0.8678034076404473,102060,False
0.2818259684423865,-0.42596546564225185,9.4230399845564,0.8646481570718232,102061,False
0.19988003810875843,-0.38636143899429287,4.586318598444123,0.8736924210629599,102062,False
0.1706303754834424,-0.4907953052830705,3.4252586626911237,0.877791367062523,102063,False
0.32999339034244013,-0.3564241318016127,13.765230052204938,0.8671308227986175,102064,False
0.2263283522146211,-0.43160473743906763,5.863098504692169,0.8702288021538883,102065,False
0.33448237189539953,-0.40729321975553207,14.24247592458541,0.8777156436450242,102066,False
0.20442713156426318,-0.4544544538035167,4.789407873527367,0.8707550644629488,102067,False
0.3571801395957077,-0.367083228241999,16.873361332330145,0.8707182461372627,102068,False
0.21954645768298597,-0.3820525774392204,5.513025541408124,0.8684096000908181,102069,False
0.31036789499747,-0.383808849807672,11.831813965355684,0.8758034750743037,102070,False
0.45728543256905274,-0.4237314148769981,33.994093877254414,0.8668925953170282,102071,False
0.2589362606481398,-0.4253272072972299,7.7925928925171135,0.8660756070253344,102072,False
0.2093701625829396,-0.4010684657700018,5.017647040799547,0.8717737751624064,102073,False
0.27270266961338674,-0.37451847784578235,8.743342010035732,0.8757177972211987,102074,False
0.13434392457810063,-0.44782664382619386,2.2872680862620705,0.8769998626280973,102075,False
0.2429567743842742,-0.4813343403110849,6.793669578606992,0.8723778013945123,102076,False
0.27428113098456985,-0.41161790810998555,8.858024940757879,0.8746991215920548,102077,False
0.3681307340391846,-0.29978635012583327,18.282159019463915,0.8707779913307474,102078,True
