stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2017Q1,twse,6671440,2805073,9476513,896410,292551,5474495,2813057,-516858,2296199,,2296199,-169557,2126642,2296189,,10,2126632,,10,0.22
2881,富邦金,2017Q1,twse,27091257,85726010,112817267,368560,89557239,13395524,9495944,353742,9849686,,9849686,-1425449,8424237,9878762,,-29076,8453437,,-29200,0.97
2882,國泰金,2017Q1,twse,40524787,86401595,126926382,319329,98572615,17175853,10858585,-68363,10790222,,10790222,2740720,13530942,10625011,,165211,13701173,,-170231,0.85
2883,凱基金,2017Q1,twse,1805218,4996279,6801497,88509,,4616465,2096523,-249745,1846778,,1846778,91404,1938182,1808417,,38361,1900324,,37858,0.12
2884,玉山金,2017Q1,twse,4882110,5639109,10521219,412700,,5872915,4235604,-493505,3742099,,3742099,-292702,3449397,3732976,,9123,3473754,,-24357,0.43
2885,元大金,2017Q1,twse,5837551,11710889,17548440,98289,4864082,8635321,3950748,-481342,3469406,-173841,3295565,-628299,2667266,3051370,,244195,2410671,,256595,0.26
2886,兆豐金,2017Q1,twse,8757307,6001378,14758685,464114,22808,6113259,8158504,-755045,7403459,,7403459,100224,7503683,7403469,0,-10,7503693,0,-10,0.54
2887,台新新光金,2017Q1,twse,4390363,4108838,8499201,-190680,,4870881,3819000,-489408,3329592,,3329592,-57441,3272151,3329672,,-80,3272231,,-80,0.31
2889,國票金,2017Q1,twse,457347,945053,1402400,10692,,685664,706044,-118908,587136,,587136,170047,757183,546304,,40832,712217,,44966,0.20
2890,永豐金,2017Q1,twse,4069348,4032199,8101547,307582,,4945550,2848415,-484566,2363849,,2363849,-1019097,1344752,2365007,,-1158,1345910,,-1158,0.22
2891,中信金,2017Q1,twse,21618979,72216436,93835415,-636138,67686019,15009246,11776288,-1562409,10213879,,10213879,-1934710,8279169,10213608,,271,8283608,,-4439,0.52
2892,第一金,2017Q1,twse,7273068,4808918,12081986,451687,1338931,5225306,5066062,-756991,4309071,,4309071,-1391092,2917979,4340378,,-31307,2939022,,-21043,0.36
5880,合庫金,2017Q1,twse,8321669,2601426,10923095,713784,535053,5728019,3946239,-450878,3495361,,3495361,261048,3756409,3377256,,118105,3623266,,133143,0.29
