stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2024Q1,twse,6205338,10123410,16328748,739449,496398,8048060,7044841,1415893,5628948,,5628948,4015436,9644384,5628913,,35,9644332,,52,0.41
2881,富邦金,2024Q1,twse,43887078,45318389,89205467,2992456,30245078,20968582,34999351,4563126,30436225,,30436225,63505480,93941705,30407666,,28559,94018806,,-77101,2.34
2882,國泰金,2024Q1,twse,62425086,54142658,116567744,2302172,46209644,24826997,43228931,5442168,37786763,-224334,37562429,36239262,73801691,38108670,,-546241,72875554,,926137,2.60
2883,凱基金,2024Q1,twse,18322767,-2630589,15692178,398442,-3213437,8611615,9895558,1679787,8215771,,8215771,19531448,27747219,8213902,,1869,27743311,,3908,0.49
2884,玉山金,2024Q1,twse,7821425,9665104,17486529,371442,,9379757,7735330,1481063,6254267,,6254267,2476143,8730410,6250969,,3298,8726934,,3476,0.40
2885,元大金,2024Q1,twse,7609146,23406657,31015803,314737,4136147,14572883,11992036,2033552,9958484,,9958484,3093408,13051892,9235010,,723474,12310035,,741857,0.73
2886,兆豐金,2024Q1,twse,9314481,13111202,22425683,1131912,15791,8496356,12781624,1291443,11490181,,11490181,4100815,15590996,11490181,,0,15590996,,0,0.80
2887,台新新光金,2024Q1,twse,8266907,13052907,21319814,626944,6062448,8565207,6065215,1053366,5011849,,5011849,5973,5017822,5011462,,387,5017435,,387,0.36
2889,國票金,2024Q1,twse,328448,1707967,2036415,44093,,1070031,922291,150707,771584,,771584,-108040,663544,628428,,143156,419471,,244073,0.18
2890,永豐金,2024Q1,twse,5730673,11020306,16750979,613968,,7980219,8156792,1245679,6911113,,6911113,1921045,8832158,6911113,,0,8832158,,0,0.56
2891,中信金,2024Q1,twse,31902964,16608586,48511550,2476132,-1758446,22251239,25542625,4369947,21172678,,21172678,6770169,27942847,20920112,,252566,27949493,,-6646,1.07
2892,第一金,2024Q1,twse,7797891,10928921,18726812,1166035,1459894,7674887,8425996,1411043,7014953,,7014953,3896071,10911024,7014953,,,10911024,,,0.52
5880,合庫金,2024Q1,twse,7158860,8641433,15800293,1177011,544031,7532729,6546522,1163293,5383229,,5383229,1686574,7069803,5237347,,145882,6949126,,120677,0.36
