stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2015Q2,twse,46434327,39655906,6778421,,,6778421,2167282,,4611139,101237,4712376,1010013,3702363,,,3702363,-2911615,,790748,3051907,,650456,861165,,-70417,0.83
1102,亞泥,2015Q2,twse,32252761,28822804,3429957,822,0,3429135,1428418,,2000717,3125491,5126208,549957,4576251,,,4576251,671196,,5247447,4356999,,219252,5420782,,-173335,1.39
1103,嘉泥,2015Q2,twse,1408790,1492139,-83349,,,-83349,210711,39907,-254153,244544,-9609,57997,-67606,,,-67606,-1711113,,-1778719,-79498,,11892,-1723417,,-55302,-0.12
1104,環泥,2015Q2,twse,2558276,2342505,215771,,,215771,167082,,48689,622817,671506,59837,611669,,,611669,-23880,,587789,615988,,-4319,592108,,-4319,0.98
1108,幸福,2015Q2,twse,2636961,2062912,574049,,,574049,147893,-9647,416509,-22329,394180,85320,308860,,,308860,-10811,,298049,315548,,-6688,304438,,-6389,0.78
1109,信大,2015Q2,twse,2052241,1847004,205237,,,205237,190904,,14333,-8908,5425,34650,-29225,,,-29225,-71996,,-101221,-3524,,-25701,-54804,,-46417,-0.01
1110,東泥,2015Q2,twse,958841,873285,85556,,,85556,28647,,56909,1008,57917,-2980,60897,,,60897,8225,,69122,60629,,268,68858,,264,0.11
1201,味全,2015Q2,twse,10243099,7553680,2689419,,,2689419,3394070,,-704651,-82762,-787413,-88453,-698960,92983,,-605977,-112390,,-718367,-601833,,-4144,-706205,,-12162,-1.19
1203,味王,2015Q2,twse,3305337,2519116,786221,0,0,786221,433050,,353171,60784,413955,97513,316442,0,,316442,-103747,,212695,202958,,113484,145723,,66972,0.85
1210,大成,2015Q2,twse,38795605,34969209,3826396,,,3826396,3364004,,462392,-27898,434494,201438,233056,-3952,,229104,-306052,,-76948,255946,,-26842,135024,,-211972,0.37
1213,大飲,2015Q2,twse,346477,289736,56741,,,56741,43908,,12833,2314,15147,3831,11316,,,11316,-6,,11310,11316,,,11310,,,0.22
1215,卜蜂,2015Q2,twse,7937950,7044055,893895,,,893895,543020,2206,353081,30632,383713,96608,287105,,,287105,-283891,,3214,276717,,10388,-5224,,8438,1.14
1216,統一,2015Q2,twse,209965307,139499974,70465333,,,70465333,57933170,,12532163,4716297,17248460,3712637,13535823,,,13535823,-3050393,,10485430,8727337,,4808486,6582296,,3903134,1.60
1217,愛之味,2015Q2,twse,2159610,1473734,685876,,,685876,785561,,-99685,-33610,-133295,-4037,-129258,,,-129258,-62905,,-192163,-127131,,-2127,-176439,,-15724,-0.26
1218,泰山,2015Q2,twse,3892570,3308475,584095,570,182,583707,676744,,-93037,74011,-19026,3301,-22327,,,-22327,-6459,,-28786,-22433,,106,-28892,,106,-0.07
1219,福壽,2015Q2,twse,4630944,4281354,349590,,,349590,341775,,7815,13298,21113,9247,11866,0,,11866,-1824,,10042,19932,,-8066,18439,,-8397,0.06
1220,台榮,2015Q2,twse,1601479,1469618,131861,,,131861,120447,,11414,7919,19333,4773,14560,,,14560,-1833,,12727,29224,,-14664,27212,,-14485,0.17
1225,福懋油,2015Q2,twse,5340279,5016969,323310,62,,323248,242417,58,80889,-22624,58265,13123,45142,,,45142,-6773,,38369,42446,,2696,35673,,2696,0.19
1227,佳格,2015Q2,twse,12342587,8393698,3948889,,,3948889,2382909,,1565980,50613,1616593,318443,1298150,,,1298150,-91673,,1206477,1287007,,11143,1194689,,11788,1.80
1229,聯華,2015Q2,twse,2562249,2245087,317162,,,317162,220692,,96470,924988,1021458,23755,997703,,,997703,481959,,1479662,996448,,1255,1479754,,-92,1.17
1231,聯華食,2015Q2,twse,3142068,2541041,601027,,,601027,464135,,136892,25593,162485,33234,129251,,,129251,-4633,,124618,129321,,-70,125045,,-427,0.87
1232,大統益,2015Q2,twse,8941200,8134509,806691,,,806691,284525,,522166,-1113,521053,98324,422729,,,422729,222,,422951,418666,,4063,418888,,4063,2.62
1233,天仁,2015Q2,twse,1063859,441127,622732,,,622732,519965,,102767,9891,112658,19521,93137,0,,93137,8270,,101407,93627,0,-490,102448,,-1041,1.03
