stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2023Q4,tpex,2910168,2615623,7612,44131,346288,,,346288,220983,,125305,47191,172496,36604,135892,,,135892,-235,,135657,162310,,-26418,162075,,-26418,4.12
1259,安心,2023Q4,tpex,5993760,4559176,,,1434584,,,1434584,1369220,,65364,111282,176646,13606,163040,,,163040,297117,,460157,167442,,-4402,464653,,-4496,5.17
1264,德麥,2023Q4,tpex,5838363,3902592,,,1935771,,,1935771,942407,,993364,19683,1013047,239215,773832,,,773832,-26916,,746916,675756,,98076,660933,,85983,18.24
1268,漢來美食,2023Q4,tpex,4918533,2722619,,,2195914,,,2195914,1827722,,368192,17232,385424,64276,321148,,,321148,108259,,429407,321148,,,429407,,,7.61
1294,漢田生技,2023Q4,tpex,625141,344289,,,280852,,,280852,95146,,185706,-1137,184569,37036,147533,,,147533,,,147533,148118,,-585,148118,,-585,7.66
1295,生合,2023Q4,tpex,823304,404558,,,418746,,,418746,275787,,142959,4108,147067,33796,113271,,,113271,-6504,,106767,113271,,,106767,,,3.68
1336,台翰,2023Q4,tpex,2316598,1927079,,,389519,,,389519,227428,,162091,37080,199171,91781,107390,,,107390,-45478,,61912,107390,,,61912,,,1.39
1565,精華,2023Q4,tpex,4393888,3418643,,,975245,0,1,975246,369547,,605699,73219,678918,132964,545954,,,545954,2977,,548931,545954,,,548931,,,10.83
1569,濱川,2023Q4,tpex,3605401,3266964,,,338437,,,338437,540246,,-201809,58811,-142998,-38898,-104100,,,-104100,-50815,,-154915,-115390,,11290,-160566,,5651,-0.95
1570,力肯,2023Q4,tpex,393659,302447,,,91212,,,91212,81770,,9442,16513,25955,7302,18653,,,18653,19661,,38314,18653,,,38314,,,0.36
1580,新麥,2023Q4,tpex,4498686,2593232,,,1905454,,,1905454,1030555,,874899,60382,935281,298922,636359,,,636359,-36111,,600248,603037,,33322,568624,,31624,12.01
1584,精剛,2023Q4,tpex,2748485,2391159,,,357326,,,357326,179290,,178036,328003,506039,3867,502172,,,502172,16049,,518221,506445,,-4273,522494,,-4273,3.01
1586,和勤,2023Q4,tpex,2310590,2054576,,,256014,,,256014,323620,,-67606,-5800,-73406,-19093,-54313,,,-54313,-27224,,-81537,-54313,,,-81537,,,-0.67
1591,駿吉-KY,2023Q4,tpex,71741,95321,,,-23580,,,-23580,39581,,-63161,2711,-60450,-11043,-49407,,,-49407,-19629,,-69036,-49407,,,-69036,,,-1.43
1593,祺驊,2023Q4,tpex,1065434,733718,,,331716,,,331716,241547,,90169,15410,105579,26112,79467,,,79467,-5202,,74265,50786,,28681,45584,,28681,1.28
1595,川寶,2023Q4,tpex,1407762,1031785,,,375977,,,375977,346009,,29968,61562,91530,42791,48739,,,48739,6907,,55646,49227,,-488,56134,,-488,1.04
1599,宏佳騰,2023Q4,tpex,2144084,1729026,,,415058,,,415058,501805,,-86747,85005,-1742,2788,-4530,,,-4530,6013,,1483,-4530,,,1483,,,-0.06
1742,台蠟,2023Q4,tpex,392001,273949,,,118052,,,118052,69275,,48777,-10317,38460,158,38302,,,38302,1915,,40217,38302,,0,40217,,0,0.41
1777,生泰,2023Q4,tpex,1114687,705166,,,409521,,,409521,127670,,281851,31918,313769,62756,251013,,,251013,874,,251887,,,,,,,5.63
1780,立弘,2023Q4,tpex,720431,473992,,,246439,,,246439,157725,,88714,33670,122384,24972,97412,,,97412,-3840,,93572,97412,,,93572,,,1.02
1781,合世,2023Q4,tpex,601171,508066,,,93105,,,93105,134168,,-41063,3502,-37561,-4332,-33229,,,-33229,-3979,,-37208,-33229,,,-37208,,,-0.70
1784,訊聯,2023Q4,tpex,1127304,489027,,,638277,,,638277,553584,,84693,22391,107084,25687,81397,,,81397,-944,,80453,78399,,2998,77657,,2796,1.67
1785,光洋科,2023Q4,tpex,22629192,19906133,,,2723059,,,2723059,1357222,,1365837,-77176,1288661,222243,1066418,,,1066418,-37329,,1029089,1084941,,-18523,1047612,,-18523,1.83
1788,杏昌,2023Q4,tpex,3895778,2879984,,,1015794,,,1015794,609250,,406544,27761,434305,86321,347984,,,347984,-3119,,344865,347984,,,344865,,,8.01
1796,金穎生技,2023Q4,tpex,793770,507419,,,286351,,,286351,132786,,153565,-132,153433,28812,124621,,,124621,-365,,124256,124621,,,124256,,,3.01
1799,易威,2023Q4,tpex,271628,100910,,,170718,,,170718,333456,,-162738,-7171,-169909,256,-170165,,,-170165,-8960,,-179125,-144818,,-25347,-153476,,-25649,-1.27
1813,寶利徠,2023Q4,tpex,360452,364382,,,-3930,,,-3930,82146,,-86076,76049,-10027,-5677,-4350,,,-4350,1093,,-3257,11198,,-15548,12294,,-15551,0.24
1815,富喬,2023Q4,tpex,3199921,3212151,,,-12230,,,-12230,510508,,-522738,-319888,-842626,-191431,-651195,,,-651195,-228953,,-880148,-651195,,,-880148,,,-1.44
2035,唐榮公司,2023Q4,tpex,10706636,11570952,,,-864316,,,-864316,278189,,-1142505,17185,-1125320,,-1125320,,,-1125320,24527,,-1100793,,,,,,,-3.22
2061,風青,2023Q4,tpex,887425,858708,,,28717,,,28717,60774,,-32057,10231,-21826,3569,-25395,,,-25395,-3451,,-28846,-25395,,,-28846,,,-0.54
2063,世鎧精密,2023Q4,tpex,1428614,974913,,,453701,,,453701,146242,,307459,-3601,303858,58364,245494,,,245494,3837,,249331,245494,,,249331,,,4.95
2064,晉椿,2023Q4,tpex,1430228,1414491,,,15737,733,,15004,116355,,-101351,4948,-96403,-2184,-94219,,,-94219,59,,-94160,-94298,,79,-94235,,75,-1.36
