stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2021Q4,twse,107041452,80391353,,,26650099,,,26650099,6863624,,19786475,6291609,26078084,5930387,20147697,1053559,,21201256,-9066133,,12135123,20256366,,944890,11281319,,853804,3.30
1102,亞泥,2021Q4,twse,89654713,68473835,,,21180878,,,21180878,3494661,,17686217,4247696,21933913,4406143,17527770,,,17527770,-396550,,17131220,15068221,,2459549,14758614,,2372606,4.70
1103,嘉泥,2021Q4,twse,2220254,2189455,,,30799,,,30799,556435,0,-525636,1345156,819520,71985,747535,0,,747535,1087633,,1835168,657848,,89687,1702814,,132354,1.02
1104,環泥,2021Q4,twse,6079107,4947290,,,1131817,,,1131817,421615,,710202,530060,1240262,126036,1114226,,,1114226,206946,,1321172,1088078,,26148,1295080,,26092,1.66
1108,幸福,2021Q4,twse,3769022,3208996,,,560026,,,560026,234899,13442,338569,2743,341312,79107,262205,,,262205,9767,,271972,262205,,,271972,,,0.65
1109,信大,2021Q4,twse,7378229,5175302,,,2202927,,,2202927,445385,,1757542,81432,1838974,626184,1212790,,,1212790,-28240,,1184550,862861,,349929,845618,,338932,2.52
1110,東泥,2021Q4,twse,1846785,1712217,,,134568,,,134568,122514,,12054,137074,149128,15317,133811,,,133811,51015,,184826,139985,,-6174,191010,,-6184,0.25
1201,味全,2021Q4,twse,19817862,14035011,,,5782851,,,5782851,5138969,,643882,74414,718296,210470,507826,,,507826,-42476,,465350,507002,,824,464487,,863,1.00
1203,味王,2021Q4,twse,5824838,3928723,,,1896115,,,1896115,1030510,,865605,51591,917196,220166,697030,0,,697030,-208437,,488593,447878,,249152,375729,,112864,1.88
1210,大成,2021Q4,twse,101437842,90701292,,,10736550,,,10736550,8391158,,2345392,541326,2886718,624695,2262023,,,2262023,83658,,2345681,1869385,,392638,2039351,,306330,2.32
1213,大飲,2021Q4,twse,428407,438426,,,-10019,,,-10019,55503,,-65522,-28629,-94151,285,-94436,,,-94436,5,,-94431,-94436,,,-94431,,,-1.67
1215,卜蜂,2021Q4,twse,24841345,21441119,,,3400226,,,3400226,1795948,-12738,1591540,53210,1644750,331093,1313657,0,,1313657,-325316,,988341,1355652,,-41995,1029939,,-41598,5.06
1216,統一,2021Q4,twse,473501669,317395795,,,156105874,,,156105874,127713857,,28392017,7875711,36267728,7471333,28796395,,,28796395,-1614444,,27181951,19879062,,8917333,18313918,,8868033,3.50
1217,愛之味,2021Q4,twse,4710880,3251492,,,1459388,,,1459388,1287853,,171535,113709,285244,68077,217167,,,217167,346094,,563261,201182,,15985,539539,,23722,0.41
1218,泰山,2021Q4,twse,9944978,8409291,,,1535687,231,702,1536158,1326801,,209357,426279,635636,43625,592011,,,592011,48669,,640680,591827,,184,640465,,215,1.22
1219,福壽,2021Q4,twse,14778782,13413278,,-4456,1361048,,,1361048,1058336,,302712,51025,353737,72381,281356,,,281356,-2183,,279173,322817,,-41461,320795,,-41622,1.00
1220,台榮,2021Q4,twse,3219386,2752257,,,467129,,,467129,241530,,225599,26915,252514,44274,208240,,,208240,-8981,,199259,177906,,30334,168926,,30333,1.00
1225,福懋油,2021Q4,twse,13103954,11968692,21838,,1157100,32,,1157068,626286,55,530837,65708,596545,109698,486847,,,486847,-4555,,482292,453112,,33735,448557,,33735,2.07
1227,佳格,2021Q4,twse,34307044,26075184,,,8231860,,,8231860,5250275,,2981585,171429,3153014,651908,2501106,,,2501106,265038,,2766144,2456628,,44478,2623752,,142392,2.70
1229,聯華,2021Q4,twse,11322814,8801727,,,2521087,,,2521087,1077218,,1443869,3375614,4819483,75378,4744105,,,4744105,9265725,,14009830,4089143,,654962,9668522,,4341308,2.92
1231,聯華食,2021Q4,twse,9517892,7315626,,,2202266,,,2202266,1256013,,946253,64498,1010751,197070,813681,,,813681,-22766,,790915,814001,,-320,791381,,-466,4.03
1232,大統益,2021Q4,twse,20477990,18119818,,,2358172,,,2358172,827258,,1530914,66856,1597770,323848,1273922,,,1273922,23297,,1297219,1241710,,32212,1264570,,32649,7.76
1233,天仁,2021Q4,twse,1773001,782240,0,0,990761,0,0,990761,975925,,14836,38102,52938,9509,43429,,,43429,-12440,,30989,43128,,301,30947,,42,0.48
1234,黑松,2021Q4,twse,9222874,6662016,,,2560858,,,2560858,1954918,,605940,395181,1001121,204312,796809,,,796809,816,,797625,796809,,,797625,,,1.98
1235,興泰,2021Q4,twse,41090,25684,,,15406,,,15406,20570,,-5164,88609,83445,1365,82080,,,82080,563942,,646022,82080,,,646022,,,0.81
1236,宏亞,2021Q4,twse,1755115,1302824,,,452291,,,452291,500898,,-48607,18174,-30433,-3076,-27357,,,-27357,569505,,542148,-27357,,,542148,,,-0.25
1256,鮮活果汁-KY,2021Q4,twse,4581970,2921115,,,1660855,,,1660855,669562,,991293,26296,1017589,312298,705291,,,705291,-21032,,684259,708708,,-3417,689135,,-4876,20.94
1301,台塑,2021Q4,twse,273598301,197437397,,,76160904,,,76160904,15996911,,60163993,25792821,85956814,14601503,71355311,,,71355311,14545006,,85900317,71355311,,,85900317,,,11.21
1303,南亞,2021Q4,twse,411670391,307825271,,,103845120,,188,103845308,22845268,,81000040,22463915,103463955,18631130,84832825,,,84832825,6963473,,91796298,81295023,,3537802,88348263,,3448035,10.25
1304,台聚,2021Q4,twse,71755542,54001841,,,17753701,,,17753701,4870783,,12882918,-130476,12752442,2672991,10079451,,,10079451,-187249,,9892202,5191394,,4888057,5615597,,4276605,4.84
1305,華夏,2021Q4,twse,20221524,15181144,,,5040380,,,5040380,1723223,,3317157,-10123,3307034,675616,2631418,,,2631418,-14961,,2616457,2468676,,162742,2453884,,162573,4.25
1307,三芳,2021Q4,twse,8384007,6909767,,,1474240,,,1474240,1233241,,240999,-94651,146348,30415,115933,,,115933,-139090,,-23157,115933,,,-23157,,,0.29
1308,亞聚,2021Q4,twse,9565813,5968145,,,3597668,,,3597668,278413,,3319255,418951,3738206,637079,3101127,,,3101127,947852,,4048979,3101127,,,4048979,,,5.22
1309,台達化,2021Q4,twse,20771165,17385209,,,3385956,,,3385956,1138584,,2247372,160072,2407444,557512,1849932,,,1849932,144361,,1994293,1849932,,,1994293,,,4.89
1310,台苯,2021Q4,twse,11714016,11581104,,,132912,,,132912,218590,,-85678,79431,-6247,-111486,105239,,,105239,-43675,,61564,104604,,635,61285,,279,0.20
1312,國喬,2021Q4,twse,22547353,17904677,,,4642676,,,4642676,1729872,,2912804,4444495,7357299,1280711,6076588,,,6076588,2179533,,8256121,5881161,,195427,7377146,,878975,6.47
1313,聯成,2021Q4,twse,81942428,76803852,,,5138576,,,5138576,2690687,,2447889,320981,2768870,621408,2147462,,,2147462,3890422,,6037884,2147462,,,6037884,,,1.66
1314,中石化,2021Q4,twse,35163380,30066937,,,5096443,,,5096443,2581978,,2514465,1475213,3989678,393451,3596227,,,3596227,218953,,3815180,3603208,,-6981,3823805,,-8625,1.09
1315,達新,2021Q4,twse,2378900,2012513,,,366387,,,366387,359137,,7250,273464,280714,274282,6432,,,6432,541879,,548311,5361,,1071,547566,,745,0.04
1316,上曜,2021Q4,twse,1035758,835924,,,199834,,,199834,299091,,-99257,72973,-26284,1975,-28259,0,,-28259,1347,,-26912,-85630,,57371,-86104,,59192,-0.50
1319,東陽,2021Q4,twse,18380295,14893150,,,3487145,,,3487145,2944010,,543135,223939,767074,129910,637164,,,637164,-249513,,387651,687538,,-50374,439043,,-51392,1.16
1321,大洋,2021Q4,twse,6490333,6005716,,,484617,,,484617,517018,,-32401,384609,352208,32840,319368,0,,319368,-76203,,243165,319368,,,243165,,,1.45
1323,永裕,2021Q4,twse,3797590,2883420,,,914170,,,914170,473460,,440710,-3386,437324,93053,344271,,,344271,-17983,,326288,276295,,67976,258312,,67976,3.04
