stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2023Q3,twse,21074932,23901460,44976392,1069393,723749,22916813,20266437,3374469,16891968,,16891968,2012207,18904175,16891870,,98,18904053,,122,1.24
2881,富邦金,2023Q3,twse,125936144,27664238,153600382,6480415,9852779,58526332,78740856,11498957,67241899,,67241899,127523982,194765881,67812976,,-571077,195115551,,-349670,4.94
2882,國泰金,2023Q3,twse,182426434,60014424,242440858,2173121,94721450,74544092,71002195,11258258,59743937,,59743937,30381607,90125544,59251994,,491943,88796680,,1328864,3.81
2883,凱基金,2023Q3,twse,54960814,-17315257,37645557,294589,-6428752,23504989,20274731,2759048,17515683,,17515683,8911683,26427366,17512376,,3307,26423604,,3762,1.05
2884,玉山金,2023Q3,twse,21414065,26767419,48181484,989544,,27585706,19606234,3714228,15892006,,15892006,1670696,17562702,15881830,,10176,17552277,,10425,1.04
2885,元大金,2023Q3,twse,22838793,54983674,77822467,268785,11705509,36582691,29265482,4276763,24988719,,24988719,8122183,33110902,23531969,,1456750,31775820,,1335082,1.85
2886,兆豐金,2023Q3,twse,27099123,30555803,57654926,5817129,-2421887,24312163,29947521,2919715,27027806,,27027806,8819110,35846916,27027806,,0,35846916,,0,1.92
2887,台新新光金,2023Q3,twse,22652368,30559190,53211558,1067084,13066121,24223439,14854914,2751226,12103688,,12103688,2592765,14696453,12101534,,2154,14694299,,2154,0.85
2889,國票金,2023Q3,twse,958187,4449005,5407192,31711,,2928564,2446917,507549,1939368,,1939368,1449461,3388829,1594485,,344883,2630081,,758748,0.46
2890,永豐金,2023Q3,twse,18627863,22406020,41033883,1366409,,21425228,18242246,2530501,15711745,,15711745,4372539,20084284,15711745,,,20084284,,,1.29
2891,中信金,2023Q3,twse,98618421,8264777,106883198,6647629,-19920802,63636959,56519412,6733771,49785641,,49785641,14184566,63970207,48586395,,1199246,64439724,,-469517,2.44
2892,第一金,2023Q3,twse,24333840,27402859,51736699,3376831,2192425,22342464,23824979,4798322,19026657,,19026657,9438618,28465275,19026657,,,28465275,,,1.40
5880,合庫金,2023Q3,twse,24384401,21655561,46039962,3543900,1995341,21986327,18514394,3524777,14989617,,14989617,6050143,21039760,14514358,,475259,20678478,,361282,0.99
