stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2017Q2,twse,3406708,2397214,1009494,189526,1199020,-78364,1120656,,,1120656,-107763,,1012893,1118990,,1666,1011168,,1725,0.80
6005,群益證,2017Q2,twse,3963779,3005509,958270,383754,1342024,-141612,1200412,,,1200412,-1362,,1199050,1065565,,134847,1129319,,69731,0.49
6024,群益期,2017Q2,twse,1186478,981307,205171,152801,357972,-49874,308098,,,308098,-94760,,213338,306916,,1182,213841,,-503,2.02
