stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2016Q2,twse,16742961,16161482,581479,162969,418510,,418510,410112,828622,346598,,71912,730427,,98195,0.21
1718,中纖,2016Q2,twse,16142518,14863392,1279126,305612,973514,,973514,126044,1099558,-255629,1229143,,-191625,1291183,,-0.22
2514,龍邦,2016Q2,twse,93641,169238,-75597,10142,-85739,0,-85739,-87215,-172954,-85379,,-360,-172861,,-93,-0.15
2905,三商,2016Q2,twse,103992627,100650570,3342057,576740,2765317,,2765317,480484,3245801,1357544,,1407773,1764153,,1481648,2.11
