stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2019Q3,twse,6028598,3907483,1493586,627529,10202,637731,-5717,643448,,,643448,78101,,721549,644786,,-1338,721267,,282,3.03
2832,台產,2019Q3,twse,3935214,2324253,925109,685852,-3577,682275,103774,578501,,,578501,279728,,858229,,,,,,,1.60
2850,新產,2019Q3,twse,11688053,8041901,2344725,1301427,24280,1325707,219663,1106044,,,1106044,121976,,1228020,,,,,,,3.50
2851,中再保,2019Q3,twse,12252008,10653364,260798,1337846,259,1338105,305895,1032210,,,1032210,141098,,1173308,,,,,,,1.75
2852,第一保,2019Q3,twse,4490905,2982492,985598,522815,-60,522755,78760,443995,,,443995,240714,,684709,,,,,,,1.47
