stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2021Q4,twse,44155384,38307422,5847962,1072130,4775832,28756,4804588,2188577,6993165,3888416,,916172,6217667,,775498,2.41
1718,中纖,2021Q4,twse,33046524,28375096,4671428,820647,3850781,,3850781,625647,4476428,5699,,3845082,500302,,3976126,0.00
2207,和泰車,2021Q4,twse,246917024,221946365,24970659,5412569,19558090,,19558090,1334038,20892128,16210758,,3347332,17589052,,3303076,29.68
2905,三商,2021Q4,twse,188373202,187726987,646215,-1965773,2611988,,2611988,-2887919,-275931,1890261,,721727,692062,,-967993,2.19
