stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2020Q1,twse,5137123,2317189,572122,3782521,3099669,606885,2492784,,,2492784,-2588704,,-95920,2492784,,,-95920,,,0.25
2812,台中銀,2020Q1,twse,2122793,645045,178521,1474506,1114811,235121,879690,,,879690,-38979,,840711,879690,,,840711,,,0.24
2820,華票,2020Q1,twse,232374,341121,-165,118277,455383,98314,357069,,,357069,-289280,0,67789,,,,,,,0.27
2834,臺企銀,2020Q1,twse,4276912,1226887,870166,3091812,1541821,271475,1270346,0,,1270346,-1304123,,-33777,1270346,0,0,-33777,0,0,0.18
2836,高雄銀,2020Q1,twse,643946,353238,120195,626804,250185,34703,215482,,,215482,-459853,,-244371,,,,,,,0.20
2838,聯邦銀,2020Q1,twse,1815400,1204615,135593,2388308,496114,127462,368652,0,,368652,-2936579,,-2567927,368689,,-37,-2567890,,-37,0.13
2845,遠東銀,2020Q1,twse,1471992,827357,233184,1663918,402247,22814,379433,,,379433,-212831,,166602,379433,,,166602,,,0.11
2849,安泰銀,2020Q1,twse,926761,569884,-47968,688026,856587,153037,703550,0,,703550,34401,,737951,,,,,,,0.36
2897,王道銀行,2020Q1,twse,925499,957586,256320,1089413,537352,150634,386718,-9088,,377630,-923788,,-546158,115440,,262190,-607055,,60897,0.05
5876,上海商銀,2020Q1,twse,7294792,2648521,328783,3707219,5907311,1158390,4748921,,,4748921,-3775220,,973701,3599664,,1149257,458515,0,515186,0.81
