stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2024Q2,tpex,1432034,1267539,7520,21975,193990,,,193990,120900,,73090,16422,89512,21428,68084,,,68084,256763,,324847,79352,,-11268,336115,,-11268,2.02
1259,安心,2024Q2,tpex,3009628,2317946,,,691682,,,691682,677163,,14519,50863,65382,8950,56432,,,56432,121123,,177555,67558,,-11126,188390,,-10835,2.08
1264,德麥,2024Q2,tpex,3140695,2124849,,,1015846,,,1015846,482259,,533587,17531,551118,126067,425051,,,425051,57905,,482956,371310,,53741,408499,,74457,10.02
1268,漢來美食,2024Q2,tpex,2995315,1601201,,,1394114,,,1394114,1064449,,329665,52,329717,64793,264924,,,264924,37415,,302339,264924,,,302339,,,6.27
1294,漢田生技,2024Q2,tpex,396944,234559,,,162385,,,162385,56106,,106279,-1826,104453,22733,81720,,,81720,,,81720,81844,,-124,81844,,-124,3.24
1295,生合,2024Q2,tpex,469660,201837,,,267823,,,267823,143785,,124038,17003,141041,49467,91574,,,91574,9540,,101114,91574,,,101114,,,2.98
1336,台翰,2024Q2,tpex,1185433,964918,,,220515,,,220515,127777,,92738,29673,122411,47116,75295,,,75295,68897,,144192,75295,,,144192,,,0.97
1565,精華,2024Q2,tpex,2096089,1592790,,,503299,,0,503299,198019,,305280,108666,413946,89522,324424,,,324424,451,,324875,324424,,,324875,,,6.43
1569,濱川,2024Q2,tpex,1390807,1321733,,,69074,,,69074,259459,,-190385,138377,-52008,8070,-60078,,,-60078,139921,,79843,-74861,,14783,63035,,16808,-0.62
1570,力肯,2024Q2,tpex,357452,264991,,,92461,,,92461,42845,,49616,16084,65700,12579,53121,,,53121,49192,,102313,53121,,0,102313,,0,1.03
1580,新麥,2024Q2,tpex,2173933,1208724,,,965209,,,965209,517809,,447400,48051,495451,140710,354741,,,354741,55253,,409994,332383,,22358,384446,,25548,6.62
1584,精剛,2024Q2,tpex,1417011,1167366,,,249645,,,249645,94550,,155095,128206,283301,34453,248848,,,248848,-3073,,245775,250865,,-2017,247792,,-2017,1.30
1586,和勤,2024Q2,tpex,1251818,1040598,,,211220,,,211220,171565,,39655,3704,43359,9944,33415,,,33415,32499,,65914,33415,,,65914,,,0.41
1591,駿吉-KY,2024Q2,tpex,107121,110318,,,-3197,,,-3197,30911,,-34108,1683,-32425,-3823,-28602,,,-28602,13137,,-15465,-28602,,,-15465,,,-0.82
1593,祺驊,2024Q2,tpex,505513,349611,,,155902,,,155902,132493,,23409,21441,44850,15887,28963,,,28963,17906,,46869,17055,,11908,34961,,11908,0.43
