stock_id,name,period,market,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1409,新纖,2021Q2,twse,21026686,18252097,2774589,540368,2234221,-16551,2217670,445687,2663357,1798851,,418819,2355367,,307990,1.11
1718,中纖,2021Q2,twse,15499284,13357419,2141865,359480,1782385,,1782385,601959,2384344,6633,,1775752,314818,,2069526,0.01
2207,和泰車,2021Q2,twse,132962119,119378649,13583470,2777042,10806428,,10806428,881111,11687539,9154559,,1651869,10069536,,1618003,16.76
2905,三商,2021Q2,twse,103057956,101729970,1327986,-1798739,3126725,,3126725,-642119,2484606,1574022,,1552703,1281821,,1202785,1.83
