stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2016Q2,twse,2144416,1983274,161142,194385,355527,-42464,313063,,,313063,-38897,,274166,309184,,3879,270175,,3991,0.23
6005,群益證,2016Q2,twse,3090931,2658727,432204,379316,811520,-138190,673330,,,673330,201812,,875142,563191,,110139,767326,,107816,0.25
6024,群益期,2016Q2,twse,1144860,927565,217295,95016,312311,-43238,269073,,,269073,-4912,,264161,269334,,-261,264946,,-785,2.20
