stock_id,name,period,market,營業收入,營業成本,營業費用,營業利益（損失）,營業外收入及支出,繼續營業單位稅前純益（純損）,所得稅費用（利益）,繼續營業單位本期純益（純損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2816,旺旺保,2022Q1,twse,2028805,1557042,511790,-40027,2254,-37773,24275,-62048,,,-62048,7155,,-54893,,,,,,,-0.28
2832,台產,2022Q1,twse,1500713,1129905,268899,101909,409,102318,29351,72967,,,72967,154842,,227809,,,,,,,0.20
2850,新產,2022Q1,twse,4674172,3125421,890562,658189,1566,659755,92486,567269,,,567269,-210687,,356582,,,,,,,1.80
2851,中再保,2022Q1,twse,5529404,4675147,116071,738186,0,738186,105518,632668,,,632668,-353228,,279440,,,,,,,1.07
2852,第一保,2022Q1,twse,1669731,1143539,385180,141012,-33,140979,25507,115472,,,115472,138624,,254096,,,,,,,0.38
