stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2019Q2,twse,12513770,11368808,23882578,310506,494531,13014219,10063322,1591464,8471858,,8471858,6033797,14505655,8471799,,59,14505560,,95,0.70
2881,富邦金,2019Q2,twse,68870644,125436483,194307127,1262068,130029566,30407704,32607789,4835768,27772021,,27772021,87350526,115122547,27669232,,102789,113427428,,1695119,2.70
2882,國泰金,2019Q2,twse,97401508,145413977,242815485,233319,160048424,42796601,39737141,5603310,34133831,,34133831,157289065,191422896,33439769,,694062,190344714,,1078182,2.45
2883,凱基金,2019Q2,twse,30833331,95427498,126260829,77582,100495491,13041238,12646518,1050182,11596336,,11596336,45334328,56930664,7801443,,3794893,26539684,,30390980,0.54
2884,玉山金,2019Q2,twse,9754147,16960477,26714624,1000156,,13836407,11878061,1599230,10278831,,10278831,1240867,11519698,10272631,,6200,11513458,,6240,0.88
2885,元大金,2019Q2,twse,12771043,36913343,49684386,125209,16836558,18877674,13844945,1956666,11888279,,11888279,4952052,16840331,10993893,,894386,16279288,,561043,0.94
2886,兆豐金,2019Q2,twse,18156222,15006305,33162527,566182,-88495,14765573,17919267,2566574,15352693,,15352693,5874762,21227455,15354139,,-1446,21228901,,-1446,1.13
2887,台新新光金,2019Q2,twse,9559252,12274483,21833735,697919,,11762477,9373339,1152928,8220411,,8220411,1599097,9819508,8220360,,51,9819457,,51,0.68
2889,國票金,2019Q2,twse,851508,2436993,3288501,39013,,1470722,1778766,270884,1507882,,1507882,1409491,2917373,1352690,,155192,2696998,,220375,0.48
2890,永豐金,2019Q2,twse,7713844,11071614,18785458,757439,,10414289,7613730,1060707,6553023,,6553023,1856625,8409648,6552971,,52,8409596,,52,0.58
2891,中信金,2019Q2,twse,55043246,73735592,128778838,2489860,67288624,33295861,25704493,5307743,20396750,,20396750,37458341,57855091,20395003,,1747,57849650,,5441,1.01
2892,第一金,2019Q2,twse,14648742,16460919,31109661,1852474,5620628,11653823,11982736,2068658,9914078,,9914078,8123456,18037534,9914078,,,18037534,,,0.80
5880,合庫金,2019Q2,twse,17617715,6478097,24095812,2468007,-825881,12382511,10071175,1576130,8495045,,8495045,6976441,15471486,8258860,,236185,14509689,,961797,0.64
