stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1259,安心,2016Q2,tpex,2302667,1674900,627767,,,627767,530179,,97588,8612,106200,20708,85492,,,85492,-1858,,83634,98328,,-12836,97637,,-14003,3.04
1264,德麥,2016Q2,tpex,1849262,1161052,688210,10,18,688218,383557,,304661,-2340,302321,62732,239589,,,239589,-15209,,224380,209559,,30030,202891,,21489,6.84
1268,漢來美食,2016Q2,tpex,1607421,912862,694559,,,694559,543019,,151540,27598,179138,30787,148351,,,148351,17499,,165850,148351,,,165850,,,4.42
1336,台翰,2016Q2,tpex,800935,779021,21914,,,21914,121327,,-99413,-4182,-103595,-17512,-86083,,,-86083,-35386,,-121469,-86083,,,-121469,,,-1.37
1565,精華,2016Q2,tpex,3060446,1753215,1307231,,,1307231,232556,,1074675,-40936,1033739,185034,848705,,,848705,-1539,,847166,848705,,,847166,,,16.83
1569,濱川,2016Q2,tpex,1102681,948267,154414,,,154414,123062,,31352,-18175,13177,-2648,15825,,,15825,-81249,,-65424,15825,,,-65424,,,0.17
1570,力肯,2016Q2,tpex,307864,243002,64862,,,64862,36089,,28773,674,29447,10475,18972,,,18972,-838,,18134,18972,,0,18134,,0,0.37
1580,新麥,2016Q2,tpex,1929559,1121968,807591,,,807591,504961,,302630,5901,308531,95716,212815,,,212815,-46015,,166800,205703,,7112,160833,,5967,4.24
1584,精剛,2016Q2,tpex,355725,312226,43499,,,43499,29899,,13600,-11105,2495,579,1916,,,1916,-3257,,-1341,,,,,,,0.02
1586,和勤,2016Q2,tpex,853559,757935,95624,,,95624,120413,,-24789,-11871,-36660,-6732,-29928,,,-29928,-32139,,-62067,-29928,,0,-62067,,0,-0.64
1591,駿吉-KY,2016Q2,tpex,251546,179212,72334,,,72334,33871,,38463,-6429,32034,8552,23482,,,23482,25734,,49216,23482,,,49216,,,0.78
1593,祺驊,2016Q2,tpex,378708,267342,111366,,,111366,63754,,47612,1801,49413,7615,41798,,,41798,-21138,,20660,41562,,236,20424,,236,1.37
1595,川寶,2016Q2,tpex,405456,251965,153491,,,153491,94083,,59408,-7480,51928,18720,33208,,,33208,-5058,,28150,33208,0,0,28150,0,0,0.86
