stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2026Q1,twse,33168148,26959758,,,6208390,,,6208390,3416199,,2792191,-659456,2132735,927996,1204739,,,1204739,11050466,,12255205,718189,,486550,9579999,,2675206,0.10
1102,亞泥,2026Q1,twse,14829491,12901356,,,1928135,,,1928135,743962,,1184173,957154,2141327,350025,1791302,,,1791302,3885773,,5677075,1887022,,-95720,5016509,,660566,0.56
1103,嘉泥,2026Q1,twse,688370,542788,,,145582,,,145582,129790,,15792,52601,68393,17068,51325,,,51325,-35675,,15650,51804,,-479,17445,,-1795,0.08
1104,環泥,2026Q1,twse,1759047,1267401,,,491646,,,491646,205906,,285740,61620,347360,56881,290479,,,290479,506823,,797302,284208,,6271,791009,,6293,0.41
1108,幸福,2026Q1,twse,980706,822468,,,158238,,,158238,69301,-27,88910,-2779,86131,17242,68889,,,68889,1763,,70652,68889,,,70652,,,0.17
1109,信大,2026Q1,twse,855342,802033,,,53309,,,53309,69255,,-15946,3794,-12152,3605,-15757,,,-15757,140596,,124839,4151,,-19908,97866,,26973,0.01
1110,東泥,2026Q1,twse,582643,499146,,,83497,,,83497,39427,,44070,-10404,33666,8657,25009,,,25009,-10537,,14472,25695,,-686,15171,,-699,0.05
1201,味全,2026Q1,twse,5001067,3630283,,,1370784,,,1370784,1331240,,39544,76137,115681,13929,101752,,,101752,117575,,219327,101516,,236,219091,,236,0.20
1203,味王,2026Q1,twse,1323768,867496,,,456272,0,0,456272,247779,,208493,40849,249342,68578,180764,,,180764,-12697,,168067,116595,,64169,130731,,37336,0.49
1210,大成,2026Q1,twse,26901827,23117808,,,3784019,,,3784019,2603103,,1180916,27515,1208431,239406,969025,,,969025,636706,,1605731,788702,,180323,1207386,,398345,0.94
1213,大飲,2026Q1,twse,77083,78626,,,-1543,,,-1543,11003,,-12546,-7779,-20325,781,-21106,,,-21106,504,,-20602,-21106,,,-20602,,,-0.37
1215,卜蜂,2026Q1,twse,7176319,5902856,,,1273463,,,1273463,637013,-62887,573563,-62820,510743,137571,373172,,,373172,-159525,,213647,372755,,417,213230,,417,1.26
1216,統一,2026Q1,twse,175017371,115892133,,,59125238,,,59125238,48872186,,10253052,3033138,13286190,3522350,9763840,,,9763840,2995939,,12759779,6544541,,3219299,8932866,,3826913,1.15
1217,愛之味,2026Q1,twse,1166163,858865,,,307298,,,307298,285942,,21356,-78544,-57188,6806,-63994,,,-63994,-205558,,-269552,-62857,,-1137,-264316,,-5236,-0.13
1218,泰山,2026Q1,twse,2653792,2198864,,,454928,308,304,454924,287451,,167473,25014,192487,34861,157626,,,157626,-1599,,156027,157466,,160,155867,,160,0.32
1219,福壽,2026Q1,twse,3634112,3336631,,-13734,283747,1280,361,282828,279965,,2863,6579,9442,13217,-3775,,,-3775,4091,,316,36939,,-40714,40349,,-40033,0.11
1220,台榮,2026Q1,twse,695415,641251,,,54164,,,54164,80905,,-26741,-4158,-30899,-6012,-24887,,,-24887,-608,,-25495,-29267,,4380,-29484,,3989,-0.17
1225,福懋油,2026Q1,twse,3261472,2970160,11919,,303231,-103,,303334,158229,,145105,9627,154732,28117,126615,,,126615,3116,,129731,107080,,19535,110196,,19535,0.44
1227,佳格,2026Q1,twse,7770446,5949148,,,1821298,,,1821298,1287161,,534137,88082,622219,141852,480367,,,480367,70258,,550625,476916,,3451,545887,,4738,0.52
1229,聯華,2026Q1,twse,2523137,1934812,,,588325,,,588325,344770,,243555,871639,1115194,64821,1050373,,,1050373,2853383,,3903756,980784,,69589,1796185,,2107571,0.55
1231,聯華食,2026Q1,twse,3348538,2623181,,,725357,,,725357,406776,,318581,36070,354651,57607,297044,,,297044,7203,,304247,297767,,-723,304450,,-203,1.00
1232,大統益,2026Q1,twse,5894059,5087164,,,806895,,,806895,326864,,480031,7235,487266,97456,389810,,,389810,-965,,388845,372297,,17513,371332,,17513,2.33
1233,天仁,2026Q1,twse,568211,221165,,,347046,,,347046,310703,,36343,1994,38337,7932,30405,,,30405,29147,,59552,30405,,0,59482,,70,0.34
1234,黑松,2026Q1,twse,2328332,1770805,,,557527,,,557527,510814,,46713,114516,161229,45434,115795,,,115795,6520,,122315,115795,,,122315,,,0.29
1235,興泰,2026Q1,twse,58970,42135,,,16835,,,16835,12785,,4050,-125904,-121854,4040,-125894,,,-125894,10689,,-115205,-59140,,-66754,-28448,,-86757,-0.54
1236,宏亞,2026Q1,twse,545487,392256,,,153231,,,153231,128078,,25153,2025,27178,7201,19977,,,19977,54698,,74675,19977,,,74675,,,0.23
1256,鮮活果汁-KY,2026Q1,twse,1141779,794831,,,346948,,,346948,195663,,151285,22921,174206,58207,115999,,,115999,111343,,227342,115743,,256,226875,,467,3.24
1301,台塑,2026Q1,twse,41985122,40429654,,,1555468,,,1555468,2857312,,-1301844,4680560,3378716,110089,3268627,,,3268627,26908885,,30177512,3268627,,,30177512,,,0.51
1303,南亞,2026Q1,twse,68596393,60407722,,,8188671,2074,,8186597,4444764,,3741833,12338333,16080166,1405348,14674818,,,14674818,17590918,,32265736,14254717,,420101,31660169,,605567,1.80
1304,台聚,2026Q1,twse,10746648,10439615,,,307033,,,307033,936057,,-629024,-459322,-1088346,-116686,-971660,,,-971660,557649,,-414011,-439887,,-531773,47403,,-461414,-0.41
1305,華夏,2026Q1,twse,2673905,2621262,,,52643,,,52643,228193,,-175550,7988,-167562,-32403,-135159,,,-135159,34146,,-101013,-120414,,-14745,-86356,,-14657,-0.21
