stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2019Q3,twse,17388698,7024540,1704933,12158600,10549705,1567285,8982420,,,8982420,633748,,9616168,8982420,,,9616168,,,0.90
2812,台中銀,2019Q3,twse,6250104,2851106,527458,4835812,3737940,599627,3138313,0,,3138313,313072,,3451385,3138313,,,3451385,,,0.85
2820,華票,2019Q3,twse,633597,889164,-3761,345328,1181194,231812,949382,0,0,949382,382188,,1331570,,,,,,,0.71
2834,臺企銀,2019Q3,twse,12787088,5152689,1927996,9495641,6516140,1106245,5409895,0,,5409895,919275,,6329170,5409895,0,0,6329170,0,0,0.80
2836,高雄銀,2019Q3,twse,2073794,724310,354061,1803270,640773,69181,571592,,,571592,393555,,965147,,,,,,,0.53
2838,聯邦銀,2019Q3,twse,4785538,5582205,318812,7097944,2950987,467601,2483386,0,,2483386,3120767,,5604153,2471300,,12086,5592130,,12023,0.69
2845,遠東銀,2019Q3,twse,4086542,4809336,209719,5137843,3548316,528076,3020240,,,3020240,461644,,3481884,3020240,,,3481884,,,0.90
2849,安泰銀,2019Q3,twse,2760636,2012128,666726,2190113,1915925,291227,1624698,0,,1624698,138148,,1762846,,,,,,,0.89
2897,王道銀行,2019Q3,twse,2940290,3476143,556079,3480737,2379617,617819,1761798,-3947,,1757851,668671,,2426522,1049676,,708175,1436375,,990147,0.43
5876,上海商銀,2019Q3,twse,22266913,9262745,852705,11705466,18971487,3702310,15269177,,,15269177,4686514,,19955691,11309560,,3959617,14693768,,5261923,2.76
