stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2024Q4,twse,26228121,40550670,66778791,3656196,535597,33431223,29155775,6023000,23132775,,23132775,5774127,28906902,23132593,,182,28906645,,257,1.68
2881,富邦金,2024Q4,twse,181744840,165718655,347463495,12926807,68382783,93846014,172307891,21446852,150861039,,150861039,33389868,184250907,150820135,,40904,184300033,,-49126,10.77
2882,國泰金,2024Q4,twse,262121947,95594970,357716917,9279241,114344275,107250646,126842755,16625802,110216953,1009965,111226918,25876732,137103650,110269745,,957173,131792634,,5311016,7.29
2883,凱基金,2024Q4,twse,74907797,-1619028,73288769,1463952,-5806041,36751974,40878884,7323901,33554983,,33554983,19552307,53107290,33552462,,2521,53100925,,6365,1.97
2884,玉山金,2024Q4,twse,33997447,42147098,76144545,4146556,,39738650,32259339,6110615,26148724,,26148724,9245853,35394577,26127505,,21219,35372202,,22375,1.63
2885,元大金,2024Q4,twse,33122767,87576915,120699682,2174270,12605146,60168145,45752121,7439717,38312404,,38312404,4582855,42895259,35829914,,2482490,41179720,,1715539,2.77
2886,兆豐金,2024Q4,twse,36793927,46691204,83485131,7692005,453908,36247405,39091813,4325927,34765886,,34765886,4621808,39387694,34765886,0,0,39387694,0,0,2.35
2887,台新新光金,2024Q4,twse,34926704,51681546,86608250,1194596,24814519,36943010,23656125,3591125,20065000,,20065000,1787431,21852431,20064396,,604,21851775,,656,1.39
2889,國票金,2024Q4,twse,1434135,6773252,8207387,172971,,4555135,3479281,676911,2802370,,2802370,677590,3479960,2171129,,631241,2350487,,1129473,0.61
2890,永豐金,2024Q4,twse,25791706,38631669,64423375,4570873,,32557936,27294566,5065587,22228979,,22228979,4100343,26329322,22228979,,0,26329322,,0,1.75
2891,中信金,2024Q4,twse,133369772,56039801,189409573,12114994,-3487216,92692080,88089715,14725655,73364060,,73364060,7747426,81111486,72028449,,1335611,77972273,,3139213,3.64
2892,第一金,2024Q4,twse,31234313,40885162,72119475,5763335,2613608,32504823,31237709,5878259,25359450,,25359450,5659154,31018604,25359450,,,31018604,,,1.81
5880,合庫金,2024Q4,twse,30173537,35650155,65823692,5750254,3368758,31725419,24979261,5170000,19809261,,19809261,4664760,24474021,19219939,,589322,24182865,,291156,1.26
