stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
6015,宏遠證,2017Q1,tpex,208451,214733,-6282,26450,20168,3074,23242,,,23242,3876,,27118,23242,,,27118,,,0.06
6016,康和證,2017Q1,tpex,666957,548372,118585,6303,124888,-3025,121863,,,121863,-2615,,119248,121609,,254,118994,,254,0.20
6020,大展證,2017Q1,tpex,112212,26117,86095,7601,93696,-1959,91737,0,,91737,,,91737,91733,,4,91733,,4,0.36
6021,美好證,2017Q1,tpex,157154,112479,44675,8720,53395,-5088,48307,,,48307,11949,,60256,48307,,0,60256,,0,0.16
6023,元大期貨,2017Q1,tpex,628492,523982,104510,90521,195031,-32661,162370,,,162370,9716,,172086,162370,,,172086,,,0.70
6026,福邦證,2017Q1,tpex,200866,88553,112313,1958,114271,-2473,111798,,,111798,-181,,111617,103108,,8690,102927,0,8690,0.43
