stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2026Q1,twse,7418906,4986671,699747,5492374,6213456,992320,5221136,,,5221136,428534,,5649670,5221136,,,5649670,,,0.44
2812,台中銀,2026Q1,twse,3375225,2123629,297426,2303656,2897772,471473,2426299,,,2426299,-590531,,1835768,2426299,,,1835768,,,0.40
2820,華票,2026Q1,twse,325602,768379,109702,183422,800857,160963,639894,,,639894,-595248,,44646,,,,,,,0.48
2834,臺企銀,2026Q1,twse,5508330,3328230,241993,4269907,4324660,886677,3437983,,,3437983,-1241064,,2196919,3437983,0,0,2196919,0,0,0.35
2836,高雄銀,2026Q1,twse,900701,345334,84074,694879,467082,96508,370574,,,370574,-51529,,319045,,,,,,,0.20
2838,聯邦銀,2026Q1,twse,2567362,2757774,350909,3188391,1785836,280906,1504930,,,1504930,-2725483,,-1220553,1507841,,-2911,-1217644,,-2909,0.35
2845,遠東銀,2026Q1,twse,1824214,1704598,135318,2028318,1365176,143704,1221472,,,1221472,131726,,1353198,1221472,,,1353198,,,0.25
2849,安泰銀,2026Q1,twse,873718,719602,85646,959183,548491,36199,512292,0,,512292,-149971,,362321,,,,,,,0.26
2897,王道銀行,2026Q1,twse,838622,2331593,259589,1369910,1540716,308566,1232150,,,1232150,-749807,,482343,766449,,465701,431574,,50769,0.28
5876,上海商銀,2026Q1,twse,9109948,4597150,721094,5185822,7800182,1276742,6523440,,,6523440,-887848,,5635592,5109024,,1414416,3472446,,2163146,1.05
