stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1240,茂生農經,2017Q2,tpex,706123,605837,,,100286,,,100286,64972,12481,47795,40652,88447,14333,74114,,0,74114,37028,,111142,,,,,,,2.47
1259,安心,2017Q2,tpex,2396632,1771011,,,625621,,,625621,531728,,93893,11475,105368,26836,78532,,,78532,945,,79477,88265,,-9733,89728,,-10251,2.73
1264,德麥,2017Q2,tpex,1746237,1082680,,,663557,0,16,663573,344681,,318892,-3737,315155,66290,248865,,,248865,-24785,,224080,222332,,26533,207655,,16425,6.60
1268,漢來美食,2017Q2,tpex,1705698,975630,,,730068,,,730068,564555,,165513,8844,174357,35540,138817,,,138817,43389,,182206,138817,,,182206,,,4.01
1336,台翰,2017Q2,tpex,991521,826103,,,165418,,,165418,81907,,83511,-27983,55528,13490,42038,,,42038,-41552,,486,42038,,,486,,,0.67
1565,精華,2017Q2,tpex,3002581,1821741,,,1180840,,,1180840,205119,,975721,-100910,874811,177812,696999,,,696999,-5483,,691516,696999,,,691516,,,13.82
1569,濱川,2017Q2,tpex,1613820,1250428,,,363392,,,363392,150149,,213243,-25418,187825,50861,136964,,,136964,-91942,,45022,124108,,12856,30222,,14800,1.25
1570,力肯,2017Q2,tpex,384584,298223,,,86361,,,86361,39106,,47255,-10107,37148,9252,27896,,,27896,-831,,27065,27896,,0,27065,,0,0.54
1580,新麥,2017Q2,tpex,2034919,1203036,,,831883,,,831883,511148,,320735,-13343,307392,96062,211330,,,211330,-55064,,156266,205084,,6246,152829,,3437,4.23
1584,精剛,2017Q2,tpex,541642,524331,,,17311,,,17311,31464,,-14153,-10316,-24469,12836,-37305,,,-37305,-53770,,-91075,-36952,,-353,-84224,,-6851,-0.45
1586,和勤,2017Q2,tpex,997277,785487,,,211790,,,211790,153594,,58196,-30568,27628,25763,1865,,,1865,-27431,,-25566,1865,,0,-25566,,0,0.03
1591,駿吉-KY,2017Q2,tpex,234467,202946,,,31521,,,31521,30748,,773,1786,2559,-538,3097,,,3097,-8765,,-5668,3097,,,-5668,,,0.10
1593,祺驊,2017Q2,tpex,357338,251298,,,106040,,,106040,61093,,44947,-4354,40593,5923,34670,,,34670,-15063,,19607,34910,,-240,19847,,-240,1.15
1595,川寶,2017Q2,tpex,607678,393603,,,214075,,,214075,97828,,116247,-24130,92117,19327,72790,,,72790,-11257,,61533,72790,,,61533,,,1.79
1599,宏佳騰,2017Q2,tpex,927919,706662,,,221257,,,221257,186818,,34439,10369,44808,7746,37062,,,37062,12159,,49221,37062,0,0,49221,0,0,0.72
1742,台蠟,2017Q2,tpex,220268,192149,,,28119,,,28119,22892,,5227,-1920,3307,,3307,,,3307,935,,4242,3307,,,4242,,,0.05
1777,生泰,2017Q2,tpex,392261,272971,,,119290,,,119290,53015,,66275,-18298,47977,12321,35656,,,35656,0,,35656,,,,,,,1.19
1780,立弘,2017Q2,tpex,349449,227115,,,122334,,,122334,67241,,55093,-4877,50216,12096,38120,,,38120,171,,38291,38120,,,38291,,,0.40
1781,合世,2017Q2,tpex,254806,227890,,,26916,0,,26916,61464,,-34548,-9516,-44064,-3057,-41007,,,-41007,-2973,,-43980,-41007,,,-43980,,,-0.86
1784,訊聯,2017Q2,tpex,332807,166958,,,165849,,,165849,166603,,-754,2994,2240,969,1271,,,1271,-144,,1127,-4580,,5851,-4724,,5851,-0.09
1785,光洋科,2017Q2,tpex,6811287,6092587,,,718700,,,718700,566284,,152416,-79962,72454,25436,47018,,,47018,-52660,,-5642,43669,,3349,-8292,,2650,0.11
1788,杏昌,2017Q2,tpex,1455969,1132008,,,323961,,,323961,191024,,132937,13047,145984,23213,122771,,,122771,-4402,,118369,123559,,-788,119238,,-869,3.53
1796,金穎生技,2017Q2,tpex,186145,105711,,,80434,,,80434,58251,,22183,-1119,21064,4501,16563,,,16563,-731,,15832,16563,,,15832,,,0.66
1799,易威,2017Q2,tpex,204010,186459,,,17551,,,17551,176080,,-158529,1049,-157480,-587,-156893,,,-156893,-12312,,-169205,-139460,,-17433,-150231,,-18974,-1.71
1813,寶利徠,2017Q2,tpex,211756,164314,,,47442,,,47442,61120,,-13678,11359,-2319,-3105,786,,,786,-15193,,-14407,8284,,-7498,-283,,-14124,0.18
1815,富喬,2017Q2,tpex,2433878,1739281,,,694597,,,694597,302830,,391767,-52637,339130,56168,282962,,,282962,-6477,,276485,282962,,,276485,,,0.68
2035,唐榮公司,2017Q2,tpex,9990175,9584935,,,405240,,,405240,188397,,216843,45347,262190,0,262190,,,262190,-16856,,245334,,,,,,,0.75
2061,風青,2017Q2,tpex,566450,537654,,,28796,,,28796,26238,,2558,2349,4907,-2151,7058,,,7058,-1199,,5859,7058,,,5859,,,0.11
2063,世鎧精密,2017Q2,tpex,435654,306289,,,129365,,,129365,54114,,75251,-11436,63815,11436,52379,,,52379,-291,,52088,52379,,,52088,,,1.16
2064,晉椿,2017Q2,tpex,1094120,980129,,,113991,,,113991,54228,,59763,-55715,4048,1146,2902,,,2902,-5673,,-2771,5204,,-2302,1228,,-3999,0.07
2065,世豐,2017Q2,tpex,551031,480339,,,70692,,,70692,69591,,1101,13196,14297,1860,12437,,,12437,-74478,,-62041,,,,,,,0.40
2066,世德,2017Q2,tpex,652211,465218,,,186993,,,186993,81648,,105345,-17489,87856,15616,72240,,,72240,,,72240,,,,,,,1.98
2067,嘉鋼,2017Q2,tpex,549243,485306,,,63937,,,63937,119792,,-55855,-6884,-62739,-8710,-54029,,,-54029,-11024,,-65053,-56547,,2518,-66492,,1439,-1.53
2070,精湛,2017Q2,tpex,340934,183795,,,157139,,,157139,115841,,41298,-6261,35037,10820,24217,,,24217,-3463,,20754,24217,,,20754,,,0.83
2221,大甲,2017Q2,tpex,440947,340472,,,100475,,,100475,46848,,53627,-9761,43866,8500,35366,,,35366,1762,,37128,33828,,1538,35590,,1538,0.80
2230,泰茂,2017Q2,tpex,252292,199890,,,52402,,,52402,47285,0,5117,-13047,-7930,4221,-12151,,,-12151,-10138,,-22289,-12960,,809,-20574,,-1715,-0.33
2235,謚源,2017Q2,tpex,440520,299982,,,140538,,,140538,44498,,96040,-6063,89977,18931,71046,,,71046,,,71046,,,,,,,2.23
2596,綠意,2017Q2,tpex,629977,399320,,,230657,,,230657,63224,,167433,2567,170000,21494,148506,,,148506,,,148506,81269,,67237,81269,,67237,0.89
2640,大車隊,2017Q2,tpex,817036,427943,,,389093,,,389093,250778,,138315,2970,141285,23519,117766,,,117766,-276,,117490,117918,,-152,117642,,-152,2.54
2641,正德,2017Q2,tpex,382355,331605,,,50750,,,50750,26138,,24612,-35606,-10994,0,-10994,,,-10994,-126037,,-137031,-10994,,,-137031,,,-0.06
2643,捷迅,2017Q2,tpex,1265399,1132979,,,132420,,,132420,97976,,34444,-144,34300,15449,18851,,,18851,-30702,,-11851,18851,,,-11851,,,0.72
2718,全心投控,2017Q2,tpex,104298,94802,,,9496,,,9496,13427,,-3931,2269,-1662,-282,-1380,,,-1380,1723,,343,,,,,,,-0.06
2719,燦星旅,2017Q2,tpex,1215521,1056808,,,158713,,,158713,195190,,-36477,-19626,-56103,-23,-56080,,,-56080,-202,,-56282,-56080,,,-56282,,,-1.56
2724,藝舍-KY,2017Q2,tpex,361383,324420,,,36963,,,36963,136734,0,-99771,-13020,-112791,5415,-118206,,,-118206,-664,,-118870,-118206,,,-118870,,,-2.22
2726,雅茗-KY,2017Q2,tpex,939079,426129,,,512950,,,512950,412264,,100686,13868,114554,35521,79033,,,79033,-33061,,45972,81151,,-2118,48416,,-2444,2.67
2729,瓦城,2017Q2,tpex,2051330,954744,,,1096586,,,1096586,883511,,213075,159,213234,40112,173122,,,173122,-5851,,167271,173191,,-69,167340,,-69,7.44
2732,六角,2017Q2,tpex,1096907,502280,,,594627,0,,594627,500563,-2747,91317,-16712,74605,13456,61149,,,61149,-5857,,55292,55364,,5785,49135,,6157,1.71
