stock_id,name,period,market,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1259,安心,2015Q1,tpex,1053392,781689,271703,,,271703,253283,,18420,4305,22725,6773,15952,,,15952,-4836,,11116,25615,,-9663,21681,,-10565,0.79
1264,德麥,2015Q1,tpex,937931,594036,343895,54,58,343899,200255,,143644,177,143821,27459,116362,,,116362,-8486,,107876,98884,,17478,93836,,14040,3.53
1336,台翰,2015Q1,tpex,418875,407852,11023,,,11023,55875,,-44852,3766,-41086,-6871,-34215,,,-34215,-13498,,-47713,-34215,,,-47713,,,-0.55
1565,精華,2015Q1,tpex,1346070,820045,526025,,,526025,114842,,411183,-79633,331550,44343,287207,,,287207,3366,,290573,287207,,,290573,,,5.70
1569,濱川,2015Q1,tpex,551832,606146,-54314,,,-54314,76864,,-131178,-370,-131548,-27748,-103800,,,-103800,-39605,,-143405,-103800,,,-143405,,,-1.24
1570,力肯,2015Q1,tpex,174947,131972,42975,,,42975,18577,,24398,-1168,23230,3710,19520,,,19520,-357,,19163,19520,,0,19163,,0,0.38
1580,新麥,2015Q1,tpex,841821,492844,348977,,,348977,222893,,126084,3596,129680,48435,81245,,,81245,-17923,,63322,78114,,3131,60790,,2532,1.64
1584,精剛,2015Q1,tpex,280254,255508,24746,,,24746,21673,,3073,-9074,-6001,11,-6012,,,-6012,-3111,,-9123,,,,,,,-0.06
1586,和勤,2015Q1,tpex,422502,354344,68158,,,68158,58614,,9544,-8146,1398,-1301,2699,,,2699,-7929,,-5230,2699,,0,-5230,,0,0.06
1591,駿吉-KY,2015Q1,tpex,215002,174089,40913,,,40913,21808,,19105,4957,24062,5545,18517,,,18517,-39122,,-20605,18517,,0,-20605,,0,0.69
1593,祺驊,2015Q1,tpex,200939,145024,55915,,,55915,40351,,15564,-367,15197,2047,13150,,,13150,-4049,,9101,15033,,-1883,10984,,-1883,0.54
1595,川寶,2015Q1,tpex,350078,211441,138637,,,138637,50418,,88219,-4656,83563,16550,67013,,,67013,-2083,,64930,67013,,,64930,,,1.73
1599,宏佳騰,2015Q1,tpex,392710,316565,76145,,,76145,82101,,-5956,3927,-2029,858,-2887,,,-2887,20469,,17582,-2887,,,17582,,,-0.06
1742,台蠟,2015Q1,tpex,145865,150416,-4551,,,-4551,17837,,-22388,3181,-19207,-2,-19205,,,-19205,2741,,-16464,-19205,,0,-16464,,0,-0.30
1777,生泰,2015Q1,tpex,167505,100495,67010,,,67010,20352,,46658,-382,46276,7403,38873,,,38873,0,,38873,,,,,,,1.29
1781,合世,2015Q1,tpex,163448,147730,15718,,,15718,33285,,-17567,218,-17349,-1954,-15395,,,-15395,-3069,,-18464,-15395,,,-18464,,,-0.32
1784,訊聯,2015Q1,tpex,137648,50421,87227,,,87227,82614,,4613,2868,7481,1273,6208,,,6208,-27,,6181,9342,,-3134,9315,,-3134,0.19
1785,光洋科,2015Q1,tpex,19497129,19697204,-200075,,,-200075,349321,,-549396,250985,-298411,-13858,-284553,,,-284553,-20111,,-304664,-289110,,4557,-308245,,3581,-0.71
1788,杏昌,2015Q1,tpex,629367,485685,143682,,,143682,90633,,53049,20069,73118,11215,61903,,,61903,-836,,61067,62646,,-743,61810,,-743,1.79
1799,易威,2015Q1,tpex,127879,123280,4599,0,0,4599,41094,,-36495,-3523,-40018,,-40018,0,,-40018,-1433,,-41451,-38777,,-1241,-39925,,-1526,-0.72
1813,寶利徠,2015Q1,tpex,108564,83450,25114,,,25114,17722,,7392,14229,21621,1148,20473,,,20473,-420,,20053,20473,,,20053,,0,0.44
1815,富喬,2015Q1,tpex,1237060,945813,291247,,,291247,165249,,125998,-34808,91190,13889,77301,,,77301,-1670,,75631,77301,,,75631,,,0.19
2035,唐榮公司,2015Q1,tpex,4058885,4195194,-136309,,,-136309,92857,,-229166,13067,-216099,8607,-224706,,,-224706,5301,,-219405,-233598,,8892,-231548,,12143,-0.67
2061,風青,2015Q1,tpex,261212,266258,-5046,,,-5046,13984,,-19030,-4357,-23387,0,-23387,,,-23387,,,-23387,-23387,,0,-23387,,0,-0.38
2063,世鎧精密,2015Q1,tpex,134164,101840,32324,,,32324,23025,,9299,-5267,4032,2019,2013,,,2013,-106,,1907,2013,,,1907,,,0.05
2064,晉椿,2015Q1,tpex,616796,551077,65719,,,65719,25622,,40097,-6689,33408,6040,27368,0,0,27368,,,27368,,,,,,,0.39
2066,世德,2015Q1,tpex,311403,209523,101880,,,101880,41920,,59960,-5659,54301,8827,45474,,,45474,,,45474,,,,,,,1.26
2067,嘉鋼,2015Q1,tpex,221040,193552,27488,,,27488,38978,,-11490,-3336,-14826,937,-15763,,,-15763,-3433,,-19196,-15745,,-18,-18840,,-356,-0.55
2221,大甲,2015Q1,tpex,165968,137336,28632,,,28632,21843,,6789,-1809,4980,669,4311,,,4311,1623,,5934,3950,,361,5573,,361,0.09
2230,泰茂,2015Q1,tpex,93526,70688,22838,,,22838,15878,-102,6858,-1774,5084,830,4254,,,4254,-2854,,1400,4254,,,1400,,,0.11
2235,謚源,2015Q1,tpex,214499,143845,70654,,,70654,19006,,51648,668,52316,7173,45143,,,45143,,,45143,,,,,,,1.42
2596,綠意,2015Q1,tpex,234002,148923,85079,,,85079,27976,,57103,2130,59233,0,59233,,,59233,,,59233,59447,,-214,59447,,-214,0.72
2640,大車隊,2015Q1,tpex,393304,199013,194291,,,194291,126760,,67531,-6356,61175,11272,49903,,,49903,,,49903,50317,,-414,50317,,-414,1.19
2641,正德,2015Q1,tpex,184327,147867,36460,,,36460,13706,,22754,-19648,3106,0,3106,,,3106,-19769,,-16663,3106,,,-16663,,,0.03
2718,全心投控,2015Q1,tpex,68445,44405,24040,,,24040,10895,,13145,699,13844,2354,11490,,,11490,,,11490,,,,,,,0.51
2719,燦星旅,2015Q1,tpex,817316,698280,119036,,,119036,100569,,18467,2408,20875,236,20639,,,20639,-38,,20601,20639,,,20601,,,0.57
2724,藝舍-KY,2015Q1,tpex,203315,189803,13512,,,13512,45507,,-31995,-16327,-48322,0,-48322,,,-48322,-8184,,-56506,-48322,,,-56506,,,-1.27
2726,雅茗-KY,2015Q1,tpex,377366,198927,178439,,,178439,162776,,15663,2274,17937,7156,10781,,,10781,-5140,,5641,11488,,-707,6563,,-922,0.42
2729,瓦城,2015Q1,tpex,866939,421053,445886,,,445886,353814,,92072,2496,94568,16462,78106,,,78106,-1303,,76803,78106,,,76803,,,3.36
2732,六角,2015Q1,tpex,371724,156300,215424,,4,215428,169202,-113,46113,-5594,40519,8439,32080,,,32080,-8907,,23173,30830,,1250,25979,,-2806,1.19
2734,易飛網,2015Q1,tpex,413696,348420,65276,,,65276,57123,,8153,1209,9362,2002,7360,,,7360,-174,,7186,7360,,,7186,,,0.28
2736,富野,2015Q1,tpex,230526,81273,149253,,,149253,87419,,61834,-2396,59438,8489,50949,,,50949,,,50949,50949,,,50949,,,1.20
2740,華軒,2015Q1,tpex,216271,104764,111507,,,111507,98240,,13267,-194,13073,2230,10843,,,10843,-50,,10793,10843,,,10793,,,0.90
2916,滿心,2015Q1,tpex,358995,196942,162053,,,162053,143277,,18776,6143,24919,4236,20683,,,20683,-751,,19932,20683,,,19932,,,0.38
2924,宏太-KY,2015Q1,tpex,350003,121872,228131,,,228131,216053,,12078,-655,11423,8109,3314,,,3314,-12125,,-8811,3314,,,-8811,,,0.09
2926,誠品生活,2015Q1,tpex,895685,472127,423558,,,423558,301172,0,122386,11146,133532,25240,108292,,,108292,-857,,107435,108292,,,107435,,,2.40
