stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅利益（費用）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
5864,致和證,2017Q3,tpex,307667,179604,128063,8027,136090,-1698,134392,,,134392,7268,,141660,,,,,,,0.63
6015,宏遠證,2017Q3,tpex,728985,663618,65367,106750,172117,21139,193256,,,193256,-12299,,180957,193256,,,180957,,,0.51
6016,康和證,2017Q3,tpex,2120250,1782284,337966,170110,508076,-50210,457866,,,457866,34225,,492091,455315,,2551,489540,,2551,0.76
6020,大展證,2017Q3,tpex,306108,95442,210666,24482,235148,-17087,218061,,,218061,0,,218061,218050,,11,218050,,11,0.86
6021,美好證,2017Q3,tpex,454683,351242,103441,60062,163503,-19093,144410,,,144410,83415,,227825,144410,,0,227825,,0,0.47
6023,元大期貨,2017Q3,tpex,2162961,1874801,288160,427207,715367,-101323,614044,,,614044,17260,,631304,614044,,,631304,,,2.64
6026,福邦證,2017Q3,tpex,712812,285014,427798,3299,431097,-35945,395152,,,395152,151,,395303,367607,,27545,367758,,27545,1.52
