stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2025Q2,twse,14325903,18037623,32363526,-565719,883343,17242079,14803823,3121312,11682511,,11682511,295258,11977769,11682419,,92,11977630,,139,0.84
2881,富邦金,2025Q2,twse,92409893,20359498,112769391,4560503,3148885,45175662,59884341,8685906,51198435,,51198435,-124071390,-72872955,51383519,,-185084,-72485649,,-387306,3.49
2882,國泰金,2025Q2,twse,132937819,-2092297,130845522,2457797,20784340,54471173,53132212,7223599,45908613,0,45908613,-115644046,-69735433,46000311,,-91698,-68763678,,-971755,2.89
2883,凱基金,2025Q2,twse,37993469,-11210618,26782851,369993,4169307,16888404,5355147,-118234,5473381,,5473381,-31467885,-25994504,5474139,,-758,-25986350,,-8154,0.29
2884,玉山金,2025Q2,twse,19201396,23918857,43120253,2022256,,20672507,20425490,3649672,16775818,,16775818,-3125410,13650408,16770432,,5386,13645375,,5033,1.04
2885,元大金,2025Q2,twse,18604537,36375422,54979959,633768,3332461,30010223,21003507,3496153,17507354,,17507354,-2281310,15226044,16228259,,1279095,14095833,,1130211,1.22
2886,兆豐金,2025Q2,twse,18973956,20546308,39520264,1041115,52524,17708623,20718002,2527447,18190555,,18190555,3519590,21710145,18190555,,0,21710145,,0,1.23
2887,台新新光金,2025Q2,twse,19160309,25577886,44738195,1181098,12207181,18768447,12581469,2359125,10222344,,10222344,-2267949,7954395,10223212,,-868,7955263,,-868,0.71
2889,國票金,2025Q2,twse,910201,2302542,3212743,140014,,1957646,1115083,418189,696894,,696894,1309689,2006583,656976,,39918,1785094,,221489,0.18
2890,永豐金,2025Q2,twse,17304520,18238860,35543380,1107052,,18557533,15878795,3110802,12767993,,12767993,-644927,12123066,12603048,,164945,12190633,,-67567,0.99
2891,中信金,2025Q2,twse,71285089,38234109,109519198,6343125,12346517,49386800,41442756,4910618,36532138,,36532138,-31653642,4878496,35840735,,691403,4480801,,397695,1.78
2892,第一金,2025Q2,twse,16406364,20174078,36580442,1339903,1114755,16671646,17454138,3508006,13946132,,13946132,-5537256,8408876,13946132,,,8408876,,,0.97
5880,合庫金,2025Q2,twse,16679827,18895680,35575507,1614734,5050875,15952572,12957326,2943327,10013999,,10013999,-656790,9357209,10131063,,-117064,9301229,,55980,0.65
