stock_id,name,period,market,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2855,統一證,2020Q2,twse,3225021,2689944,535077,182599,717676,88423,629253,,,629253,242434,,871687,624780,,4473,867912,,3775,0.45
6005,群益證,2020Q2,twse,3457747,3045570,412177,607603,1019780,225358,794422,,,794422,175747,,970169,658534,,135888,837552,,132617,0.30
6024,群益期,2020Q2,twse,1197921,1032859,165062,236560,401622,91859,309763,,,309763,-7268,,302495,308770,,993,301756,,739,1.59
