stock_id,name,period,market,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2880,華南金,2023Q1,twse,7550066,6719912,14269978,396955,451034,7355275,6066714,1066643,5000071,,5000071,3165688,8165759,5000054,,17,8165728,,31,0.37
2881,富邦金,2023Q1,twse,39865422,-7827121,32038301,1086073,-1413982,18342327,14023883,151093,13872790,,13872790,134706129,148578919,13983146,,-110356,147507517,,1071402,1.13
2882,國泰金,2023Q1,twse,59513266,8896981,68410247,-346238,38219189,23299872,7237424,64040,7173384,,7173384,76967269,84140653,7009028,,164356,83553949,,586704,0.48
2883,凱基金,2023Q1,twse,17809232,-6044620,11764612,-90316,846221,7662634,3346073,-158501,3504574,,3504574,20700903,24205477,3502425,,2149,24202739,,2738,0.21
2884,玉山金,2023Q1,twse,6624332,9175878,15800210,-1884,,8266322,7535772,1489186,6046586,,6046586,1291198,7337784,6042191,,4395,7333431,,4353,0.42
2885,元大金,2023Q1,twse,7317380,16273487,23590867,-256275,4095727,11721313,8030102,1625122,6404980,,6404980,5603817,12008797,5772301,,632679,12086767,,-77970,0.46
2886,兆豐金,2023Q1,twse,9131324,9146290,18277614,395212,-2113501,7749624,12246279,1470410,10775869,,10775869,4531923,15307792,10775869,,0,15307792,,0,0.77
2887,台新新光金,2023Q1,twse,7333337,11889316,19222653,243800,5274898,7749025,5954930,890513,5064417,,5064417,2934658,7999075,5064440,,-23,7999098,,-23,0.38
2889,國票金,2023Q1,twse,358394,1455550,1813944,5497,,897505,910942,215300,695642,,695642,764426,1460068,605589,,90053,1362875,,97193,0.18
2890,永豐金,2023Q1,twse,6311404,6506710,12818114,431800,,6860672,5525642,777085,4748557,,4748557,3593261,8341818,4748557,,0,8341818,,0,0.41
2891,中信金,2023Q1,twse,32654277,-9116304,23537973,1188222,-13919806,20473820,15795737,2293742,13501995,,13501995,18448038,31950033,12959386,,542609,31726528,,223505,0.66
2892,第一金,2023Q1,twse,7973158,9767737,17740895,1166632,1099237,7174927,8300099,1669681,6630418,,6630418,5718966,12349384,6630418,,,12349384,,,0.50
5880,合庫金,2023Q1,twse,8587186,6160208,14747394,1054408,652753,7081168,5959065,922430,5036635,,5036635,6452134,11488769,4886540,,150095,11211838,,276931,0.35
