stock_id,name,period,market,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
1101,台泥,2017Q1,twse,21179771,18181041,,,2998730,,,2998730,1057100,,1941630,-266356,1675274,511566,1163708,,,1163708,-1012058,,151650,832244,,331464,993546,,-841896,0.23
1102,亞泥,2017Q1,twse,12512699,11579630,,,933069,859,0,932210,489990,,442220,-321539,120681,-25112,145793,,,145793,-2431094,,-2285301,236681,,-90888,-1438230,,-847071,0.08
1103,嘉泥,2017Q1,twse,598477,465922,,,132555,,,132555,108263,,24292,-112821,-88529,19339,-107868,,,-107868,1028094,,920226,-111320,,3452,881885,,38341,-0.17
1104,環泥,2017Q1,twse,1100655,961614,,,139041,,,139041,91360,,47681,238678,286359,7112,279247,,,279247,-278167,,1080,283869,,-4622,5702,,-4622,0.45
1108,幸福,2017Q1,twse,894903,814049,,,80854,,,80854,52885,220,28189,-5223,22966,3999,18967,-322,,18645,-12618,,6027,18766,,-121,6152,,-125,0.05
1109,信大,2017Q1,twse,970001,830308,,,139693,,,139693,85420,,54273,-1756,52517,8067,44450,,,44450,-97675,,-53225,33282,,11168,-29775,,-23450,0.09
1110,東泥,2017Q1,twse,352667,362792,,,-10125,,,-10125,21028,,-31153,69596,38443,15116,23327,,,23327,71138,,94465,25243,,-1916,96378,,-1913,0.04
1201,味全,2017Q1,twse,3597795,2657454,,,940341,,,940341,1066529,,-126188,360659,234471,47757,186714,,,186714,-207678,,-20964,46722,,139992,-160568,,139604,0.09
1203,味王,2017Q1,twse,1544107,1065648,,,478459,0,0,478459,220915,,257544,-26610,230934,66792,164142,,,164142,-84867,,79275,88799,,75343,24671,,54604,0.37
1210,大成,2017Q1,twse,18781077,16260548,,,2520529,,,2520529,1717341,,803188,-32327,770861,140311,630550,,,630550,-480491,,150059,503257,,127293,307670,,-157611,0.74
1213,大飲,2017Q1,twse,163184,141812,,,21372,,,21372,14415,,6957,-550,6407,1110,5297,,,5297,77,,5374,5297,,,5374,,,0.09
1215,卜蜂,2017Q1,twse,4782335,3922990,,,859345,,,859345,359220,-1770,498355,9398,507753,86830,420923,,,420923,-169659,,251264,410836,,10087,245740,,5524,1.53
1216,統一,2017Q1,twse,96114609,64046036,,,32068573,,,32068573,26461530,,5607043,2558019,8165062,1368678,6796384,,,6796384,-4068032,,2728352,4468589,,2327795,1286844,,1441508,0.79
1217,愛之味,2017Q1,twse,933729,655161,,,278568,,,278568,287271,,-8703,-11880,-20583,2270,-22853,0,,-22853,-63111,,-85964,-25672,,2819,-86272,,308,-0.05
1218,泰山,2017Q1,twse,1790165,1514838,,,275327,329,832,275830,292185,,-16355,17705,1350,30,1320,,,1320,6715,,8035,1278,,42,7993,,42,0.00
1219,福壽,2017Q1,twse,2835806,2604284,,,231522,,,231522,232014,0,-492,17056,16564,13702,2862,,,2862,-4567,,-1705,36491,,-33629,32655,,-34360,0.11
1220,台榮,2017Q1,twse,496342,431560,,,64782,,,64782,47226,,17556,-6769,10787,4904,5883,,,5883,16644,,22527,9111,,-3228,25755,,-3228,0.05
1225,福懋油,2017Q1,twse,2631202,2375745,,,255457,-270,,255727,136348,1849,121228,-302,120926,21047,99879,,,99879,-37015,,62864,81120,,18759,44105,,18759,0.37
1227,佳格,2017Q1,twse,6491920,4620527,,,1871393,,,1871393,1086389,,785004,-52904,732100,138511,593589,,,593589,-341961,,251628,590136,,3453,249369,,2259,0.68
1229,聯華,2017Q1,twse,1152034,890434,,,261600,,,261600,133488,,128112,346204,474316,18078,456238,,,456238,147681,,603919,457782,,-1544,608015,,-4096,0.50
1231,聯華食,2017Q1,twse,1762896,1402573,,,360323,,,360323,266603,,93720,-4362,89358,18224,71134,,,71134,-12780,,58354,71353,,-219,59536,,-1182,0.47
1232,大統益,2017Q1,twse,4388701,3990896,,,397805,,,397805,158890,,238915,-30353,208562,35456,173106,,,173106,,,173106,169947,,3159,169947,,3159,1.06
1233,天仁,2017Q1,twse,546587,230496,,,316091,,,316091,254740,,61351,-6679,54672,9344,45328,,,45328,-42712,,2616,45243,,85,2753,,-137,0.50
1234,黑松,2017Q1,twse,2209640,1762340,,,447300,,,447300,491224,,-43924,153632,109708,21060,88648,,,88648,-25724,,62924,88648,,,62924,,,0.22
1235,興泰,2017Q1,twse,10610,16770,,,-6160,,,-6160,5551,,-11711,52539,40828,2294,38534,,,38534,318304,,356838,38534,,,356838,,,0.66
1236,宏亞,2017Q1,twse,447766,350432,,,97334,,,97334,99682,,-2348,1432,-916,6275,-7191,,,-7191,-11513,,-18704,-7191,,0,-18704,,0,-0.07
1256,鮮活果汁-KY,2017Q1,twse,621417,439726,,,181691,,,181691,101924,,79767,-1257,78510,35453,43057,,,43057,-43546,,-489,43072,,-15,22,,-511,1.59
1301,台塑,2017Q1,twse,47795996,39739347,,,8056649,,,8056649,2569837,,5486812,5273245,10760057,870170,9889887,,,9889887,-5728633,,4161254,9889887,,,4161254,,,1.55
1303,南亞,2017Q1,twse,72676153,59643943,,,13032210,-5016,,13037226,4559648,,8477578,4032614,12510192,1940415,10569777,,,10569777,-6025272,,4544505,10867218,,-297441,5040288,,-495783,1.37
1304,台聚,2017Q1,twse,13902569,11902040,,,2000529,,,2000529,817016,,1183513,-263398,920115,203036,717079,1677,,718756,-422336,,296420,295966,,422790,127438,,168982,0.29
1305,華夏,2017Q1,twse,3691270,2838390,,,852880,,,852880,274321,,578559,-69119,509440,91034,418406,1677,,420083,-31109,,388974,378109,,41974,347008,,41966,0.79
1307,三芳,2017Q1,twse,2701624,1782541,,,919083,,,919083,425908,,493175,-85653,407522,73356,334166,,,334166,-457260,,-123094,334166,,,-123094,,,0.84
1308,亞聚,2017Q1,twse,1531129,1300338,,,230791,,,230791,55855,,174936,-1063,173873,24470,149403,,,149403,-2017,,147386,149403,0,,147386,0,,0.30
1309,台達化,2017Q1,twse,4518603,4184233,,,334370,,,334370,153238,,181132,-64767,116365,25234,91131,,,91131,-55384,,35747,91131,,,35747,,,0.28
1310,台苯,2017Q1,twse,3518791,2926222,,,592569,,,592569,103411,,489158,36232,525390,97173,428217,,,428217,263478,,691695,436986,,-8769,706476,,-14781,0.83
1312,國喬,2017Q1,twse,5392770,4435007,,,957763,,,957763,323845,,633918,295495,929413,135365,794048,,,794048,-433624,,360424,779494,,14554,421995,,-61571,0.86
1313,聯成,2017Q1,twse,10609577,9743013,,,866564,,,866564,428449,,438115,-28078,410037,103837,306200,,,306200,-492708,,-186508,306200,,,-186508,,,0.27
1314,中石化,2017Q1,twse,9016749,7031432,,,1985317,0,562,1985879,391590,,1594289,-256295,1337994,14109,1323885,,,1323885,-102051,,1221834,1324919,,-1034,1222350,,-516,0.57
1315,達新,2017Q1,twse,695279,555452,,,139827,,,139827,103267,,36560,-43841,-7281,-6174,-1107,,,-1107,-3377,,-4484,-436,,-671,-2949,,-1535,0.00
1316,上曜,2017Q1,twse,158473,135130,,,23343,,,23343,59625,,-36282,271,-36011,0,-36011,,,-36011,101556,,65545,-35071,,-940,14730,,50815,-0.33
1319,東陽,2017Q1,twse,5998647,4457833,,,1540814,,11,1540825,830277,,710548,-63366,647182,120066,527116,,,527116,-416321,,110795,509856,,17260,134902,,-24107,0.86
1321,大洋,2017Q1,twse,1059117,1030873,,,28244,,,28244,82788,,-54544,-15008,-69552,0,-69552,,,-69552,-18668,,-88220,-69552,,,-88220,,,-0.32
1323,永裕,2017Q1,twse,708732,540526,,,168206,,,168206,83755,,84451,-12433,72018,15214,56804,,,56804,-59382,,-2578,46224,,10580,-13165,,10587,0.51
1324,地球,2017Q1,twse,286287,241311,,,44976,,,44976,44304,,672,101697,102369,25621,76748,,,76748,-13199,,63549,76748,,,63549,,,1.02
1325,恆大,2017Q1,twse,227751,191368,,,36383,,,36383,13378,,23005,-21410,1595,346,1249,,,1249,-17907,,-16658,1374,,-125,-12038,,-4620,0.02
1326,台化,2017Q1,twse,89259531,74132446,,,15127085,,,15127085,3375315,,11751770,2538306,14290076,1568283,12721793,,,12721793,-5048872,,7672921,11710970,,1010823,9184281,,-1511360,2.00
1337,再生-KY,2017Q1,twse,969132,806795,,,162337,,,162337,115739,,46598,36515,83113,17500,65613,,,65613,-449810,,-384197,65613,,,-384197,,,0.25
1338,廣華-KY,2017Q1,twse,1806653,1306416,,,500237,,,500237,271353,,228884,14446,243330,62012,181318,,,181318,-324153,,-142835,184824,,-3506,-145435,,2600,2.20
1339,昭輝,2017Q1,twse,682470,457770,,,224700,,,224700,100205,,124495,-139498,-15003,1595,-16598,,,-16598,-42412,,-59010,-16052,,-546,-47565,,-11445,-0.22
1340,勝悅-KY,2017Q1,twse,519496,378453,,,141043,,,141043,32313,,108730,5868,114598,20999,93599,,,93599,-273225,,-179626,93599,,,-179626,,,0.81
1402,遠東新,2017Q1,twse,50383416,38079682,,,12303734,,,12303734,8551128,,3752606,-198019,3554587,682696,2871891,,,2871891,-2030628,,841263,1285795,,1586096,-576026,,1417289,0.26
1410,南染,2017Q1,twse,132777,85070,,,47707,,,47707,20601,,27106,-3337,23769,5220,18549,,,18549,2852,,21401,15837,,2712,18689,,2712,0.22
1413,宏洲,2017Q1,twse,751681,739008,,,12673,,,12673,17422,,-4749,-2513,-7262,0,-7262,,,-7262,,,-7262,,,,,,,-0.05
1414,東和,2017Q1,twse,233572,212378,,,21194,,,21194,20143,,1051,-4110,-3059,366,-3425,,,-3425,19467,,16042,,,,,,,-0.02
1416,廣豐,2017Q1,twse,1065409,776625,,,288784,,,288784,196692,,92092,24124,116216,-24848,141064,,,141064,-137170,,3894,141136,,-72,3966,,-72,0.69
1417,嘉裕,2017Q1,twse,630717,540393,,,90324,,,90324,215450,,-125126,-14789,-139915,127,-140042,,,-140042,13599,,-126443,-140042,,,-126443,,,-0.37
1418,東華,2017Q1,twse,427249,441471,,,-14222,,,-14222,37485,,-51707,-5475,-57182,1427,-58609,,,-58609,-243,,-58852,-58604,,-5,-58847,,-5,-0.48
1419,新紡,2017Q1,twse,351299,296921,,,54378,,,54378,89842,,-35464,-24037,-59501,-5157,-54344,,,-54344,60436,,6092,-52238,,-2106,8198,,-2106,-0.17
1423,利華,2017Q1,twse,142548,139090,,,3458,,,3458,8590,,-5132,12566,7434,1479,5955,,,5955,-12299,,-6344,,,,,,,0.03
1432,大魯閣,2017Q1,twse,306509,32447,,,274062,,,274062,307519,,-33457,-51635,-85092,0,-85092,,,-85092,-18331,,-103423,-76587,,-8505,-94918,,-8505,-0.46
1434,福懋,2017Q1,twse,10254273,8830452,,,1423821,,,1423821,654089,,769732,-135148,634584,125230,509354,,,509354,-2945174,,-2435820,429902,,79452,-2510147,,74327,0.26
1435,中福,2017Q1,twse,8386,626,,,7760,0,0,7760,8604,0,-844,-229,-1073,0,-1073,0,,-1073,0,,-1073,-1073,,0,-1073,0,0,-0.01
1436,華友聯,2017Q1,twse,406676,314898,,,91778,,,91778,33957,,57821,-18665,39156,9000,30156,,,30156,3740,,33896,30156,,,33896,,,0.40
1437,勤益控,2017Q1,twse,173458,44565,,,128893,,,128893,24125,,104768,48129,152897,18677,134220,,,134220,-2526,,131694,134142,,78,132997,,-1303,0.69
1438,三地開發,2017Q1,twse,7,46,,,-39,0,0,-39,2212,,-2251,698,-1553,,-1553,,,-1553,,,-1553,,,,,,,-0.02
1439,雋揚,2017Q1,twse,76760,73947,,,2813,,,2813,7485,,-4672,2714,-1958,-41,-1917,,,-1917,0,,-1917,,,,,,,-0.02
1440,南紡,2017Q1,twse,5114990,4455175,,,659815,,,659815,537730,,122085,10002,132087,37689,94398,,,94398,-125249,,-30851,116883,,-22485,2165,,-33016,0.07
1441,大東,2017Q1,twse,390390,392194,,,-1804,,,-1804,44556,,-46360,-29964,-76324,0,-76324,,,-76324,-19683,,-96007,-76324,,,-96007,,,-1.23
1442,名軒,2017Q1,twse,851068,636615,,,214453,,,214453,66281,,148172,41064,189236,-45703,234939,,,234939,-204,,234735,234939,,0,234735,,0,0.87
1443,立益物流,2017Q1,twse,321828,298884,,,22944,,,22944,34735,,-11791,-109696,-121487,2798,-124285,,,-124285,90641,,-33644,-111209,,-13076,-56064,,22420,-0.82
1444,力麗,2017Q1,twse,2446082,2247534,,,198548,143,0,198405,144561,,53844,-228952,-175108,-33402,-141706,,,-141706,2650,,-139056,-137109,,-4597,-134544,,-4512,-0.14
1445,大宇,2017Q1,twse,380999,347207,,,33792,,,33792,28344,,5448,-7398,-1950,-1182,-768,,,-768,-1061,,-1829,-768,,0,-1829,,0,-0.01
1446,宏和,2017Q1,twse,114629,103669,,,10960,,,10960,28680,,-17720,-8794,-26514,949,-27463,,,-27463,-7933,,-35396,-27463,,,-35396,,,-0.20
1447,力鵬,2017Q1,twse,4438964,4051470,,,387494,,,387494,168763,,218731,-412296,-193565,-48785,-144780,,,-144780,3791,,-140989,-145469,,689,-145060,,4071,-0.17
1449,佳和,2017Q1,twse,655515,580193,,,75322,,,75322,85924,,-10602,-8017,-18619,7,-18626,,,-18626,628,,-17998,-17374,,-1252,-16923,,-1075,-0.15
1451,年興,2017Q1,twse,2552504,2373814,,,178690,,,178690,174004,,4686,153207,157893,31414,126479,,,126479,-193105,,-66626,126471,,8,-64539,,-2087,0.32
1452,宏益,2017Q1,twse,566208,461155,,,105053,,,105053,31608,,73445,1649,75094,14003,61091,,,61091,-1913,,59178,61091,,0,59178,,0,0.46
1453,大將,2017Q1,twse,4578,7291,,,-2713,,,-2713,6811,,-9524,1758,-7766,-78,-7688,,,-7688,5968,,-1720,-7872,0,184,-1904,,184,-0.09
1454,台富,2017Q1,twse,455441,412987,,,42454,,,42454,28904,-81,13469,-7209,6260,817,5443,,,5443,4221,,9664,5443,,,9664,,,0.04
1455,集盛,2017Q1,twse,4126514,3666357,,,460157,,,460157,128941,,331216,-72151,259065,41940,217125,,,217125,-275,,216850,217125,,,216850,,,0.35
1456,怡華,2017Q1,twse,182350,150745,,,31605,,,31605,26213,,5392,-11349,-5957,0,-5957,,,-5957,10180,,4223,,,,,,,-0.06
1457,宜進,2017Q1,twse,1207682,1078056,,,129626,,,129626,62845,,66781,-46592,20189,7076,13113,,,13113,-16602,,-3489,15910,,-2797,-480,,-3009,0.06
1459,聯發,2017Q1,twse,764050,741459,,,22591,,,22591,37441,,-14850,-46185,-61035,-5102,-55933,,,-55933,-10217,,-66150,-56038,,105,-66255,,105,-0.18
1460,宏遠,2017Q1,twse,2147189,1684735,,,462454,,,462454,342223,-29,120202,-59032,61170,16542,44628,,,44628,-66784,,-22156,44628,,0,-22156,,0,0.10
1463,強盛新,2017Q1,twse,840954,373761,,,467193,,,467193,80099,,387094,23008,410102,18772,391330,,,391330,-22965,,368365,320077,,71253,297112,,71253,1.98
1464,得力,2017Q1,twse,1829734,1458761,,,370973,,,370973,197891,-7424,165658,-43039,122619,7751,114868,,,114868,-213924,,-99056,97508,,17360,-103674,,4618,0.35
1465,偉全,2017Q1,twse,437118,373884,,,63234,,,63234,48179,,15055,-19906,-4851,-4369,-482,,,-482,-68616,,-69098,-9475,,8993,-56752,,-12346,-0.09
1466,聚隆,2017Q1,twse,901348,796064,0,0,105284,0,0,105284,56223,,49061,-25282,23779,4205,19574,0,,19574,-273,,19301,19574,0,0,19301,0,0,0.18
1467,南緯,2017Q1,twse,1551199,1261052,,,290147,,,290147,318459,,-28312,-21147,-49459,9379,-58838,,,-58838,-138690,,-197528,-59765,,927,-198154,,626,-0.28
1468,昶和,2017Q1,twse,156675,110275,,,46400,,,46400,27633,,18767,-29702,-10935,0,-10935,,,-10935,-9211,,-20146,-12964,,2029,-20930,,784,-0.08
1470,大統新創,2017Q1,twse,179635,137489,,,42146,,,42146,29456,0,12690,-901,11789,1999,9790,,,9790,4520,,14310,,,,,,,0.11
1471,首利,2017Q1,twse,266084,288392,,,-22308,,,-22308,61996,,-84304,-23732,-108036,3907,-111943,,,-111943,-15674,,-127617,-108811,,-3132,-123334,,-4283,-0.54
1472,三洋實業,2017Q1,twse,157719,161313,,,-3594,,,-3594,18076,10,-21660,-3707,-25367,-337,-25030,,,-25030,-4174,,-29204,-25030,,0,-29204,,0,-0.34
1473,台南,2017Q1,twse,2196217,1882864,,,313353,,,313353,240612,,72741,-9192,63549,7808,55741,,,55741,-152601,,-96860,60997,,-5256,-83958,,-12902,0.42
1474,弘裕,2017Q1,twse,784320,645604,,,138716,,,138716,65787,,72929,-43605,29324,5713,23611,,,23611,-19470,,4141,23370,,241,3900,,241,0.18
1475,業旺,2017Q1,twse,47633,49411,,,-1778,,,-1778,9265,,-11043,-13463,-24506,21,-24527,,,-24527,11265,,-13262,-14759,,-9768,-11532,,-1730,-0.28
1476,儒鴻,2017Q1,twse,5145757,3766644,,,1379113,,,1379113,582107,,797006,-439001,358005,73000,285005,-13782,,271223,-235859,,35364,271223,,0,35364,,0,1.01
1477,聚陽,2017Q1,twse,5531202,4484563,,,1046639,,,1046639,609136,,437503,-50981,386522,73537,312985,,,312985,-219746,,93239,314417,,-1432,96486,,-3247,1.52
1503,士電,2017Q1,twse,5112078,3951288,,,1160790,,,1160790,658711,,502079,14066,516145,99728,416417,,,416417,-243162,,173255,400351,,16066,175804,,-2549,0.77
1504,東元,2017Q1,twse,11916183,8923535,,,2992648,7977,6625,2991296,2092640,,898656,-54747,843909,208872,635037,,,635037,-108311,,526726,535809,,99228,457726,,69000,0.27
1506,正道,2017Q1,twse,356056,296932,,,59124,,,59124,57453,,1671,-23016,-21345,-46203,24858,,,24858,-22427,,2431,22328,,2530,509,,1922,0.18
1512,瑞利,2017Q1,twse,755327,722879,,,32448,,,32448,111695,,-79247,-22432,-101679,2163,-103842,,,-103842,-57218,,-161060,-103842,0,0,-161060,,0,-0.57
1513,中興電,2017Q1,twse,2561209,2043748,,,517461,,,517461,350185,,167276,-51112,116164,10523,105641,,,105641,-100305,,5336,100849,,4792,10645,,-5309,0.25
1514,亞力,2017Q1,twse,749272,647573,,,101699,,0,101699,92207,9642,19134,-19498,-364,-1432,1068,,,1068,-3039,,-1971,2049,,-981,151,,-2122,0.01
1515,力山,2017Q1,twse,884445,692275,,,192170,,,192170,168219,,23951,-19967,3984,870,3114,,,3114,-50183,,-47069,4247,,-1133,-45571,,-1498,0.02
1516,川飛,2017Q1,twse,298233,290133,,,8100,,,8100,3425,0,4675,-763,3912,0,3912,0,,3912,0,,3912,,,,,,,0.13
1517,利奇,2017Q1,twse,677453,634613,,,42840,,,42840,101577,,-58737,-15057,-73794,-9676,-64118,,,-64118,-62292,,-126410,-57586,,-6532,-120125,,-6285,-0.25
