stock_id,name,period,market,利息淨收益,利息以外淨損益,呆帳費用、承諾及保證責任準備提存,營業費用,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
2801,彰銀,2022Q3,twse,18349797,6788838,2138177,13028141,9972317,1451799,8520518,,,8520518,-8050280,,470238,8520518,,,470238,,,0.80
2812,台中銀,2022Q3,twse,8015198,3134524,982190,5288522,4879010,934184,3944826,,,3944826,-1442766,,2502060,3944826,,,2502060,,,0.83
2820,華票,2022Q3,twse,738325,666899,-22398,346669,1080953,155310,925643,0,0,925643,-3659003,,-2733360,,,,,,,0.69
2834,臺企銀,2022Q3,twse,15137165,5614784,1604071,10658119,8489759,1399858,7089901,,,7089901,-8473077,,-1383176,7089901,,,-1383176,,,0.88
2836,高雄銀,2022Q3,twse,2172319,804559,55103,1991716,930059,145116,784943,,,784943,-2359969,,-1575026,,,,,,,0.63
2838,聯邦銀,2022Q3,twse,7429059,4122127,443008,7996810,3111368,737643,2373725,,,2373725,-7931254,,-5557529,2370872,,2853,-5560385,,2856,0.53
2845,遠東銀,2022Q3,twse,5272457,3096354,400354,5066875,2901582,397713,2503869,,,2503869,-2118235,,385634,2503869,,,385634,,,0.70
2849,安泰銀,2022Q3,twse,3125050,1496152,493270,2206450,1921482,308813,1612669,0,,1612669,-2095891,,-483222,,,,,,,0.82
2897,王道銀行,2022Q3,twse,3697396,3282589,392505,3545127,3042353,656041,2386312,0,,2386312,-5487977,,-3101665,1704317,,681995,-1212289,,-1889376,0.58
5876,上海商銀,2022Q3,twse,23667565,9785031,1416248,12363690,19672658,3443904,16228754,,,16228754,-8053318,,8175436,12988842,,3239912,3207474,,4967962,2.91
